model,dataset,stage,layer,trace
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv1.weight,4.711975227231565
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv2.weight,10.849917514651429
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv3.weight,3.619031858444214
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,1.763921772732454
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,1.8498997532803079
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv3.weight,3.6900574343545096
resnet50_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,19.66025767326355
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,27.455417657509827
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,38.92336260477702
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv3.weight,17.453165372212727
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv1.weight,1.7807919190210455
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv2.weight,2.1506694078445436
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv3.weight,1.7466242057936532
resnet50_no_weights,CIFAR10,FP32,fc.weight,7.427918275197347
