epoch,total_s,train_s,val_s
1,9.276,8.322,0.953
2,9.213,8.264,0.95
3,9.488,8.541,0.947
4,9.238,8.295,0.943
5,9.511,8.547,0.964
6,9.254,8.301,0.953
7,9.205,8.235,0.969
8,9.134,8.188,0.947
9,9.126,8.154,0.972
10,9.244,8.296,0.948
11,9.324,8.379,0.944
12,9.421,8.46,0.961
13,9.409,8.448,0.961
14,9.212,8.265,0.947
15,9.363,8.39,0.973
16,9.309,8.353,0.956
17,9.39,8.431,0.958
18,9.298,8.344,0.954
19,9.229,8.273,0.956
20,9.26,8.294,0.966
