model,dataset,stage,layer,weight_damage_pts,abs_weight_damage_pts
cnn,CIFAR10,PTQ,conv1,10.560000000000002,10.560000000000002
cnn,CIFAR10,PTQ,conv2,1.519999999999996,1.519999999999996
cnn,CIFAR10,PTQ,conv3,0.7800000000000011,0.7800000000000011
cnn,CIFAR10,PTQ,conv4,0.14000000000000057,0.14000000000000057
cnn,CIFAR10,PTQ,fc1,-0.0799999999999983,0.0799999999999983
cnn,CIFAR10,PTQ,fc2,0.3200000000000074,0.3200000000000074
