model,dataset,stage,layer,mse,sqnr
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,1.2214248272357509e-05,9.004528896049898
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,8.12997586763231e-06,3.1511173442742524
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,4.239973804942565e-06,8.708101248756265
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,7.4100053097936325e-06,7.113984940980826
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,1.0248689250147436e-05,9.898749861376006
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,7.597092462674482e-06,8.643850190812898
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,4.900342446489958e-06,10.944990448034472
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,1.0088545423059259e-05,9.31433996281402
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,7.663007636438124e-06,3.558201554592327
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,4.2998635763069615e-06,8.606418451845437
resnet50_no_weights,CIFAR10,PTQ,fc.weight,9.572100680088624e-05,13.620415271266417
resnet50_no_weights,CIFAR10,QAT,conv1.weight,0.02000964619219303,0.9611765079024192
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,0.002315365942195058,4.010058402308809
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,0.0007333788671530783,2.4121609458220536
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,0.00017904050764627755,13.62579906599555
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,0.0013654341455549002,3.28350733244053
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,0.0006579604814760387,4.0065599081027905
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,0.0007979832589626312,2.3465303189276225
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,0.00019344016618561,13.880663598360158
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,0.0007364846533164382,4.043475622211341
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,0.0004934273893013597,3.4904605698033353
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,0.00011279538739472628,13.811326881463321
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,0.0005054390639998019,3.4929235040681963
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,0.00022534963500220329,3.9695207301478974
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,5.556218820856884e-05,13.817511116505434
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,0.0002645691274665296,3.88431478897725
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,0.00027527110069058836,3.937063220646901
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,0.000237255881074816,2.671934263256215
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,4.369131420389749e-05,14.288535806464647
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,0.0004219601978547871,2.607501273827726
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,0.00015354088100139052,2.857388768474613
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,1.555320886836853e-05,13.586309585665074
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,0.00013094648602418602,5.697030691752142
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,4.1254264942836016e-05,6.968862769168764
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,1.2190736015327275e-05,13.297665512966274
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,4.2562984162941575e-05,8.948917090008377
