model,dataset,stage,layer,mse,sqnr
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,4.598295163305011e-06,7.396193483232113
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,8.31629859021632e-06,5.66409781461449
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,7.403308700304478e-06,9.274874271435488
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,6.940993444004562e-06,8.952945409855177
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,4.955911663273582e-06,10.301597781872644
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,7.656890375074e-06,9.284688257496637
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,8.81005689734593e-06,3.43268726355374
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,4.8636602514307015e-06,7.126570805424395
resnet50_no_weights,CIFAR10,PTQ,fc.weight,0.0001176092991954647,13.224519859550266
resnet50_no_weights,CIFAR10,QAT,conv1.weight,0.017634859308600426,1.4921931989016446
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,0.011347079649567604,1.2339599595343111
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,0.0005519002443179488,3.457077666946799
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,0.00010649077012203634,13.810214307894316
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,0.001564181875437498,1.865780846828027
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,0.0007072447915561497,3.3387104770488545
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,0.00033203294151462615,3.8484226509373305
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,0.00012054930266458541,13.429377860370924
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,0.0005161029403097928,4.3015124875888935
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,0.00039242705679498613,1.8204344208124654
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,5.8128032833337784e-05,13.821087530525535
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,0.0010582467075437307,1.2871865585261435
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,0.0002867792791221291,1.8253895111857026
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,5.633364708046429e-05,13.63242139173603
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,0.0007645253790542483,2.036582779036988
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,0.0005604608450084925,0.2891515212776934
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,0.00028163098613731563,1.48170151634445
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,2.0768417016370222e-05,13.54101473193933
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,0.00010797356662806123,5.4808712757906575
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,5.071891791885719e-05,5.154777316305682
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,1.5904604879324324e-05,13.448894167624099
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,0.0001933341263793409,3.9228942015402413
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,4.818572415388189e-05,6.280836029841263
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,1.1774109225370921e-05,13.31177867468627
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,4.93480110890232e-05,6.842887004457062
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,9.887993655866012e-06,7.664302359804404
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,6.228005986486096e-06,12.007526384713499
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,1.9406235878705047e-05,6.726566644023828
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,1.3336470146896318e-05,8.70471477946347
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,1.3011351256864145e-05,5.580166645341263
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,5.3718267736257985e-06,11.734974518193084
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,1.0638425919751171e-05,9.564365109214476
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,1.5142218217079062e-05,4.502843414012721
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,4.959073066856945e-06,11.3045465544202
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,1.5889359929133207e-05,8.807413862020761
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,1.3589434274763335e-05,6.928313122833042
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,5.686950316885486e-06,12.030195646328128
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,1.4673290934297256e-05,8.956726605229903
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,1.805747888283804e-05,4.706389949611803
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,4.95286349178059e-06,11.459633900522421
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,1.4991191164881457e-05,8.783769378330007
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,2.337909427296836e-05,3.194526133127456
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,4.6267377911135554e-06,11.026627283123947
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,8.205916856240947e-06,8.906944959852872
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,7.621712938998826e-06,2.643195447043767
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,4.600954071065644e-06,7.3936829544464056
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,8.32606565381866e-06,5.659000242837198
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,7.413656931021251e-06,9.268808008827763
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,6.9399452513607685e-06,8.953601308266702
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,4.959245416102931e-06,10.298677342991478
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,7.674503649468534e-06,9.274709580762059
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,8.803299351711757e-06,3.4360196947867516
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,4.866464223596267e-06,7.1240677548709295
resnet50_no_weights,CIFAR10,QAT,fc.weight,0.00011854020704049617,13.190279666472815
