model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv1,12.178786668257835,0.33047449588775635,1.0085281246574596e-05,4.0247783847170355,81.14,81.32,-0.1799999999999926,0.1799999999999926
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv2,47.54096513206576,1.2170968055725098,8.253965966610445e-06,57.861956796071304,81.14,81.31,-0.1700000000000017,0.1700000000000017
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv3,28.2193337089422,0.883837103843689,1.3486283933161758e-05,24.941294177710063,81.14,81.14,0.0,0.0
resnet50_no_weights,CIFAR10,PTQ,layer2.0.downsample.0,42.88738417419987,1.1404244899749756,8.70074836711865e-06,48.90982322322273,81.14,81.16,-0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv1,9.31218185357152,0.38795205950737,5.919678642385406e-06,3.6126801286002292,81.14,81.16,-0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv2,8.090614245540793,0.9161348938941956,6.212937377212155e-06,7.4120940233773815,81.14,81.16,-0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv3,6.65798584141849,0.5546396970748901,8.463130143354647e-06,3.6927832502132585,81.14,81.13,0.010000000000005116,0.010000000000005116
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv1,14.291785590641329,0.4720326066017151,7.2026459747576155e-06,6.746188805343259,81.14,81.17,-0.030000000000001137,0.030000000000001137
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv2,7.572864364233954,1.1968717575073242,8.116806081185738e-06,9.063747480985278,81.14,81.23,-0.09000000000000341,0.09000000000000341
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv3,4.8570804202504325,0.4339180886745453,6.621064585488057e-06,2.1075750524936248,81.14,81.12,0.01999999999999602,0.01999999999999602
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv1,5.45340278457256,0.46149641275405884,7.0418764153146185e-06,2.5167258223832323,81.14,81.17,-0.030000000000001137,0.030000000000001137
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv2,1.2942432361694995,1.07125985622406,7.264945856554226e-06,1.3864708230979004,81.14,81.21,-0.06999999999999318,0.06999999999999318
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv3,1.9014451213250765,0.31691962480545044,4.835809704673011e-06,0.6026052744384974,81.14,81.17,-0.030000000000001137,0.030000000000001137
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv1,33.11396191525304,0.9882814288139343,7.539988928328967e-06,32.72591359529648,81.14,80.98,0.1599999999999966,0.1599999999999966
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv2,32.357302012257904,3.5562565326690674,6.029352031570549e-06,115.07086666063813,81.14,80.88,0.2600000000000051,0.2600000000000051
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv3,14.700664638356889,1.9464759826660156,7.425216608680785e-06,28.61449064778927,81.14,80.93,0.20999999999999375,0.20999999999999375
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0,50.48807143902025,3.3225982189178467,6.3373531702382024e-06,167.7515762398857,81.14,81.23,-0.09000000000000341,0.09000000000000341
