model,dataset,init,seed,n_seeds,layer,hessian_trace
resnet50_no_weights,CIFAR10,trained_fp32,,,conv1.weight,15.551486742960943
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.0.conv1.weight,1.2679649903015657
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.0.conv2.weight,1.3107644248267878
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.0.conv3.weight,0.949744392525066
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.0.downsample.0.weight,13.561083693253366
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.1.conv1.weight,0.7241747243837877
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.1.conv2.weight,0.8798534646630287
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.1.conv3.weight,1.1983976811170578
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.2.conv1.weight,2.566383387479517
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.2.conv2.weight,3.3201995979655874
resnet50_no_weights,CIFAR10,trained_fp32,,,layer1.2.conv3.weight,1.183842696249485
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.0.conv1.weight,6.426218099064297
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.0.conv2.weight,49.80632910132408
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.0.conv3.weight,26.038128471374513
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.0.downsample.0.weight,17.416111278533936
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.1.conv1.weight,3.961137056350708
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.1.conv2.weight,7.930938222191551
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.1.conv3.weight,7.80695378780365
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.2.conv1.weight,10.293886131710476
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.2.conv2.weight,10.232152418656783
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.2.conv3.weight,4.673591693242391
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.3.conv1.weight,4.721038997173309
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.3.conv2.weight,3.1194345235824583
resnet50_no_weights,CIFAR10,trained_fp32,,,layer2.3.conv3.weight,1.8570934608578682
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.0.conv1.weight,17.660550355911255
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.0.conv2.weight,25.187062295277915
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.0.conv3.weight,14.84006727309454
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.0.downsample.0.weight,40.24430230947641
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.1.conv1.weight,5.068454853693644
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.1.conv2.weight,13.343726336956024
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.1.conv3.weight,15.771489493052165
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.2.conv1.weight,15.84689978549355
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.2.conv2.weight,47.09361701176084
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.2.conv3.weight,24.721201302870263
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.3.conv1.weight,30.018028259277344
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.3.conv2.weight,53.48134925148704
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.3.conv3.weight,33.69209010784443
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.4.conv1.weight,28.058873857770646
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.4.conv2.weight,43.88887405395508
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.4.conv3.weight,16.913921966552735
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.5.conv1.weight,20.99046907424927
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.5.conv2.weight,19.56088110458019
resnet50_no_weights,CIFAR10,trained_fp32,,,layer3.5.conv3.weight,9.701375985756899
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.0.conv1.weight,31.91661968231201
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.0.conv2.weight,27.19955642406757
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.0.conv3.weight,18.808970147913154
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.0.downsample.0.weight,49.03743892762719
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.1.conv1.weight,47.61960352384127
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.1.conv2.weight,118.71719460738332
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.1.conv3.weight,26.381577610969543
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.2.conv1.weight,20.921675929316766
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.2.conv2.weight,14.340641339619955
resnet50_no_weights,CIFAR10,trained_fp32,,,layer4.2.conv3.weight,5.525079380382191
resnet50_no_weights,CIFAR10,trained_fp32,,,fc.weight,6.4394169869246305
resnet50_no_weights,CIFAR10,random,42,3,conv1.weight,136.30534773606522
resnet50_no_weights,CIFAR10,random,42,3,layer1.0.conv1.weight,26.33362383312649
resnet50_no_weights,CIFAR10,random,42,3,layer1.0.conv2.weight,249.06848409901494
resnet50_no_weights,CIFAR10,random,42,3,layer1.0.conv3.weight,108.01334190368652
resnet50_no_weights,CIFAR10,random,42,3,layer1.0.downsample.0.weight,137.69332972935268
