model,dataset,variant,probe_seed,canonical_layer,quantized_layer,weight_shape,hessian_trace,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,42,conv1,conv1,"(64, 3, 3, 3)",16.31987486566816,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,conv1,conv1,"(64, 3, 3, 3)",14.004885475590545,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,conv1,conv1,"(64, 3, 3, 3)",14.387773297049783,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",conv1,conv1,"(64, 3, 3, 3)",14.904177879436164,aggregate,3,1.2408864728794584
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer1.0.conv1,layer1.0.conv1,"(64, 64, 1, 1)",1.0601853759124362,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer1.0.conv1,layer1.0.conv1,"(64, 64, 1, 1)",1.030744868516922,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer1.0.conv1,layer1.0.conv1,"(64, 64, 1, 1)",1.1624078757383607,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer1.0.conv1,layer1.0.conv1,"(64, 64, 1, 1)",1.0844460400559064,aggregate,3,0.06910297921334392
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",1.2578046994331555,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",1.1538321801594325,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",1.2772355027820752,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",1.2296241274582211,aggregate,3,0.066352870971819
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer1.0.conv3,layer1.0.conv3,"(256, 64, 1, 1)",0.9016823465173894,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer1.0.conv3,layer1.0.conv3,"(256, 64, 1, 1)",0.9318593199315824,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer1.0.conv3,layer1.0.conv3,"(256, 64, 1, 1)",0.8958405137062073,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer1.0.conv3,layer1.0.conv3,"(256, 64, 1, 1)",0.9097940600517264,aggregate,3,0.019331024877709914
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer1.0.downsample.0,layer1.0.downsample.0,"(256, 64, 1, 1)",12.209556372960408,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer1.0.downsample.0,layer1.0.downsample.0,"(256, 64, 1, 1)",11.971403560122928,43,3,
