model,dataset,stage,layer,trace
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3.weight,17.10835893337543
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1.weight,19.67919397354126
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2.weight,5.901556742191315
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3.weight,10.455069482326508
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,46.47312034606934
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,16.18228612627302
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,16.898895190312313
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,43.625966776972234
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,63.81250133514404
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,129.20492613943
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,32.58014332164418
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,56.92533762795585
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,8.9078175170081
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,7.349138621127967
resnet50_no_weights,CIFAR10,PTQ,fc.weight,5.761498814043791
resnet50_no_weights,CIFAR10,QAT,conv1.weight,95.71697128520293
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,0.8392232763767242
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,1.716077070683241
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,0.5299489451082129
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,4.749593190352122
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,0.832201382943562
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,2.3450409749458574
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,0.6027107149362564
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,3.2997868748811574
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,2.4965360532415675
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,0.8585381700020087
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,4.5933257007598876
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,22.237929223075746
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,10.735728979110718
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,18.675408620100754
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,4.503405046463013
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,3.720144884926932
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,3.0366538726922236
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,4.460025045929886
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,2.9034054486647896
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,1.87583302162789
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,1.6886156092990527
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,0.7309583906943982
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,0.9956745138535132
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,14.846673607826233
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,19.611971139907837
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,8.62507595799186
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,27.34396896362305
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,5.794885948300362
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,8.866094946861267
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,8.77361195087433
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,10.691050171852112
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,20.066171073913573
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,14.400055249532064
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,21.35265313125238
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,28.270731203483813
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,16.674551163950273
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,23.957164662224905
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,12.15507868358067
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,8.267332792282104
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,16.703530532973154
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,3.703278765958898
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,5.581666000427738
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,32.75414246779222
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,10.226136729830788
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,11.21009075641632
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,27.08755329677037
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,32.66439115084135
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,75.23440581101637
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,17.621716777483623
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,38.06295161777072
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,6.213948136881778
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,4.31851753734407
resnet50_no_weights,CIFAR10,QAT,fc.weight,5.011555660854686
