model,dataset,variant,layer,layer_type,numel,trace_raw,trace_per_param,elev_raw,elev_per_param,raw_vs_numel_slope,raw_vs_numel_r2,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,conv,1728,16.31987486566816,0.00944437202874315,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,conv,1728,14.004885475590545,0.008104679094670454,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,conv,1728,14.387773297049783,0.008326257695051957,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,conv,1728,14.904177879436164,0.00862510293948852,0.963615101532708,123.27875511024833,0.5255518646294199,0.5022569515046911,aggregate,3,1.2408864728794584
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,conv,4096,1.0601853759124362,0.0002588343202911221,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,conv,4096,1.030744868516922,0.00025164669641526417,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,conv,4096,1.1624078757383607,0.0002837909852876857,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,conv,4096,1.0844460400559064,0.000264757333998024,0.07011380228070306,3.7841814492616543,0.5255518646294199,0.5022569515046911,aggregate,3,0.06910297921334392
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,conv,36864,1.2578046994331555,3.412013616083864e-05,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,conv,36864,1.1538321801594325,3.129970106769294e-05,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,conv,36864,1.2772355027820752,3.464723043571167e-05,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,conv,36864,1.2296241274582211,3.335568922141442e-05,0.07950015009298496,0.4767534801508291,0.5255518646294199,0.5022569515046911,aggregate,3,0.066352870971819
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,conv,16384,0.9016823465173894,5.503432290755551e-05,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,conv,16384,0.9318593199315824,5.6876179195042874e-05,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,conv,16384,0.8958405137062073,5.467776572913863e-05,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,conv,16384,0.9097940600517264,5.5529422610579e-05,0.05882184865494673,0.7936830597211408,0.5255518646294199,0.5022569515046911,aggregate,3,0.019331024877709914
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,conv,16384,12.209556372960408,0.0007452121809668218,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,conv,16384,11.971403560122928,0.0007306764868239092,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,conv,16384,11.368551254272461,0.0006938813021406531,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,conv,16384,11.849837062451932,0.0007232566566437947,0.766139671469933,10.337520709235124,0.5255518646294199,0.5022569515046911,aggregate,3,0.43348150183349954
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,conv,16384,1.0701999153409685,6.531981905157278e-05,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,conv,16384,0.7532343707374625,4.597377751083145e-05,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,conv,16384,1.01344793726658,6.18559532023059e-05,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,conv,16384,0.9456274077816703,5.7716516588236714e-05,0.0611386188445114,0.8249432342102296,0.5255518646294199,0.5022569515046911,aggregate,3,0.169016292945856
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,conv,36864,1.0868429938952129,2.9482503089605385e-05,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,conv,36864,0.9370763758818309,2.541982356450279e-05,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,conv,36864,0.9865060034005538,2.6760688026273705e-05,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,conv,36864,1.0034751243925326,2.722100489346063e-05,0.06487870660824656,0.3890703241061614,0.5255518646294199,0.5022569515046911,aggregate,3,0.07631168500447279
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,conv,16384,1.2753376473510076,7.784043257757615e-05,,,,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,conv,16384,1.3256979801438071,8.091418335838667e-05,,,,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,conv,16384,1.4163656598991818,8.644809935908092e-05,,,,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,conv,16384,1.3391337624646655,8.173423843168125e-05,0.08658038886288998,1.1682289747071013,0.5255518646294199,0.5022569515046911,aggregate,3,0.07146758192182043
