model,dataset,spike_layer,descriptor,spearman_vs_residual,partial_corr_controlling_numel,spike_A_share,spike_G_share,resolution_contrast_ratio,hypothesis_supported
resnet50_no_weights,CIFAR10,conv1,output_map,-0.1521655780881672,-0.35246820677528956,1.7720228550069879,-0.7720228550069879,nan,undetermined
resnet50_no_weights,CIFAR10,conv1,fan_in,0.10691957723818689,0.04478771862454854,1.7720228550069879,-0.7720228550069879,nan,undetermined
resnet50_no_weights,CIFAR10,conv1,tr_A_prev,0.39859726703002546,0.4034355656661798,1.7720228550069879,-0.7720228550069879,nan,undetermined
resnet50_no_weights,CIFAR10,fc,output_map,-0.1521655780881672,-0.35246820677528956,0.0775539080135611,0.9224460919864389,nan,undetermined
resnet50_no_weights,CIFAR10,fc,fan_in,0.10691957723818689,0.04478771862454854,0.0775539080135611,0.9224460919864389,nan,undetermined
resnet50_no_weights,CIFAR10,fc,tr_A_prev,0.39859726703002546,0.4034355656661798,0.0775539080135611,0.9224460919864389,nan,undetermined
resnet18_no_weights,CIFAR10,layer1.1.conv1,output_map,0.5068469109507983,0.3160354271311825,-0.6485295217974889,1.648529521797489,nan,undetermined
resnet18_no_weights,CIFAR10,layer1.1.conv1,fan_in,0.00592947650099095,-0.5029368231734688,-0.6485295217974889,1.648529521797489,nan,undetermined
resnet18_no_weights,CIFAR10,layer1.1.conv1,tr_A_prev,0.11298701298701298,0.07566656630358835,-0.6485295217974889,1.648529521797489,nan,undetermined
cnn,CIFAR10,conv1,output_map,0.5797710356524485,0.30204202371920674,16.5509699616171,-15.550969961617099,nan,undetermined
cnn,CIFAR10,conv1,fan_in,-0.28988551782622424,-0.7420659572714288,16.5509699616171,-15.550969961617099,nan,undetermined
cnn,CIFAR10,conv1,tr_A_prev,0.48571428571428577,0.6477064453599177,16.5509699616171,-15.550969961617099,nan,undetermined
cnn,CIFAR10,conv2,output_map,0.5797710356524485,0.30204202371920674,-5.009475883136984,6.009475883136984,nan,undetermined
cnn,CIFAR10,conv2,fan_in,-0.28988551782622424,-0.7420659572714288,-5.009475883136984,6.009475883136984,nan,undetermined
cnn,CIFAR10,conv2,tr_A_prev,0.48571428571428577,0.6477064453599177,-5.009475883136984,6.009475883136984,nan,undetermined
