model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",16.31987486566816,0.00944437202874315,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",14.004885475590545,0.008104679094670454,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",14.387773297049783,0.008326257695051957,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",14.904177879436164,0.00862510293948852,"42,43,44",aggregate,3,1.2408864728794584
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",1.0601853759124362,0.0002588343202911221,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",1.030744868516922,0.00025164669641526417,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",1.1624078757383607,0.0002837909852876857,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",1.0844460400559064,0.000264757333998024,"42,43,44",aggregate,3,0.06910297921334392
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",1.2578046994331555,3.412013616083864e-05,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",1.1538321801594325,3.129970106769294e-05,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",1.2772355027820752,3.464723043571167e-05,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",1.2296241274582211,3.335568922141442e-05,"42,43,44",aggregate,3,0.066352870971819
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",0.9016823465173894,5.503432290755551e-05,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",0.9318593199315824,5.6876179195042874e-05,43,43,3,
