model,dataset,n_seeds,spearman_profile_rho,spearman_p,spike_layer,elev_random,elev_trained,verdict,bn_mode
resnet50_no_weights,CIFAR10,3,0.6020583190394511,1.4654611374075378e-06,layer4.1.conv2.weight,38.79105222603589,7.812512288425033,architectural,default
resnet18_no_weights,CIFAR10,3,0.09090909090909091,0.6951310760397714,layer3.0.conv2.weight,3.2504381796101023,1.9812356429516802,architectural,default
cnn,CIFAR10,3,-0.6,0.208,conv3.weight,0.5181904752407023,3.022719998080914,learned,default
cnn,CIFAR10,3,-0.3142857142857143,0.5440932944606415,conv3.weight,0.7084289345894864,3.022719998080914,learned,populated
