model,dataset,stage,fp32_acc,weights_only_acc,activations_only_acc,full_acc,weight_loss_pts,activation_loss_pts,total_loss_pts,dominant_source
cnn,CIFAR10,PTQ,81.3,71.06,81.37,71.05,10.239999999999995,-0.07000000000000739,10.25,weight
cnn,CIFAR10,QAT,81.3,84.52,78.19,84.45,-3.219999999999999,3.1099999999999994,-3.1500000000000057,activation
resnet18_no_weights,CIFAR10,PTQ,84.18,82.77,84.09,82.78,1.4100000000000108,0.09000000000000341,1.4000000000000057,weight
resnet18_no_weights,CIFAR10,QAT,84.18,90.54,89.66,90.58,-6.359999999999999,-5.47999999999999,-6.3999999999999915,activation
resnet50_no_weights,CIFAR10,PTQ,81.14,79.24,81.37,79.53,1.9000000000000057,-0.23000000000000398,1.6099999999999994,weight
resnet50_no_weights,CIFAR10,QAT,81.14,86.64,84.86,86.66,-5.5,-3.719999999999999,-5.519999999999996,activation
