model,dataset,init,seed,n_seeds,layer,hessian_trace
cnn,CIFAR10,random,42,3,conv1.weight,0.4178646594285965
cnn,CIFAR10,random,42,3,conv2.weight,3.9502197692268775
cnn,CIFAR10,random,42,3,conv3.weight,5.5361452931943145
cnn,CIFAR10,random,42,3,conv4.weight,11.92635202407837
cnn,CIFAR10,random,42,3,fc1.weight,12.32406591114245
cnn,CIFAR10,random,42,3,fc2.weight,12.918810123982636
cnn,CIFAR10,random,43,3,conv1.weight,0.3580056205391884
cnn,CIFAR10,random,43,3,conv2.weight,3.7706281079186335
cnn,CIFAR10,random,43,3,conv3.weight,5.972102642059326
cnn,CIFAR10,random,43,3,conv4.weight,13.558822285045277
cnn,CIFAR10,random,43,3,fc1.weight,9.762118085225422
cnn,CIFAR10,random,43,3,fc2.weight,11.746004402637482
cnn,CIFAR10,random,44,3,conv1.weight,0.4647640695697383
cnn,CIFAR10,random,44,3,conv2.weight,3.665536726674726
cnn,CIFAR10,random,44,3,conv3.weight,6.498256901332311
cnn,CIFAR10,random,44,3,conv4.weight,11.389226171705458
cnn,CIFAR10,random,44,3,fc1.weight,10.742346150534493
cnn,CIFAR10,random,44,3,fc2.weight,11.806105511529106
