model,dataset,stage,backend,num_threads,fp32_acc,int8_acc,acc_delta,fp32_size_mb,int8_size_mb,size_reduction_x,conv_quantized,linear_quantized,eval_subset_batches
cnn,CIFAR10,PTQ,fbgemm,16,66.22,65.51,-0.7099999999999937,5.528807640075684,1.419846534729004,3.8939473420843527,True,True,
cnn,CIFAR10,QAT,fbgemm,16,85.3,85.27,-0.030000000000001137,5.528807640075684,1.419846534729004,3.8939473420843527,True,True,
resnet18_no_weights,CIFAR10,PTQ,fbgemm,16,82.43,81.81,-0.6200000000000045,42.62131214141846,10.783049583435059,3.952621362967059,True,True,
resnet18_no_weights,CIFAR10,QAT,fbgemm,16,90.54,90.58,0.03999999999999204,42.62131214141846,10.783049583435059,3.952621362967059,True,True,
resnet50_no_weights,CIFAR10,PTQ,fbgemm,16,75.46,23.19,-52.269999999999996,89.85062313079834,22.995654106140137,3.907287121126381,True,True,
resnet50_no_weights,CIFAR10,QAT,fbgemm,16,84.44,83.78,-0.6599999999999966,89.85062313079834,22.995654106140137,3.907287121126381,True,True,
