model,dataset,stage,layer,eigenvalue
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,9.548221111297607
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,1.2263910293579101
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,0.3404864877462387
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,0.39702961444854734
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,0.1454831875860691
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,0.04443727508187294
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,0.13901608884334565
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,0.7431044459342957
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,0.17080161571502686
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,0.43672356605529783
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,4.928922891616821
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,0.15926533490419387
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,0.3377683639526367
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,0.5767158567905426
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,0.7953779816627502
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,1.2474729537963867
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,0.5201343297958374
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,0.7554427981376648
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,0.2224831461906433
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,0.6746040225028992
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,1.0067057371139527
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,1.0667032718658447
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,0.306695693731308
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,5.346941757202148
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,0.7581818222999572
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,3.6478654384613036
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,0.9882702827453613
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,0.45162607729434967
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,2.135618782043457
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,0.7533287763595581
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,1.9558847427368165
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,1.491585636138916
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,0.6976475238800048
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,3.297066402435303
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,8.078747940063476
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,1.5799500107765199
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,1.7503520727157593
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,2.4147010326385496
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,0.5909375429153443
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,5.543797302246094
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,3.045022439956665
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,2.4861298561096192
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,8.66851511001587
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,3.2716504096984864
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,4.185008430480957
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,2.1666829109191896
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,2.653698444366455
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,0.9636560440063476
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,0.7155362486839294
resnet50_no_weights,IMAGENET100,FP32,fc.weight,0.7244809627532959
cnn,CIFAR10,FP32,conv1.weight,4.652293539047241
cnn,CIFAR10,FP32,conv2.weight,49.2121021270752
cnn,CIFAR10,FP32,conv3.weight,22.998982238769532
cnn,CIFAR10,FP32,conv4.weight,5.873762893676758
cnn,CIFAR10,FP32,fc1.weight,0.674270761013031
cnn,CIFAR10,FP32,fc2.weight,0.7579632997512817
resnet18_no_weights,CIFAR10,FP32,conv1.weight,1.5913617014884949
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,26.980639266967774
resnet18_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,15.138975906372071
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,30.832229232788087
resnet18_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,14.610615348815918
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,23.25177574157715
resnet18_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,12.485312366485596
resnet18_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,9.145027446746827
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,9.686395072937012
resnet18_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,5.462612247467041
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,7.938681030273438
resnet18_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,5.536157464981079
resnet18_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,3.653500032424927
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,2.596721720695496
resnet18_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,2.3902965545654298
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,2.5328408241271974
resnet18_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,1.435200035572052
resnet18_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,1.3760715484619142
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,0.838083815574646
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,0.9007781386375427
resnet18_no_weights,CIFAR10,FP32,fc.weight,1.4017513751983643
resnet50_no_weights,CIFAR10,FP32,conv1.weight,3.9385529518127442
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,4.738294315338135
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,4.018052053451538
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv3.weight,2.532328462600708
resnet50_no_weights,CIFAR10,FP32,layer1.0.downsample.0.weight,6.864608097076416
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,0.6495570659637451
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,0.7329890489578247
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv3.weight,1.633252000808716
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv1.weight,3.131875514984131
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv2.weight,1.9218098402023316
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv3.weight,1.8797622203826905
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,9.191224479675293
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,9.821646404266357
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv3.weight,6.210394477844238
resnet50_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,9.85504150390625
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,0.3600918114185333
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,0.519225937128067
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv3.weight,1.3581952691078185
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv1.weight,10.096786880493164
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv2.weight,7.639768981933594
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv3.weight,3.878426504135132
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv1.weight,1.3880990743637085
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv2.weight,2.1157891273498537
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv3.weight,2.353450632095337
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,6.96366024017334
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,3.404961681365967
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv3.weight,1.3498636722564696
resnet50_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,6.722491359710693
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,0.039094434678554536
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,0.15839465111494064
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv3.weight,0.6773234724998474
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv1.weight,0.7543794214725494
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv2.weight,0.8948460817337036
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv3.weight,1.4783258199691773
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv1.weight,0.9454537868499756
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv2.weight,0.951003623008728
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv3.weight,1.0535136222839356
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv1.weight,2.3899868726730347
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv2.weight,2.053666353225708
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv3.weight,0.9715561151504517
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv1.weight,2.633349800109863
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv2.weight,3.7212286472320555
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv3.weight,0.9192721724510193
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,0.6233528435230256
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,0.7430867433547974
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv3.weight,1.4558552265167237
resnet50_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,4.251680660247803
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,4.881934928894043
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,5.919960689544678
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv3.weight,2.8912346839904783
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv1.weight,0.500468122959137
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv2.weight,0.4132447600364685
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv3.weight,0.23313336372375487
resnet50_no_weights,CIFAR10,FP32,fc.weight,0.6254374206066131
