model,dataset,stage,batch,fp32_latency_ms,int8_latency_ms,fp32_throughput_ips,int8_throughput_ips,speedup_x
cnn,CIFAR10,PTQ,1,0.2896419996432087,0.182013000085135,3452.5379649078363,5494.113055288682,1.5913258915996724
cnn,CIFAR10,PTQ,8,0.6951029999981984,0.30980199971963884,11509.08570387516,25822.94500112895,2.2437008173841515
cnn,CIFAR10,PTQ,32,1.6982874994937447,0.6570479995389178,18842.510475722822,48702.6823344047,2.584723643760448
cnn,CIFAR10,PTQ,64,3.1393730000672804,1.0750339997684932,20386.236359498667,59533.00082953869,2.9202546158943243
cnn,CIFAR10,PTQ,128,7.9664740001135215,1.9332500000928121,16067.334180488886,66209.75041709811,4.120767619154824
cnn,CIFAR10,QAT,1,0.27932700049859704,0.18399800046609016,3580.0334311219676,5434.841669294632,1.5180980216688578
cnn,CIFAR10,QAT,8,0.7270030000654515,0.3114164996986801,11004.081137601586,25689.069165380213,2.3345037940150375
cnn,CIFAR10,QAT,32,1.725507499941159,0.6592684999304765,18545.26856654707,48538.64548871147,2.6173061508673983
cnn,CIFAR10,QAT,64,3.0864540003676666,1.0791789995892032,20735.769913426913,59304.34156369058,2.8600019102878638
cnn,CIFAR10,QAT,128,7.41329999982554,1.926744999764196,17266.26468684827,66433.28516003168,3.847577131759944
resnet18_no_weights,CIFAR10,PTQ,1,3.5608190000857576,0.9865799997896829,280.8342687387133,1013.6025463856737,3.6092552057054124
resnet18_no_weights,CIFAR10,PTQ,8,9.211231500103167,3.070823999678396,868.504933342561,2605.1639562664063,2.9995960371118144
resnet18_no_weights,CIFAR10,PTQ,32,31.31631699989157,9.948218999852543,1021.831526360868,3216.6561673475744,3.1479320067597785
resnet18_no_weights,CIFAR10,PTQ,64,66.62233399993056,19.314949000090564,960.6388152067249,3313.4956763126797,3.44926274460358
resnet18_no_weights,CIFAR10,PTQ,128,150.62997350014484,37.23311749945424,849.7644726723457,3437.7996954425375,4.045591226744652
resnet18_no_weights,CIFAR10,QAT,1,3.611851499954355,0.9850420001384919,276.8663108138963,1015.1851391711268,3.666697967646605
resnet18_no_weights,CIFAR10,QAT,8,9.70165350008756,3.076150499509822,824.6017031970682,2600.652991872401,3.153829275139008
resnet18_no_weights,CIFAR10,QAT,32,30.697982500896615,10.012340499088168,1042.4137807448863,3196.0559074987777,3.0660146350088975
resnet18_no_weights,CIFAR10,QAT,64,68.73913950039423,19.456975500361295,931.0561706934511,3289.308762238591,3.5328789666779308
resnet18_no_weights,CIFAR10,QAT,128,166.77639249974163,38.10980899925198,767.4947160174261,3358.715337631642,4.376206464404351
resnet50_no_weights,CIFAR10,PTQ,1,12.44359349948354,3.012813999703212,80.36263801461403,331.9156111524006,4.130222941313118
resnet50_no_weights,CIFAR10,PTQ,8,31.688413499978196,11.263358499491005,252.45820526816544,710.2677234646773,2.8134071646046075
resnet50_no_weights,CIFAR10,PTQ,32,144.37044100031926,27.142695499605907,221.65202085882134,1178.9543894218102,5.318942660002778
resnet50_no_weights,CIFAR10,PTQ,64,366.0318600004757,65.21297049948771,174.84816758824442,981.399858184696,5.612868992117927
resnet50_no_weights,CIFAR10,PTQ,128,874.082115499732,153.15767799984314,146.43933073361143,835.7400142886149,5.707073435134132
resnet50_no_weights,CIFAR10,QAT,1,11.74891150003532,2.5391714998477255,85.114267819363,393.8292470831412,4.627064970105368
resnet50_no_weights,CIFAR10,QAT,8,26.665100500395056,8.313298500070232,300.01762040542377,962.313575042736,3.207523523926127
resnet50_no_weights,CIFAR10,QAT,32,147.73033850087813,32.742094000241195,216.61088930497365,977.3351698203625,4.51193923332423
resnet50_no_weights,CIFAR10,QAT,64,342.334383499292,68.66023050042713,186.95171471180123,932.126203677715,4.985919519992907
resnet50_no_weights,CIFAR10,QAT,128,781.3884444994983,155.08957499969256,163.81097122825724,825.3294910393155,5.038304118771666
