model,dataset,stage,layer,trace
cnn,IMAGENET100,FP32,conv1.weight,109.14875272115071
cnn,IMAGENET100,FP32,conv2.weight,349.8377220517113
cnn,IMAGENET100,FP32,conv3.weight,645.1443501790365
cnn,IMAGENET100,FP32,conv4.weight,97.68129168058697
cnn,IMAGENET100,FP32,fc1.weight,77.11088129679362
cnn,IMAGENET100,FP32,fc2.weight,55.469643115997314
cnn,IMAGENET100,PTQ,conv1.weight,943.077370779855
cnn,IMAGENET100,PTQ,conv2.weight,2894.7999267578125
cnn,IMAGENET100,PTQ,conv3.weight,1545.4345987955728
cnn,IMAGENET100,PTQ,conv4.weight,16.397902443295433
cnn,IMAGENET100,PTQ,fc1.weight,262.2319651285807
cnn,IMAGENET100,PTQ,fc2.weight,223.66997175950272
cnn,IMAGENET100,QAT,conv1.weight,121.08225814819336
cnn,IMAGENET100,QAT,conv2.weight,905.6496405350534
cnn,IMAGENET100,QAT,conv3.weight,585.3174351283482
cnn,IMAGENET100,QAT,conv4.weight,6.42827361424764
cnn,IMAGENET100,QAT,fc1.weight,71.3229808807373
cnn,IMAGENET100,QAT,fc2.weight,57.72212711970011
resnet18_no_weights,IMAGENET100,FP32,conv1.weight,52.61525561014811
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,136.15631799136892
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,58.300401878356936
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,64.12858081999279
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,56.41973853111267
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,210.01246770222983
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,142.8198411361031
resnet18_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,99.6105941772461
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,99.29089632901278
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,81.7872330347697
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,269.434572660006
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,214.6989688873291
