model,dataset,stage,layer,eigenvalue
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,16.51474380493164
resnet50_no_weights,IMAGENET100,FP32,fc.weight,3.342634677886963
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,1968.1763916015625
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,21.718143463134766
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,16.67721939086914
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,19.23819351196289
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,21.583229064941406
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,6.597530364990234
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,2.267502546310425
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,3.231158494949341
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,4.307390213012695
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,1.188454270362854
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,1.9321562051773071
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,2.820744514465332
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,3.880204200744629
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,6.112710952758789
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,12.77314567565918
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,4.673405647277832
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,2.2881312370300293
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,3.579472780227661
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,2.4466376304626465
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,3.0701565742492676
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,4.327089786529541
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,7.953179836273193
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,3.5368223190307617
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,4.137472629547119
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,22.471481323242188
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,12.342077255249023
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,22.901403427124023
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,40.6551399230957
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,4.152717590332031
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,3.4689507484436035
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,12.540674209594727
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,3.0583534240722656
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,2.6864023208618164
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,11.933610916137695
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,2.0852413177490234
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,5.591217041015625
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,19.66759490966797
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,2.0278480052948
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,2.3629817962646484
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,12.650586128234863
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,2.7008590698242188
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,2.6346917152404785
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,15.059256553649902
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,20.597049713134766
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,14.550951957702637
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,79.1930160522461
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,21.156404495239258
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,5.257318496704102
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,11.089471817016602
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,43.58738708496094
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,11.016618728637695
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,19.003713607788086
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,21.515172958374023
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,3.6134519577026367
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,753.491455078125
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,16.41652488708496
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,23.812713623046875
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,25.771343231201172
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,24.503623962402344
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,8.206197738647461
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,2.7781598567962646
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,2.2133498191833496
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,1.8438637256622314
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,0.5591685175895691
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,1.3158695697784424
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,1.5390955209732056
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,7.643856048583984
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,6.662732124328613
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,13.341253280639648
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,1.717915415763855
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,1.5352954864501953
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,3.797515630722046
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,2.3925297260284424
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,3.715529441833496
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,6.342440605163574
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,3.159107208251953
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,2.8044023513793945
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,3.5423693656921387
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,20.914608001708984
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,11.728952407836914
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,19.920255661010742
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,28.912975311279297
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,2.371575355529785
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,2.482090473175049
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,6.993993759155273
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,2.389089584350586
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,3.4759702682495117
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,8.06560230255127
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,1.3856511116027832
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,1.9280948638916016
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,7.423501014709473
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,2.0170199871063232
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,1.4490541219711304
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,7.083470344543457
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,1.8967726230621338
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,2.0235886573791504
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,9.843486785888672
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,13.908319473266602
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,11.285721778869629
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,48.65766143798828
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,12.758852005004883
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,4.209305763244629
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,11.74677848815918
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,64.50447082519531
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,7.295672416687012
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,10.930380821228027
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,11.943181991577148
resnet50_no_weights,IMAGENET100,QAT,fc.weight,2.8420534133911133
