epoch,total_s,train_s,val_s
1,9.526,8.475,1.051
2,9.175,8.214,0.961
3,9.513,8.548,0.965
4,9.267,8.298,0.969
5,9.224,8.236,0.988
6,9.176,8.208,0.968
7,9.22,8.247,0.973
8,9.218,8.247,0.971
9,9.258,8.272,0.987
10,9.293,8.322,0.971
11,9.262,8.291,0.971
12,9.254,8.262,0.992
13,9.306,8.331,0.975
14,9.318,8.333,0.985
15,9.312,8.345,0.967
16,9.211,8.251,0.961
17,9.243,8.263,0.98
18,9.25,8.262,0.988
19,9.318,8.346,0.971
20,9.211,8.212,0.998
