model,dataset,stage,backend,num_threads,fp32_acc,int8_acc,acc_delta,fp32_size_mb,int8_size_mb,size_reduction_x,conv_quantized,linear_quantized,eval_subset_batches
cnn,CIFAR10,PTQ,fbgemm,16,71.06,70.84,-0.21999999999999886,5.528807640075684,1.419846534729004,3.8939473420843527,True,True,
cnn,CIFAR10,QAT,fbgemm,16,84.52,84.48,-0.03999999999999204,5.528807640075684,1.419846534729004,3.8939473420843527,True,True,
resnet18_no_weights,CIFAR10,PTQ,fbgemm,16,82.77,82.6,-0.1700000000000017,42.62131214141846,10.783049583435059,3.952621362967059,True,True,
resnet18_no_weights,CIFAR10,QAT,fbgemm,16,90.54,90.45,-0.09000000000000341,42.62131214141846,10.783049583435059,3.952621362967059,True,True,
resnet50_no_weights,CIFAR10,PTQ,fbgemm,16,79.24,73.05,-6.189999999999998,89.85062313079834,22.995654106140137,3.907287121126381,True,True,
resnet50_no_weights,CIFAR10,QAT,fbgemm,16,86.64,86.26,-0.37999999999999545,89.85062313079834,22.995654106140137,3.907287121126381,True,True,
