model,dataset,stage,batch,fp32_latency_ms,int8_latency_ms,fp32_throughput_ips,int8_throughput_ips,speedup_x
cnn,CIFAR10,PTQ,1,0.29859249843866564,0.18786099826684222,3349.0459580497854,5323.084670185646,1.5894331510712925
cnn,CIFAR10,PTQ,8,0.7103429998096544,0.31059200046001934,11262.164900820735,25757.26351017142,2.287061478587864
cnn,CIFAR10,PTQ,32,1.7837970008258708,0.6805679986428004,17939.261017472552,47019.54847100497,2.6210415482114167
cnn,CIFAR10,PTQ,64,3.5805730003630742,1.1334074988553766,17874.23409423864,56466.89303241184,3.159122384472557
cnn,CIFAR10,PTQ,128,9.777853003470227,2.033696000580676,13090.808376294051,62939.59370695153,4.807922620036811
cnn,CIFAR10,QAT,1,0.2825484989443794,0.18805549916578457,3539.2154045626457,5317.579142519132,1.5024740047367207
cnn,CIFAR10,QAT,8,0.7150270030251704,0.31336800020653754,11188.388642880924,25529.090381683145,2.2817486231967004
cnn,CIFAR10,QAT,32,1.868934999947669,0.6694840012642089,17122.05079411323,47798.0055379566,2.7916051711743624
cnn,CIFAR10,QAT,64,3.581018499971833,1.1015435011358932,17872.010435160668,58100.292847267745,3.2509097428101086
cnn,CIFAR10,QAT,128,8.77636299628648,2.0007759994769003,14584.629197101387,63975.17764780535,4.386479545226975
resnet18_no_weights,CIFAR10,PTQ,1,6.4614755028742366,1.0734100033005234,154.76341271512572,931.6104721636633,6.0195782441066115
resnet18_no_weights,CIFAR10,PTQ,8,12.225637499795994,3.9805179985705763,654.3626048239606,2009.7886764669422,3.0713684762099507
resnet18_no_weights,CIFAR10,PTQ,32,39.67115649720654,12.825050500396173,806.6313872713364,2495.116880749242,3.093255382969531
resnet18_no_weights,CIFAR10,PTQ,64,75.28521499989438,21.70714300154941,850.1005144249078,2948.338249553698,3.468223109532225
resnet18_no_weights,CIFAR10,PTQ,128,189.83539850160014,43.777671504358295,674.2683451575607,2923.8649658937875,4.336352116916521
resnet18_no_weights,CIFAR10,QAT,1,4.964124000252923,1.44936950164265,201.44541110356022,689.9551831790617,3.425023083918082
resnet18_no_weights,CIFAR10,QAT,8,20.081567505258135,10.763076999865007,398.37527612848396,743.2818700544777,1.8657831311166875
resnet18_no_weights,CIFAR10,QAT,32,39.66904200206045,13.866757999494439,806.6743834735885,2307.6771081724128,2.8607293791026516
resnet18_no_weights,CIFAR10,QAT,64,115.78523250136641,23.140598997997586,552.7475189829992,2765.7019598126253,5.0035538194748375
resnet18_no_weights,CIFAR10,QAT,128,203.99953550077043,50.47734150139149,627.4524090743167,2535.7912321208805,4.041408074059266
resnet50_no_weights,CIFAR10,PTQ,1,10.283437499310821,2.9943249974166974,97.24374753743759,333.96508423859564,3.4343090707196717
resnet50_no_weights,CIFAR10,PTQ,8,29.445899996062508,9.165818497422151,271.6846827935216,872.8080315194946,3.2125772514854014
resnet50_no_weights,CIFAR10,PTQ,32,149.7534939990146,36.014591500133974,213.68449673842377,888.5287509058921,4.158133905210546
resnet50_no_weights,CIFAR10,PTQ,64,334.99621900045895,67.3296749992005,191.0469323831751,950.5466943180694,4.975461696561536
resnet50_no_weights,CIFAR10,PTQ,128,738.7400705010805,141.7825954995351,173.2679803238219,902.7906390697983,5.2103720340167055
resnet50_no_weights,CIFAR10,QAT,1,10.433611496409867,2.7804799974546768,95.8440900683424,359.6501326804817,3.7524497590204082
resnet50_no_weights,CIFAR10,QAT,8,29.730045000178507,9.134462001384236,269.0880555327772,875.8041796865191,3.2547122091780794
resnet50_no_weights,CIFAR10,QAT,32,147.51092200458515,35.77329949985142,216.93308919189948,894.5219045319794,4.123492215337806
resnet50_no_weights,CIFAR10,QAT,64,338.1398684978194,66.92378349907813,189.27078987851655,956.3117423102894,5.052611356058153
resnet50_no_weights,CIFAR10,QAT,128,734.2418820007879,142.046091001248,174.32947253186336,901.1159624158571,5.169039688634142
