model,dataset,variant,probe_seed,canonical_layer,quantized_layer,weight_shape,hessian_trace
resnet50_no_weights,CIFAR10,qat,20260811,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",10.354400491714477
resnet50_no_weights,CIFAR10,qat,20260811,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",28.327219755753227
resnet50_no_weights,CIFAR10,qat,20260811,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",11.880077372206019
resnet50_no_weights,CIFAR10,qat,20260811,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",9.609976308099155
resnet50_no_weights,CIFAR10,qat,20260811,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",34.443538308143616
resnet50_no_weights,CIFAR10,qat,20260811,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",5.2541643597862935
resnet50_no_weights,CIFAR10,qat,20260811,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",4.830586258570353
resnet50_no_weights,CIFAR10,qat,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",30.858511307660272
resnet50_no_weights,CIFAR10,qat,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",9.120237434611601
resnet50_no_weights,CIFAR10,qat,20260811,layer4.0.conv3,layer4.0.conv3,"(2048, 512, 1, 1)",7.950583145022392
resnet50_no_weights,CIFAR10,qat,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(2048, 1024, 1, 1)",65.38927327031675
resnet50_no_weights,CIFAR10,qat,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 2048, 1, 1)",27.134596475740757
resnet50_no_weights,CIFAR10,qat,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",77.13106883655895
resnet50_no_weights,CIFAR10,qat,20260811,layer4.1.conv3,layer4.1.conv3,"(2048, 512, 1, 1)",17.313186645507812
resnet50_no_weights,CIFAR10,qat,20260811,layer4.2.conv1,layer4.2.conv1,"(512, 2048, 1, 1)",31.995444893836975
resnet50_no_weights,CIFAR10,qat,20260811,layer4.2.conv2,layer4.2.conv2,"(512, 512, 3, 3)",8.869179129600525
resnet50_no_weights,CIFAR10,qat,20260811,layer4.2.conv3,layer4.2.conv3,"(2048, 512, 1, 1)",4.972907670906612
resnet50_no_weights,CIFAR10,qat,20260811,fc,fc,"(10, 2048)",5.3689450496851014
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,conv1,conv1,"(64, 3, 3, 3)",182.20724868774414
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 1, 1)",2.9583099303038223
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",4.116869779995509
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.conv3,layer1.0.conv3,"(256, 64, 1, 1)",1.7015605370203655
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.downsample.0,layer1.0.downsample.0,"(256, 64, 1, 1)",6.319279013008907
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 256, 1, 1)",3.466850763461629
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",2.9815823978847926
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.1.conv3,layer1.1.conv3,"(256, 64, 1, 1)",1.3553104948353123
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.2.conv1,layer1.2.conv1,"(64, 256, 1, 1)",6.860305180916419
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.2.conv2,layer1.2.conv2,"(64, 64, 3, 3)",8.68442496231624
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.2.conv3,layer1.2.conv3,"(256, 64, 1, 1)",3.9478021462758384
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 256, 1, 1)",34.83447971576598
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",45.22321662902832
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.conv3,layer2.0.conv3,"(512, 128, 1, 1)",18.62934154622695
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(512, 256, 1, 1)",36.747400999069214
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 512, 1, 1)",4.9574632417588
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",6.32748121750064
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.1.conv3,layer2.1.conv3,"(512, 128, 1, 1)",5.265408402995059
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.2.conv1,layer2.2.conv1,"(128, 512, 1, 1)",6.4222162859780445
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.2.conv2,layer2.2.conv2,"(128, 128, 3, 3)",5.897872012002128
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.2.conv3,layer2.2.conv3,"(512, 128, 1, 1)",5.566379904747009
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.3.conv1,layer2.3.conv1,"(128, 512, 1, 1)",10.212798057976416
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.3.conv2,layer2.3.conv2,"(128, 128, 3, 3)",11.168124716622488
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.3.conv3,layer2.3.conv3,"(512, 128, 1, 1)",7.846276455455357
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 512, 1, 1)",76.94344925462154
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",56.22788613637288
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.conv3,layer3.0.conv3,"(1024, 256, 1, 1)",29.278608918190002
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(1024, 512, 1, 1)",34.69802326626248
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 1024, 1, 1)",13.541130470507072
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",17.90788778577532
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.1.conv3,layer3.1.conv3,"(1024, 256, 1, 1)",11.433303314706553
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",19.137661753474056
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",12.734267371041435
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",10.119475099775526
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",42.81034501393636
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",27.197112464904784
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",14.899884585676523
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",39.69415111541748
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",19.16996607669564
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",11.55450211073223
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",54.95206279754639
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",6.845659698758807
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",6.337838005375218
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",60.64808262719048
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",14.230667471885681
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.conv3,layer4.0.conv3,"(2048, 512, 1, 1)",9.903899887333745
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(2048, 1024, 1, 1)",88.38500963408372
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 2048, 1, 1)",33.81925979027381
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",100.32040850321452
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.1.conv3,layer4.1.conv3,"(2048, 512, 1, 1)",20.34394621079968
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.2.conv1,layer4.2.conv1,"(512, 2048, 1, 1)",38.42350320255055
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.2.conv2,layer4.2.conv2,"(512, 512, 3, 3)",10.9412944487163
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.2.conv3,layer4.2.conv3,"(2048, 512, 1, 1)",5.9497436129528545
resnet50_no_weights,CIFAR10,fp32_fused_qat,20260811,fc,fc,"(10, 2048)",5.529740631580353
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,conv1,conv1,"(64, 3, 3, 3)",23.1393101340846
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 3, 3)",44.13646608240464
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",60.911131772128016
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 64, 3, 3)",69.24392362741324
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",35.55710671164773
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 64, 3, 3)",56.431158277723526
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",67.61565544491722
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(128, 64, 1, 1)",44.0697151317931
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 128, 3, 3)",60.50329645474752
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",40.77574751112196
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 128, 3, 3)",73.19937229156494
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",101.51131493704659
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(256, 128, 1, 1)",35.133327342845774
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 256, 3, 3)",84.44766304709695
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",54.37711572647095
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 256, 3, 3)",69.48001607259114
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",57.33592073845141
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(512, 256, 1, 1)",23.775475006103516
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 512, 3, 3)",51.50605659484863
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",19.12072109453606
resnet18_no_weights,CIFAR10,fp32_unfused,20260811,fc,fc,"(10, 512)",4.589435187253085
resnet18_no_weights,CIFAR10,ptq,20260811,conv1,conv1,"(64, 3, 3, 3)",181.974486214774
resnet18_no_weights,CIFAR10,ptq,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 3, 3)",83.8308515548706
resnet18_no_weights,CIFAR10,ptq,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",56.97070114953177
resnet18_no_weights,CIFAR10,ptq,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 64, 3, 3)",310.0630212599231
resnet18_no_weights,CIFAR10,ptq,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",36.00658199704927
resnet18_no_weights,CIFAR10,ptq,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 64, 3, 3)",193.74982804518478
resnet18_no_weights,CIFAR10,ptq,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",35.45504334767659
resnet18_no_weights,CIFAR10,ptq,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(128, 64, 1, 1)",25.33429495493571
resnet18_no_weights,CIFAR10,ptq,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 128, 3, 3)",136.1404470716204
resnet18_no_weights,CIFAR10,ptq,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",18.479642591168805
resnet18_no_weights,CIFAR10,ptq,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 128, 3, 3)",270.2214063008626
resnet18_no_weights,CIFAR10,ptq,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",58.264467065984554
resnet18_no_weights,CIFAR10,ptq,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(256, 128, 1, 1)",26.185300445556642
resnet18_no_weights,CIFAR10,ptq,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 256, 3, 3)",113.428781636556
resnet18_no_weights,CIFAR10,ptq,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",20.049819810049875
resnet18_no_weights,CIFAR10,ptq,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 256, 3, 3)",116.37404823303223
resnet18_no_weights,CIFAR10,ptq,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",22.958684158325195
resnet18_no_weights,CIFAR10,ptq,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(512, 256, 1, 1)",8.777433427174886
resnet18_no_weights,CIFAR10,ptq,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 512, 3, 3)",90.22171582673725
resnet18_no_weights,CIFAR10,ptq,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",3.170424816655178
resnet18_no_weights,CIFAR10,ptq,20260811,fc,fc,"(10, 512)",4.361044410112742
resnet18_no_weights,CIFAR10,fp32_fused,20260811,conv1,conv1,"(64, 3, 3, 3)",235.29688008626303
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 3, 3)",98.0247917175293
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",63.063563664754234
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 64, 3, 3)",404.00999999046326
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",42.12760809696082
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 64, 3, 3)",217.52507647346047
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",42.39381270938449
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(128, 64, 1, 1)",25.965132651790494
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 128, 3, 3)",162.83124028419962
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",21.519218730926514
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 128, 3, 3)",274.25466594290225
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",61.083229573567706
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(256, 128, 1, 1)",29.409731819516136
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 256, 3, 3)",122.95208681546725
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",17.96202950250535
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 256, 3, 3)",108.76143035888671
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",23.15575957828098
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(512, 256, 1, 1)",8.957057849220607
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 512, 3, 3)",113.55011887983842
resnet18_no_weights,CIFAR10,fp32_fused,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",3.2216761231422426
resnet18_no_weights,CIFAR10,fp32_fused,20260811,fc,fc,"(10, 512)",4.762546215738569
resnet18_no_weights,CIFAR10,qat,20260811,conv1,conv1,"(64, 3, 3, 3)",125.1789897115607
resnet18_no_weights,CIFAR10,qat,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 3, 3)",48.02931037902832
resnet18_no_weights,CIFAR10,qat,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",26.86363787121243
resnet18_no_weights,CIFAR10,qat,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 64, 3, 3)",177.64173757618872
resnet18_no_weights,CIFAR10,qat,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",21.243257915272434
resnet18_no_weights,CIFAR10,qat,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 64, 3, 3)",115.1406234535011
resnet18_no_weights,CIFAR10,qat,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",23.830040407180785
resnet18_no_weights,CIFAR10,qat,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(128, 64, 1, 1)",12.82930984099706
resnet18_no_weights,CIFAR10,qat,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 128, 3, 3)",82.54895074026925
resnet18_no_weights,CIFAR10,qat,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",11.72196814417839
resnet18_no_weights,CIFAR10,qat,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 128, 3, 3)",155.29439392089844
resnet18_no_weights,CIFAR10,qat,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",41.53112932530845
resnet18_no_weights,CIFAR10,qat,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(256, 128, 1, 1)",19.527610637924887
resnet18_no_weights,CIFAR10,qat,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 256, 3, 3)",67.17940347844905
resnet18_no_weights,CIFAR10,qat,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",12.629462466520422
resnet18_no_weights,CIFAR10,qat,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 256, 3, 3)",65.84635322972348
resnet18_no_weights,CIFAR10,qat,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",15.566556299054945
resnet18_no_weights,CIFAR10,qat,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(512, 256, 1, 1)",5.738514028746506
resnet18_no_weights,CIFAR10,qat,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 512, 3, 3)",49.56055755615235
resnet18_no_weights,CIFAR10,qat,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",2.064446824789047
resnet18_no_weights,CIFAR10,qat,20260811,fc,fc,"(10, 512)",2.6548890730609065
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,conv1,conv1,"(64, 3, 3, 3)",164.40638828277588
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.conv1,layer1.0.conv1,"(64, 64, 3, 3)",57.26686019897461
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.0.conv2,layer1.0.conv2,"(64, 64, 3, 3)",41.725626990908665
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.1.conv1,layer1.1.conv1,"(64, 64, 3, 3)",233.11479797363282
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",24.99018546809321
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.conv1,layer2.0.conv1,"(128, 64, 3, 3)",131.5584135055542
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",27.973314782847527
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.0.downsample.0,layer2.0.downsample.0,"(128, 64, 1, 1)",15.735586166381836
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.1.conv1,layer2.1.conv1,"(128, 128, 3, 3)",116.83278113917301
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",12.070019340515136
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.conv1,layer3.0.conv1,"(256, 128, 3, 3)",191.60696580674914
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",44.689679187277086
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.0.downsample.0,layer3.0.downsample.0,"(256, 128, 1, 1)",19.209463675816853
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.1.conv1,layer3.1.conv1,"(256, 256, 3, 3)",84.07185466472919
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",13.375918441348606
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.conv1,layer4.0.conv1,"(512, 256, 3, 3)",76.6108441846124
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.conv2,layer4.0.conv2,"(512, 512, 3, 3)",14.302620887756348
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.0.downsample.0,layer4.0.downsample.0,"(512, 256, 1, 1)",4.801996370156606
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.1.conv1,layer4.1.conv1,"(512, 512, 3, 3)",64.18756046700985
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,layer4.1.conv2,layer4.1.conv2,"(512, 512, 3, 3)",1.9962635868125491
resnet18_no_weights,CIFAR10,fp32_fused_qat,20260811,fc,fc,"(10, 512)",2.8474953293800356
cnn,CIFAR10,fp32_unfused,20260811,conv1,conv1,"(32, 3, 3, 3)",54.0763034025828
cnn,CIFAR10,fp32_unfused,20260811,conv2,conv2,"(64, 32, 3, 3)",125.89881334806743
cnn,CIFAR10,fp32_unfused,20260811,conv3,conv3,"(128, 64, 3, 3)",183.02753048851378
cnn,CIFAR10,fp32_unfused,20260811,conv4,conv4,"(256, 128, 3, 3)",67.07589206695556
cnn,CIFAR10,fp32_unfused,20260811,fc1,fc1,"(1024, 1024)",12.66057767868042
cnn,CIFAR10,fp32_unfused,20260811,fc2,fc2,"(10, 1024)",4.622014646944792
cnn,CIFAR10,ptq,20260811,conv1,conv1,"(32, 3, 3, 3)",301.37780311780097
cnn,CIFAR10,ptq,20260811,conv2,conv2,"(64, 32, 3, 3)",896.2996345895235
cnn,CIFAR10,ptq,20260811,conv3,conv3,"(128, 64, 3, 3)",404.71469525593085
cnn,CIFAR10,ptq,20260811,conv4,conv4,"(256, 128, 3, 3)",21.10592524210612
cnn,CIFAR10,ptq,20260811,fc1,fc1,"(1024, 1024)",18.00058514731271
cnn,CIFAR10,ptq,20260811,fc2,fc2,"(10, 1024)",6.1331201084589555
cnn,CIFAR10,fp32_fused,20260811,conv1,conv1,"(32, 3, 3, 3)",333.4605823863636
cnn,CIFAR10,fp32_fused,20260811,conv2,conv2,"(64, 32, 3, 3)",706.5066702706473
cnn,CIFAR10,fp32_fused,20260811,conv3,conv3,"(128, 64, 3, 3)",386.5322660558364
cnn,CIFAR10,fp32_fused,20260811,conv4,conv4,"(256, 128, 3, 3)",22.67575125694275
cnn,CIFAR10,fp32_fused,20260811,fc1,fc1,"(1024, 1024)",11.694768190383911
cnn,CIFAR10,fp32_fused,20260811,fc2,fc2,"(10, 1024)",4.177627166112264
cnn,CIFAR10,qat,20260811,conv1,conv1,"(32, 3, 3, 3)",219.60877990722656
cnn,CIFAR10,qat,20260811,conv2,conv2,"(64, 32, 3, 3)",530.5146789550781
cnn,CIFAR10,qat,20260811,conv3,conv3,"(128, 64, 3, 3)",282.3846073150635
cnn,CIFAR10,qat,20260811,conv4,conv4,"(256, 128, 3, 3)",16.344340712935836
cnn,CIFAR10,qat,20260811,fc1,fc1,"(1024, 1024)",11.921541976928712
cnn,CIFAR10,qat,20260811,fc2,fc2,"(10, 1024)",5.6026835632324214
cnn,CIFAR10,fp32_fused_qat,20260811,conv1,conv1,"(32, 3, 3, 3)",311.34728349958147
cnn,CIFAR10,fp32_fused_qat,20260811,conv2,conv2,"(64, 32, 3, 3)",755.4779968261719
cnn,CIFAR10,fp32_fused_qat,20260811,conv3,conv3,"(128, 64, 3, 3)",436.1432355992934
cnn,CIFAR10,fp32_fused_qat,20260811,conv4,conv4,"(256, 128, 3, 3)",23.226543214586044
cnn,CIFAR10,fp32_fused_qat,20260811,fc1,fc1,"(1024, 1024)",13.931701412907353
cnn,CIFAR10,fp32_fused_qat,20260811,fc2,fc2,"(10, 1024)",5.275237076210253
