model,dataset,stage,batch,fp32_latency_ms,int8_latency_ms,fp32_throughput_ips,int8_throughput_ips,speedup_x
cnn,CIFAR10,PTQ,1,0.9907160001603188,0.36351299968373496,1009.3710002040734,2750.9332564998335,2.7253935925875155
cnn,CIFAR10,PTQ,8,6.24074000188557,1.8855175003409386,1281.8992615591885,4242.867010544024,3.309828734422842
cnn,CIFAR10,PTQ,32,30.16834799927892,7.038396499410737,1060.7143619784836,4546.490099368382,4.286252984156924
cnn,CIFAR10,PTQ,64,67.61705699864251,16.056838001532014,946.5067372169847,3985.840798412093,4.21110663208977
cnn,CIFAR10,PTQ,128,140.16124599947943,33.17745650019788,913.2338906324749,3858.0413781640127,4.2245928646954445
cnn,CIFAR10,QAT,1,0.9911399993143277,0.3671135018521454,1008.939202021714,2723.953205084647,2.699818977819858
cnn,CIFAR10,QAT,8,7.332870000027469,2.321984000445809,1090.9780208799598,3445.3295106529763,3.1580191761095664
cnn,CIFAR10,QAT,32,34.40189699904295,8.355990001291502,930.181262995184,3829.5881152387783,4.117034246537608
cnn,CIFAR10,QAT,64,75.23987900094653,17.20600050066423,850.6127448609383,3719.6325780374877,4.37288601717999
cnn,CIFAR10,QAT,128,139.95213900125236,33.271368500209064,914.5983828003843,3847.151643287402,4.206383605783241
resnet18_no_weights,CIFAR10,PTQ,1,3.948293498979183,1.0198700001637917,253.27397779788822,980.5171245741118,3.8713693885937275
resnet18_no_weights,CIFAR10,PTQ,8,12.299428000915213,3.227708000849816,650.4367519696616,2478.5389502066787,3.8105764206913775
resnet18_no_weights,CIFAR10,PTQ,32,31.61901199928252,10.186189001615276,1012.0493328737193,3141.5085656594038,3.1041061572947974
resnet18_no_weights,CIFAR10,PTQ,64,69.37407049917965,19.74644399888348,922.5348828386363,3241.0898895830937,3.5132437264705616
resnet18_no_weights,CIFAR10,PTQ,128,152.69097450072877,38.500014999954146,838.294472993812,3324.6740293517405,3.965997792492045
resnet18_no_weights,CIFAR10,QAT,1,3.9630360006412957,0.9824089993344387,252.33179810584124,1017.9059848571001,4.033998063256921
resnet18_no_weights,CIFAR10,QAT,8,10.176603000218165,3.214230000594398,786.1169390049407,2488.9320299171445,3.1661091453742376
resnet18_no_weights,CIFAR10,QAT,32,32.64140499959467,10.35520149889635,980.3499573746095,3090.2344105433913,3.1521747793197044
resnet18_no_weights,CIFAR10,QAT,64,70.66696400033834,19.76960149841034,905.6565667614301,3237.2933771652506,3.574526477229226
resnet18_no_weights,CIFAR10,QAT,128,154.8539850009547,41.94028949859785,826.5851214562599,3051.9579509406894,3.6922488340508903
resnet50_no_weights,CIFAR10,PTQ,1,13.770461000603973,2.804849500535056,72.61921005811934,356.52536787062513,4.909518673988428
resnet50_no_weights,CIFAR10,PTQ,8,29.19723850027367,9.086824002224603,273.9985153022268,880.3956143578295,3.2131400908750636
resnet50_no_weights,CIFAR10,PTQ,32,138.67846600078337,29.948293000416015,230.7495959741813,1068.5083119614023,4.630596675371681
resnet50_no_weights,CIFAR10,PTQ,64,341.4308789997449,66.51512999997067,187.44643187369067,962.1870993866843,5.1331310485282895
resnet50_no_weights,CIFAR10,PTQ,128,779.1037740007596,141.72363950092404,164.29133611137559,903.1661933799368,5.49734523290788
resnet50_no_weights,CIFAR10,QAT,1,12.983099499251693,2.6742170011857525,77.02321006302363,373.94123197803253,4.854916221643555
resnet50_no_weights,CIFAR10,QAT,8,29.294529000253533,8.811451001747628,273.08853472028045,907.9094916845492,3.3245976167198084
resnet50_no_weights,CIFAR10,QAT,32,141.87126899923896,29.8476309999387,225.55659243572183,1072.1118872069183,4.753183560850451
resnet50_no_weights,CIFAR10,QAT,64,371.0113974975684,76.00497050225385,172.50143912470898,842.0501919424091,4.881409663682014
resnet50_no_weights,CIFAR10,QAT,128,765.8475624994026,148.5630935003428,167.13508832261886,861.5867977985033,5.155032413872261
