model,dataset,layer,trace_random_mean,trace_random_std,trace_trained_fp32,ratio_trained_over_random,elev_over_median_random,elev_over_median_trained,classification
resnet50_no_weights,CIFAR10,layer3.5.conv1.weight,6.259606058807028,8.721559432459577,19.427258359061348,3.103591212697472,1.1520292898889495,1.4205971199033167,architectural
resnet50_no_weights,CIFAR10,layer3.5.conv2.weight,72.77011886871897,102.41011787553953,12.668171405792236,0.17408479747911734,13.392745098953068,0.9263462440708241,architectural
resnet50_no_weights,CIFAR10,layer3.5.conv3.weight,34.03967684122936,45.95083647629798,5.978722132169283,0.17563980292926185,6.264724069061371,0.43718754775814217,architectural
resnet50_no_weights,CIFAR10,layer4.0.conv1.weight,13.776126698010698,20.005248418891036,21.92832867304484,1.5917629936004682,2.5353834264059265,1.6034851640654217,architectural
resnet50_no_weights,CIFAR10,layer4.0.conv2.weight,127.41900487744145,185.62226282235372,17.058581506052324,0.13387784281049908,23.45042552650528,1.2473902034576525,architectural
resnet50_no_weights,CIFAR10,layer4.0.conv3.weight,67.56803644917629,93.3374054349022,11.894488592942556,0.17603720957452154,12.435344384047426,0.8697715305760448,architectural
resnet50_no_weights,CIFAR10,layer4.0.downsample.0.weight,90.06779897659186,130.04716609350774,38.5130125392567,0.42760024089481774,16.57624162320508,2.8162221184725027,architectural
resnet50_no_weights,CIFAR10,layer4.1.conv1.weight,11.987780860213471,12.914380228556627,27.73841905593872,2.313891067862311,2.206253004101677,2.0283416987224197,architectural
resnet50_no_weights,CIFAR10,layer4.1.conv2.weight,182.0805951316442,255.1401096143375,61.15993322644915,0.33589484471000625,33.51044406651405,4.472253541346877,architectural
resnet50_no_weights,CIFAR10,layer4.1.conv3.weight,119.21485988579224,168.20008956926586,22.077637606653674,0.18519199391589303,21.94051975286992,1.6144032173048595,architectural
resnet50_no_weights,CIFAR10,layer4.2.conv1.weight,25.92917681424778,35.15546903543278,21.42057632264637,0.8261186414092411,4.772052885132488,1.5663563261579476,architectural
resnet50_no_weights,CIFAR10,layer4.2.conv2.weight,146.42087960489212,161.44301120405834,13.477428656357985,0.09204581131274453,26.947565129727497,0.9855222995989251,architectural
resnet50_no_weights,CIFAR10,layer4.2.conv3.weight,161.61870847331213,204.89927217476256,5.990572655200959,0.0370660841915475,29.744601210697176,0.43805410435490943,architectural
resnet18_no_weights,CIFAR10,conv1.weight,9.34397793386168,1.4212748315945192,21.816381717550343,2.334806639310423,0.1304786878724936,0.38858417206854595,mixed
resnet18_no_weights,CIFAR10,fc.weight,1613.340300765692,584.2833100834204,4.36105823839033,0.0027031235978674613,22.528576910789376,0.07767732646263491,architectural
resnet18_no_weights,CIFAR10,layer1.0.conv1.weight,18.692501783575725,3.89176852124418,44.84594190120697,2.3991407046760918,0.2610208546123169,0.7987769663149877,mixed
resnet18_no_weights,CIFAR10,layer1.0.conv2.weight,21.469528618646226,4.322576374391816,64.26429278055826,2.993279168912209,0.2997990730746708,1.1446484264443766,learned
resnet18_no_weights,CIFAR10,layer1.1.conv1.weight,24.169504351631836,7.620512193138052,70.66986204448499,2.923926821847036,0.33750135506004175,1.258741719332093,learned
resnet18_no_weights,CIFAR10,layer1.1.conv2.weight,25.912469448164735,8.470081978879128,35.20968792655251,1.3587932248983803,0.3618400040179999,0.6271400825703725,mixed
resnet18_no_weights,CIFAR10,layer2.0.conv1.weight,37.63807300343151,4.07217207772571,56.25387930870056,1.4946004091009608,0.5255755540410681,1.0019703266940179,mixed
resnet18_no_weights,CIFAR10,layer2.0.conv2.weight,41.38935104745016,3.144420050487568,69.75440965999256,1.6853226227206057,0.5779581517412067,1.2424360683079365,mixed
resnet18_no_weights,CIFAR10,layer2.0.downsample.0.weight,4.957730350219907,1.102031782565504,47.74848988850911,9.631118781276832,0.06922941765285075,0.8504759245170114,learned
resnet18_no_weights,CIFAR10,layer2.1.conv1.weight,56.1178189782225,19.754921434479865,56.1432587473016,1.0004533278295966,0.7836255006563869,1.0,architectural
resnet18_no_weights,CIFAR10,layer2.1.conv2.weight,71.61305870114822,20.843695324542637,43.70310495413986,0.6102672577709509,1.0,0.7784212375495634,architectural
resnet18_no_weights,CIFAR10,layer3.0.conv1.weight,143.11905464449094,60.31184324681124,73.75146441989475,0.5153154805493515,1.9985049827538817,1.3136299186309601,architectural
resnet18_no_weights,CIFAR10,layer3.0.conv2.weight,142.3210584933941,39.64991817180151,100.80185552743765,0.7082708391472258,1.9873618174489756,1.7954400541860684,architectural
resnet18_no_weights,CIFAR10,layer3.0.downsample.0.weight,18.6904498324139,5.451029946846576,34.325957354377294,1.8365506267723704,0.2609922013024452,0.611399447062326,mixed
resnet18_no_weights,CIFAR10,layer3.1.conv1.weight,205.70002652204818,39.24206044500248,81.13673909505208,0.3944420448888729,2.872381521650465,1.4451733103032915,architectural
