model,dataset,stage,layer,eigenvalue
cnn,IMAGENET100,FP32,conv1.weight,181.74945068359375
cnn,IMAGENET100,FP32,conv2.weight,73.41768646240234
cnn,IMAGENET100,FP32,conv3.weight,131.6208038330078
cnn,IMAGENET100,FP32,conv4.weight,8.13606071472168
cnn,IMAGENET100,FP32,fc1.weight,1.4559922218322754
cnn,IMAGENET100,FP32,fc2.weight,3.313141107559204
cnn,IMAGENET100,PTQ,conv1.weight,466.47320556640625
cnn,IMAGENET100,PTQ,conv2.weight,1004.0850219726562
cnn,IMAGENET100,PTQ,conv3.weight,235.76632690429688
cnn,IMAGENET100,PTQ,conv4.weight,4.208932876586914
cnn,IMAGENET100,PTQ,fc1.weight,63.44641876220703
cnn,IMAGENET100,PTQ,fc2.weight,107.89093780517578
cnn,IMAGENET100,QAT,conv1.weight,49.117061614990234
cnn,IMAGENET100,QAT,conv2.weight,164.66522216796875
cnn,IMAGENET100,QAT,conv3.weight,108.25841522216797
cnn,IMAGENET100,QAT,conv4.weight,0.5007339715957642
cnn,IMAGENET100,QAT,fc1.weight,6.612553596496582
cnn,IMAGENET100,QAT,fc2.weight,5.173678398132324
resnet18_no_weights,IMAGENET100,FP32,conv1.weight,69.08304595947266
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,88.08587646484375
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,24.790836334228516
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,34.9139404296875
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,17.051116943359375
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,107.45399475097656
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,53.033477783203125
resnet18_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,58.46651077270508
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,34.50154495239258
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,23.509504318237305
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,60.2697868347168
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,40.0776252746582
resnet18_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,5.779316425323486
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,24.779739379882812
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,12.593660354614258
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,51.15023422241211
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,69.74351501464844
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,11.940835952758789
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,36.39081954956055
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,5.673813819885254
resnet18_no_weights,IMAGENET100,FP32,fc.weight,1.2578661441802979
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,1623.3310546875
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,368.69818115234375
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,20.706600189208984
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,125.01556396484375
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,8.627586364746094
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,544.6668090820312
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,16.350624084472656
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,45.46620559692383
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,42.01683044433594
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,6.595139503479004
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,76.99365234375
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,19.131669998168945
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,4.926372051239014
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,36.08403778076172
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,5.721670150756836
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,62.67829513549805
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,8.586806297302246
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,4.869579792022705
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,27.808490753173828
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.03395763784646988
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,1.5177571773529053
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,543.2935791015625
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,70.0870590209961
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,7.05499267578125
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,31.59086036682129
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,3.463561773300171
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,144.7645263671875
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,5.8900604248046875
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,13.314347267150879
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,21.84975814819336
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,2.484449863433838
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,29.524812698364258
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,10.401023864746094
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,2.466188907623291
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,19.74225616455078
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,2.8822526931762695
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,31.14676856994629
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,4.910244941711426
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,2.3730335235595703
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,14.449142456054688
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.027087431401014328
resnet18_no_weights,IMAGENET100,QAT,fc.weight,1.5270564556121826
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,257.73486328125
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,42.91644287109375
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,12.122560501098633
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,19.188478469848633
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,54.56898880004883
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,7.993651390075684
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,6.286302089691162
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,2.555844306945801
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,2.8163414001464844
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,3.087355613708496
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,2.398530960083008
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,5.203208923339844
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,21.829364776611328
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,7.000720977783203
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,11.52309799194336
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,2.225550651550293
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,7.405004978179932
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,2.4704103469848633
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,3.1691861152648926
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,3.0276198387145996
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,3.3115546703338623
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,5.956892967224121
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,6.011960029602051
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,2.9956865310668945
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,28.71708106994629
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,30.39666175842285
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,12.836433410644531
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,26.635936737060547
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,1.839693307876587
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,16.00574493408203
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,4.213517665863037
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,4.173730373382568
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,10.051240921020508
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,5.859786033630371
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,4.943052291870117
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,10.44658088684082
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,9.185734748840332
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,6.076933860778809
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,8.090782165527344
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,5.357062339782715
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,12.656766891479492
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,15.525177001953125
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,10.36077880859375
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,42.281822204589844
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,21.88437271118164
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,26.685527801513672
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,37.022300720214844
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,10.914314270019531
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,23.7667236328125
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,19.419803619384766
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,36.630428314208984
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,26.108121871948242
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,4.1023054122924805
resnet50_no_weights,IMAGENET100,FP32,fc.weight,1.0502779483795166
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,4821.21826171875
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,69.14817810058594
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,42.08500671386719
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,43.627525329589844
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,26.20193862915039
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,6.02567195892334
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,1.635434627532959
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,2.1025586128234863
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,4.032683372497559
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,1.0759146213531494
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,2.900341510772705
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,9.596780776977539
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,13.386919021606445
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,28.088748931884766
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,13.570913314819336
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,3.016113042831421
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,2.047696590423584
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,5.933758735656738
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,4.081568241119385
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,4.412666320800781
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,4.166853427886963
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,7.777106285095215
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,2.9839601516723633
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,3.6760053634643555
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,16.362659454345703
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,9.123762130737305
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,15.469854354858398
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,27.117000579833984
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,2.4083147048950195
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,2.91934871673584
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,9.851613998413086
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,2.495671272277832
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,2.3963332176208496
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,10.533343315124512
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,2.4851977825164795
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,3.5607895851135254
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,8.585542678833008
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,1.4483708143234253
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,1.3463778495788574
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,7.300967693328857
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,3.666827440261841
