model,dataset,stage,layer,trace
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,739.0388368879046
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,605.6027038574218
resnet18_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,104.79198223611583
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,329.25655038016185
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,254.21004825168185
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,843.6038263494319
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,1001.6153660824424
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,228.32140952662417
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,813.9754367404514
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,216.57914179021662
resnet18_no_weights,IMAGENET100,FP32,fc.weight,32.99481091132531
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,9801.699576822917
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,2078.1995646158853
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,188.19940694173178
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,1018.9719665527343
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,81.50067943996854
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,4217.743769106658
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,204.38937018899355
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,519.9741973876953
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,531.9074445452009
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,97.97422866821289
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,1271.8690434208622
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,325.87290649414064
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,87.69666900634766
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,609.7580057779948
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,110.01808027787642
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,1003.7447158351089
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,149.82530975341797
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,83.55599212646484
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,478.67077816233916
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.9650510477297234
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,48.08447976545854
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,4421.826372612847
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,893.9589164040306
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,120.52178819444444
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,488.15288254310343
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,53.48382250467936
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,2691.868573869978
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,126.77193969726562
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,294.26925596898917
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,365.79271906072444
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,56.874018859863284
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,673.5409560430618
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,217.614643573761
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,52.05649337768555
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,344.8200988769531
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,62.27794022993608
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,720.3487374441964
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,115.38170539008246
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,55.61521869235568
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,337.5914426057235
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.8187160074710846
resnet18_no_weights,IMAGENET100,QAT,fc.weight,40.09738437946026
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,977.0454109810494
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,195.1159464518229
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,72.59303708230296
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,122.09962701797485
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,219.845183690389
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,16.027490667863326
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,14.37327896224128
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,6.291129171848297
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,4.095314509728375
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,2.8954831434262767
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,2.740679771900177
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,33.149826526641846
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,77.35085500081381
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,37.36929623834018
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,109.77795846121651
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,18.008561033951608
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,35.92529520877572
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,16.867931683858234
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,10.387127216045673
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,13.356246956607752
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,18.445668589394046
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,48.238969109275125
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,51.1112551007952
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,29.162674713134766
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,178.7347593307495
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,272.4472920735677
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,157.36395297580296
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,275.5410371668199
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,12.861294306241549
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,74.10109615325928
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,44.95268431953762
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,32.08820390701294
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,77.55091463724771
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,60.37519258068454
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,51.97538079155816
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,139.0941244761149
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,102.46775512695312
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,76.59524508884975
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,122.9050614974078
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,80.80948638916016
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,110.52994918823242
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,157.19674535898062
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,91.42089538574218
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,485.886221749442
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,368.33523021024814
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,398.095110648019
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,479.626630859375
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,168.05460823906793
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,317.76777839660645
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,237.0149050112124
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,578.554443359375
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,468.2551189920177
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,100.11431045532227
resnet50_no_weights,IMAGENET100,FP32,fc.weight,18.998124652438694
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,9932.312415489783
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,150.46875
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,170.74019341241745
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,155.80719598734154
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,145.93675191778885
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,20.090204328960844
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,5.938470417802984
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,8.869381713867188
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,11.859858865247054
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,2.3392272032224213
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,5.171722200783816
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,30.431479025860224
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,34.4166748046875
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,57.68908348083496
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,100.16564983791775
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,41.925891185628956
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,23.38899237109769
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,36.461220227755035
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,21.340730285644533
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,20.439390984977162
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,38.078995145600416
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,39.76536378126878
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,27.619193944064055
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,35.574832012778835
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,156.02744729178292
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,135.18833096822104
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,256.2357864379883
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,418.3102792593149
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,26.068493843078613
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,33.34378315318715
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,116.76459079318576
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,36.51297225952148
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,40.53252616882324
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,133.72532108851843
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,30.24408664703369
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,48.52115475047719
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,188.52709229138432
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,26.851275044102824
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,28.703225587543688
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,144.4220962524414
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,37.77310661315918
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,45.432080078125
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,183.41217549641928
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,215.9112548828125
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,200.46350424630302
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,1019.3840637207031
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,214.9015121459961
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,84.71475643581815
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,180.35728924091046
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,592.2227535247803
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,106.9433778461657
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,177.06197509765624
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,246.39752197265625
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,35.46584129333496
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,4373.5634923135085
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,42.68519440819235
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,54.614802496773855
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,57.99332466125488
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,58.486749509485755
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,6.348697276438697
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,2.4821676378008686
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,3.8197208931369167
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,1.7142314396121285
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,0.44925442065984483
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,1.131456693013509
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,9.280510701631245
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,15.431825666427612
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,20.974870380602386
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,39.74438810348511
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,11.146650414717826
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,10.430842685699464
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,14.17229817364667
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,5.283659870807941
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,8.82321748608037
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,20.543818712234497
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,11.44663901164614
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,10.24279444034283
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,14.081812931941105
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,57.57957916259765
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,43.16733069168894
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,87.65741578922716
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,116.48430633544922
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,10.130193332831064
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,17.80732524010443
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,32.3649019241333
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,10.794663892851936
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,14.99773048400879
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,36.50370139167423
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,8.180868816375732
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,13.760198275248209
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,49.09320068359375
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,9.0499453941981
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,8.772598656741055
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,45.56580445573137
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,10.326550308863322
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,11.296812613805136
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,50.473428181239534
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,66.0131991704305
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,64.05859417385525
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,265.09554568204015
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,60.864037407769096
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,20.605906356464732
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,53.00103963216146
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,181.30707041422525
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,32.62518034310177
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,54.76248550415039
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,96.4236420525445
resnet50_no_weights,IMAGENET100,QAT,fc.weight,19.847463607788086
