model,dataset,stage,layer,eigenvalue
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,28.805370330810547
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,64.41676330566406
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,70.540771484375
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,14.79078197479248
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,56.90660095214844
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,14.160327911376953
resnet18_no_weights,IMAGENET100,FP32,fc.weight,1.8498597145080566
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,585.02587890625
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,74.55924987792969
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,9.326505661010742
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,30.811010360717773
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,3.1044769287109375
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,202.48907470703125
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,6.326267242431641
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,16.886220932006836
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,18.12514877319336
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,3.255906820297241
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,32.7332763671875
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,11.819660186767578
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,2.8335554599761963
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,33.788475036621094
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,6.9365057945251465
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,31.396379470825195
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,4.573352813720703
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,2.1951916217803955
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,10.363515853881836
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.030503049492836
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,1.272139072418213
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,300.12744140625
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,112.97550964355469
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,11.502293586730957
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,36.66077423095703
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,3.728579044342041
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,167.1688995361328
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,8.472146034240723
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,17.969261169433594
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,17.892017364501953
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,4.477928161621094
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,55.346893310546875
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,16.457077026367188
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,3.444736957550049
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,33.167381286621094
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,6.711359977722168
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,48.293426513671875
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,7.907561302185059
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,3.3705689907073975
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,24.349193572998047
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.06382812559604645
resnet18_no_weights,IMAGENET100,QAT,fc.weight,2.885444164276123
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,180.37503051757812
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,38.12971496582031
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,17.807188034057617
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,25.70414924621582
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,66.0219497680664
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,6.31553840637207
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,6.4291510581970215
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,2.5531630516052246
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,1.6776237487792969
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,1.813300609588623
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,1.909153699874878
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,6.5970683097839355
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,18.657772064208984
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv3.weight,6.32787561416626
resnet50_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,18.902904510498047
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,2.7221360206604004
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,6.316521644592285
resnet50_no_weights,IMAGENET100,FP32,layer2.1.conv3.weight,3.0657460689544678
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv1.weight,1.9712268114089966
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv2.weight,2.3802390098571777
resnet50_no_weights,IMAGENET100,FP32,layer2.2.conv3.weight,4.041365623474121
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv1.weight,7.667830944061279
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv2.weight,7.774420738220215
resnet50_no_weights,IMAGENET100,FP32,layer2.3.conv3.weight,3.3744192123413086
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,37.066612243652344
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,27.281503677368164
resnet50_no_weights,IMAGENET100,FP32,layer3.0.conv3.weight,18.30263900756836
resnet50_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,47.53533935546875
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,1.416480541229248
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,11.571917533874512
resnet50_no_weights,IMAGENET100,FP32,layer3.1.conv3.weight,6.985483169555664
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv1.weight,6.16141414642334
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv2.weight,9.9066743850708
resnet50_no_weights,IMAGENET100,FP32,layer3.2.conv3.weight,9.63845443725586
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv1.weight,5.208076000213623
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv2.weight,11.441049575805664
resnet50_no_weights,IMAGENET100,FP32,layer3.3.conv3.weight,11.35043716430664
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv1.weight,10.391901016235352
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv2.weight,13.386747360229492
resnet50_no_weights,IMAGENET100,FP32,layer3.4.conv3.weight,8.317197799682617
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv1.weight,12.36886978149414
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv2.weight,14.845133781433105
resnet50_no_weights,IMAGENET100,FP32,layer3.5.conv3.weight,9.900735855102539
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,73.15235900878906
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,52.136070251464844
resnet50_no_weights,IMAGENET100,FP32,layer4.0.conv3.weight,55.98369216918945
resnet50_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,66.93559265136719
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,27.624526977539062
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,44.97480773925781
resnet50_no_weights,IMAGENET100,FP32,layer4.1.conv3.weight,46.44593048095703
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv1.weight,111.30317687988281
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv2.weight,107.23355102539062
resnet50_no_weights,IMAGENET100,FP32,layer4.2.conv3.weight,16.5097599029541
resnet50_no_weights,IMAGENET100,FP32,fc.weight,3.34271502494812
resnet50_no_weights,IMAGENET100,PTQ,conv1.weight,1968.376220703125
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,21.724201202392578
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,16.682044982910156
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3.weight,19.21780014038086
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0.weight,21.58176040649414
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,6.597968101501465
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,2.268566846847534
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3.weight,3.2319536209106445
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1.weight,4.307906150817871
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2.weight,1.188171148300171
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3.weight,1.9326990842819214
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,2.822408437728882
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,3.8810935020446777
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3.weight,4.1322503089904785
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,12.779433250427246
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,4.672450065612793
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,2.2884185314178467
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3.weight,3.5826170444488525
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1.weight,2.446735382080078
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2.weight,3.0693249702453613
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3.weight,4.327600479125977
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1.weight,7.949388027191162
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2.weight,3.537565231323242
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3.weight,4.1368408203125
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,22.491838455200195
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,12.337931632995605
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3.weight,22.897586822509766
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,40.66020584106445
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,4.154798984527588
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,3.4687423706054688
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3.weight,12.540863037109375
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1.weight,3.058718681335449
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2.weight,2.6887149810791016
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3.weight,11.920037269592285
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1.weight,2.092026710510254
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2.weight,5.587283611297607
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3.weight,19.685009002685547
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1.weight,2.028451919555664
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2.weight,2.3615264892578125
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3.weight,12.645938873291016
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1.weight,2.701251983642578
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2.weight,2.6354563236236572
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3.weight,15.054893493652344
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,20.607650756835938
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,14.556781768798828
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3.weight,79.22889709472656
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,21.157207489013672
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,5.2609639167785645
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,11.086261749267578
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3.weight,43.52741241455078
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1.weight,11.016705513000488
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2.weight,19.00711441040039
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3.weight,21.520465850830078
resnet50_no_weights,IMAGENET100,PTQ,fc.weight,3.611555814743042
resnet50_no_weights,IMAGENET100,QAT,conv1.weight,753.824462890625
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,16.409439086914062
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,23.81172752380371
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3.weight,25.771236419677734
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0.weight,24.497665405273438
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,8.205902099609375
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,2.7780556678771973
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3.weight,2.2125089168548584
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1.weight,1.8439472913742065
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2.weight,0.5589712262153625
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3.weight,1.3166840076446533
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,1.5397604703903198
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,7.646124839782715
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3.weight,6.6607208251953125
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,13.339738845825195
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,1.8148683309555054
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,1.5360745191574097
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3.weight,3.79817533493042
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1.weight,2.3912453651428223
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2.weight,3.714380979537964
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,6.337958812713623
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,3.1592156887054443
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,2.8025894165039062
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,3.540903091430664
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,20.90719985961914
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,11.735462188720703
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,19.920974731445312
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,28.914216995239258
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,2.372594118118286
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,2.481020212173462
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,6.995015621185303
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,2.388167381286621
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,3.474654197692871
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,8.062607765197754
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,1.3852052688598633
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,1.7410885095596313
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,7.418438911437988
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,2.017383337020874
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,1.4487042427062988
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,7.08139705657959
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,1.8972935676574707
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,2.0235254764556885
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,9.84118366241455
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,13.910195350646973
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,11.267755508422852
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,48.63697052001953
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,12.756689071655273
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,4.208406448364258
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,11.750314712524414
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,64.46070861816406
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,7.291290760040283
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,10.931175231933594
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,11.945589065551758
resnet50_no_weights,IMAGENET100,QAT,fc.weight,2.842486619949341
