model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet18_no_weights,IMAGENET100,PTQ,conv1,947.1871120876737,0.1596616506576538,1.6970838717862863e-05,151.22945779757413,80.4,75.0,5.400000000000006,5.400000000000006
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1,218.61337552797747,0.7195887565612793,1.95200943077604e-05,157.31172706384132,80.4,79.52,0.8800000000000097,0.8800000000000097
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2,25.00213575045268,2.8617289066314697,7.76293648717304e-05,71.54933460459453,80.4,80.18,0.21999999999999886,0.21999999999999886
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1,110.02604376475016,0.49876657128334045,1.3529909160246865e-05,54.877312600415195,80.4,79.98,0.4200000000000017,0.4200000000000017
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2,10.32069646362144,5.194267749786377,0.00014090353053890995,53.60846079632316,80.4,80.28,0.12000000000000455,0.12000000000000455
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1,497.3580880906847,0.5789253115653992,7.852177077438682e-06,287.9331861074709,80.4,79.88,0.5200000000000102,0.5200000000000102
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2,28.89828241666158,13.768318176269531,9.337238346536954e-05,397.8807470602918,80.4,80.28,0.12000000000000455,0.12000000000000455
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0,68.10221842394935,1.3136793375015259,0.00016036124725360423,89.464477181558,80.4,79.92,0.480000000000004,0.480000000000004
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1,91.69181401994491,1.948468565940857,1.321389815226818e-05,178.65861737195783,80.4,79.92,0.480000000000004,0.480000000000004
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2,18.895477093590628,10.461783409118652,7.094850944769051e-05,197.68038876510798,80.4,80.24,0.1600000000000108,0.1600000000000108
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1,133.12971337519866,4.542759418487549,1.540377949519704e-05,604.7762593157315,80.4,79.96,0.44000000000001194,0.44000000000001194
