model,dataset,variant,probe_seed,canonical_layer,quantized_layer,weight_shape,hessian_trace,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer1.1.conv2,layer1.1.conv2,"(64, 64, 3, 3)",14.612623591590346,aggregate,3,3.342721461824723
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer1.1.conv3,layer1.1.conv3,"(256, 64, 1, 1)",5.343826194604238,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer1.1.conv3,layer1.1.conv3,"(256, 64, 1, 1)",7.802194714546204,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer1.1.conv3,layer1.1.conv3,"(256, 64, 1, 1)",5.474834823608399,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer1.1.conv3,layer1.1.conv3,"(256, 64, 1, 1)",6.206951910919614,aggregate,3,1.383072853146285
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer1.2.conv1,layer1.2.conv1,"(64, 256, 1, 1)",2.7340618441502254,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer1.2.conv1,layer1.2.conv1,"(64, 256, 1, 1)",3.354059014717738,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer1.2.conv1,layer1.2.conv1,"(64, 256, 1, 1)",2.6833504756291706,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer1.2.conv1,layer1.2.conv1,"(64, 256, 1, 1)",2.9238237781657115,aggregate,3,0.3734563961194845
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer1.2.conv2,layer1.2.conv2,"(64, 64, 3, 3)",1.6007415095965067,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer1.2.conv2,layer1.2.conv2,"(64, 64, 3, 3)",2.7129414096474647,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer1.2.conv2,layer1.2.conv2,"(64, 64, 3, 3)",2.663343584537506,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer1.2.conv2,layer1.2.conv2,"(64, 64, 3, 3)",2.3256755012604926,aggregate,3,0.6283008477364322
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer1.2.conv3,layer1.2.conv3,"(256, 64, 1, 1)",2.682791419327259,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer1.2.conv3,layer1.2.conv3,"(256, 64, 1, 1)",2.5109672387441,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer1.2.conv3,layer1.2.conv3,"(256, 64, 1, 1)",2.2717598493282614,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer1.2.conv3,layer1.2.conv3,"(256, 64, 1, 1)",2.4885061691332067,aggregate,3,0.2064342816007295
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.0.conv1,layer2.0.conv1,"(128, 256, 1, 1)",24.81591370900472,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.0.conv1,layer2.0.conv1,"(128, 256, 1, 1)",29.706575830777485,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.0.conv1,layer2.0.conv1,"(128, 256, 1, 1)",22.827251434326172,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.0.conv1,layer2.0.conv1,"(128, 256, 1, 1)",25.78324699136946,aggregate,3,3.540208510424274
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",64.868448193868,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",76.62182565168901,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",67.9920472462972,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.0.conv2,layer2.0.conv2,"(128, 128, 3, 3)",69.82744036395141,aggregate,3,6.087854411757317
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.0.conv3,layer2.0.conv3,"(512, 128, 1, 1)",28.425863281885782,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.0.conv3,layer2.0.conv3,"(512, 128, 1, 1)",30.77987314860026,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.0.conv3,layer2.0.conv3,"(512, 128, 1, 1)",31.456973934173583,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.0.conv3,layer2.0.conv3,"(512, 128, 1, 1)",30.220903454886543,aggregate,3,1.590988147495433
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.0.downsample.0,layer2.0.downsample.0,"(512, 256, 1, 1)",112.71168301900228,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.0.downsample.0,layer2.0.downsample.0,"(512, 256, 1, 1)",114.8417159370754,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.0.downsample.0,layer2.0.downsample.0,"(512, 256, 1, 1)",86.99818112299992,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.0.downsample.0,layer2.0.downsample.0,"(512, 256, 1, 1)",104.85052669302587,aggregate,3,15.497223681090027
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.1.conv1,layer2.1.conv1,"(128, 512, 1, 1)",11.248485271747295,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.1.conv1,layer2.1.conv1,"(128, 512, 1, 1)",12.906289990743002,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.1.conv1,layer2.1.conv1,"(128, 512, 1, 1)",16.662466735839843,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.1.conv1,layer2.1.conv1,"(128, 512, 1, 1)",13.605747332776714,aggregate,3,2.773937499904796
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",41.74274531277743,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",32.9075569152832,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",32.504292488098145,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.1.conv2,layer2.1.conv2,"(128, 128, 3, 3)",35.718198238719594,aggregate,3,5.221305501042088
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.1.conv3,layer2.1.conv3,"(512, 128, 1, 1)",21.126904744368332,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.1.conv3,layer2.1.conv3,"(512, 128, 1, 1)",22.120723936292862,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.1.conv3,layer2.1.conv3,"(512, 128, 1, 1)",19.936802584549476,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.1.conv3,layer2.1.conv3,"(512, 128, 1, 1)",21.061477088403556,aggregate,3,1.0934297879946149
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.2.conv1,layer2.2.conv1,"(128, 512, 1, 1)",8.85421392917633,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.2.conv1,layer2.2.conv1,"(128, 512, 1, 1)",7.228423029184341,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.2.conv1,layer2.2.conv1,"(128, 512, 1, 1)",8.524534900983175,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.2.conv1,layer2.2.conv1,"(128, 512, 1, 1)",8.202390619781282,aggregate,3,0.8594368598434113
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.2.conv2,layer2.2.conv2,"(128, 128, 3, 3)",9.765972946001137,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.2.conv2,layer2.2.conv2,"(128, 128, 3, 3)",9.002569230397542,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.2.conv2,layer2.2.conv2,"(128, 128, 3, 3)",10.446437573432922,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.2.conv2,layer2.2.conv2,"(128, 128, 3, 3)",9.7383265832772,aggregate,3,0.7223310799306859
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.2.conv3,layer2.2.conv3,"(512, 128, 1, 1)",16.138415738155967,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.2.conv3,layer2.2.conv3,"(512, 128, 1, 1)",20.01139284769694,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.2.conv3,layer2.2.conv3,"(512, 128, 1, 1)",18.450458117893763,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.2.conv3,layer2.2.conv3,"(512, 128, 1, 1)",18.20008890124889,aggregate,3,1.9485896133459226
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.3.conv1,layer2.3.conv1,"(128, 512, 1, 1)",36.7263424873352,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.3.conv1,layer2.3.conv1,"(128, 512, 1, 1)",32.40418406895229,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.3.conv1,layer2.3.conv1,"(128, 512, 1, 1)",41.518605105082194,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.3.conv1,layer2.3.conv1,"(128, 512, 1, 1)",36.88304388712323,aggregate,3,4.559230659056797
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.3.conv2,layer2.3.conv2,"(128, 128, 3, 3)",62.322863006591795,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.3.conv2,layer2.3.conv2,"(128, 128, 3, 3)",47.73322639465332,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.3.conv2,layer2.3.conv2,"(128, 128, 3, 3)",49.88507607777913,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.3.conv2,layer2.3.conv2,"(128, 128, 3, 3)",53.313721826341414,aggregate,3,7.875981390846131
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer2.3.conv3,layer2.3.conv3,"(512, 128, 1, 1)",27.212344275580513,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer2.3.conv3,layer2.3.conv3,"(512, 128, 1, 1)",22.502323865890503,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer2.3.conv3,layer2.3.conv3,"(512, 128, 1, 1)",21.655290777033027,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer2.3.conv3,layer2.3.conv3,"(512, 128, 1, 1)",23.789986306168014,aggregate,3,2.9939550458391637
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.0.conv1,layer3.0.conv1,"(256, 512, 1, 1)",198.3207021077474,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.0.conv1,layer3.0.conv1,"(256, 512, 1, 1)",171.18870326450892,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.0.conv1,layer3.0.conv1,"(256, 512, 1, 1)",168.44143785749162,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.0.conv1,layer3.0.conv1,"(256, 512, 1, 1)",179.3169477432493,aggregate,3,16.51495918141439
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",219.69616088867187,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",234.50491231282552,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",216.48020884195964,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.0.conv2,layer3.0.conv2,"(256, 256, 3, 3)",223.560427347819,aggregate,3,9.613630960965185
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.0.conv3,layer3.0.conv3,"(1024, 256, 1, 1)",151.6776272166859,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.0.conv3,layer3.0.conv3,"(1024, 256, 1, 1)",143.50854165213448,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.0.conv3,layer3.0.conv3,"(1024, 256, 1, 1)",147.00839292086087,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.0.conv3,layer3.0.conv3,"(1024, 256, 1, 1)",147.39818726322707,aggregate,3,4.09846855084263
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.0.downsample.0,layer3.0.downsample.0,"(1024, 512, 1, 1)",275.55348892211913,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.0.downsample.0,layer3.0.downsample.0,"(1024, 512, 1, 1)",269.97208201090496,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.0.downsample.0,layer3.0.downsample.0,"(1024, 512, 1, 1)",262.5870011273552,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.0.downsample.0,layer3.0.downsample.0,"(1024, 512, 1, 1)",269.37085735345977,aggregate,3,6.504118291473518
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.1.conv1,layer3.1.conv1,"(256, 1024, 1, 1)",10.356386633480296,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.1.conv1,layer3.1.conv1,"(256, 1024, 1, 1)",11.160774978001912,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.1.conv1,layer3.1.conv1,"(256, 1024, 1, 1)",10.720575419339267,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.1.conv1,layer3.1.conv1,"(256, 1024, 1, 1)",10.74591234360716,aggregate,3,0.4027922814541934
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",42.23743350689228,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",55.407797495524086,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",52.27701377868652,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.1.conv2,layer3.1.conv2,"(256, 256, 3, 3)",49.974081593700966,aggregate,3,6.880570062483496
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.1.conv3,layer3.1.conv3,"(1024, 256, 1, 1)",44.10305800261321,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.1.conv3,layer3.1.conv3,"(1024, 256, 1, 1)",45.768867874145506,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.1.conv3,layer3.1.conv3,"(1024, 256, 1, 1)",50.47826601664225,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.1.conv3,layer3.1.conv3,"(1024, 256, 1, 1)",46.78339729780032,aggregate,3,3.306474220242925
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",40.9046329498291,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",40.322249445421946,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",29.634487833295548,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",36.9537900761822,aggregate,3,6.345386641379353
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",53.250433228232644,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",58.99079208374023,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",54.22804912767912,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",55.48975814655066,aggregate,3,3.071133696817421
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",53.73756357828776,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",54.03436079479399,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",47.66830177307129,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",51.81340871538435,aggregate,3,3.5928339537669123
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",42.58088779449463,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",40.28096017383394,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",40.505405298868816,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",41.122417755732464,aggregate,3,1.2680477293908021
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",81.05091805293642,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",97.2552121480306,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",98.93391418457031,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",92.41334812851244,aggregate,3,9.875885937405135
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",85.66705080668132,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",77.61647567749023,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",71.48922976741085,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",78.25758541719414,aggregate,3,7.110620129718117
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",64.91488885879517,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",73.95726248423259,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",68.66866086324056,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",69.18027073542277,aggregate,3,4.542844779594312
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",100.97273674011231,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",96.22888628641765,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",106.01081374595906,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",101.07081225749634,aggregate,3,4.891701167412536
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",65.2452153523763,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",65.27689409255981,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",58.848899841308594,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",63.12366976208157,aggregate,3,3.7020932311739476
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",89.68723932902019,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",90.11735280354817,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",90.79021231333415,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.5.conv1,layer3.5.conv1,"(256, 1024, 1, 1)",90.19826814863417,aggregate,3,0.5559206965336001
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",98.72141647338867,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",132.57516606648764,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",123.14085439046224,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.5.conv2,layer3.5.conv2,"(256, 256, 3, 3)",118.14581231011285,aggregate,3,17.470887911506043
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",78.31392148335775,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",86.14059715270996,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",77.43862781524658,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,"42,43,44",layer3.5.conv3,layer3.5.conv3,"(1024, 256, 1, 1)",80.63104881710476,aggregate,3,4.7914378737636145
resnet50_no_weights,IMAGENET100,fp32_unfused,42,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",482.0192545572917,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,43,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",478.19637298583984,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,44,layer4.0.conv1,layer4.0.conv1,"(512, 1024, 1, 1)",498.96878342401413,44,3,
