model,dataset,n_seeds,spearman_profile_rho,spearman_p,spike_layer,elev_random,elev_trained,verdict,bn_mode
resnet50_no_weights,IMAGENET100,3,0.5236897274633122,4.830675774548544e-05,conv1.weight,0.24087122062036387,11.814747623473881,learned,default
resnet50_no_weights,IMAGENET100,3,0.05782351820087669,0.6779079207162428,conv1.weight,101.43205151346625,11.814747623473881,architectural,populated
resnet18_no_weights,IMAGENET100,3,0.26233766233766237,0.25062562594134374,layer4.0.conv2.weight,9.244521782231212,3.822699627323866,architectural,default
cnn,IMAGENET100,3,-0.7714285714285715,0.07239650145772594,conv3.weight,0.5099420969370074,5.597959078105041,learned,default
cnn,IMAGENET100,3,-0.6,0.208,conv3.weight,0.7081915731388886,5.597959078105041,learned,populated
