model,dataset,stage,layer,eigenvalue
resnet18_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,2.8059208393096924
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,5.257689952850342
resnet18_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,1.9823968410491943
resnet18_no_weights,CIFAR10,FP32,fc.weight,0.6671619415283203
resnet18_no_weights,CIFAR10,PTQ,conv1.weight,31.651615142822266
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,13.41256332397461
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,13.10087776184082
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,97.4573745727539
resnet18_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,7.885025978088379
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,30.11406898498535
resnet18_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,5.10212516784668
resnet18_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,3.4552650451660156
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,16.70184898376465
resnet18_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,2.5828256607055664
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,27.633441925048828
resnet18_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,5.818999290466309
resnet18_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,3.1150636672973633
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,9.471441268920898
resnet18_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,2.054441213607788
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,7.8503007888793945
resnet18_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,1.9473397731781006
resnet18_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,0.8907983899116516
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,8.786126136779785
resnet18_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,0.32254019379615784
resnet18_no_weights,CIFAR10,PTQ,fc.weight,0.6384763717651367
resnet18_no_weights,CIFAR10,QAT,conv1.weight,27.001911163330078
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,8.34748363494873
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,9.224220275878906
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,45.89247512817383
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,4.778688430786133
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,21.01283836364746
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,3.472273588180542
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,2.5417628288269043
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,11.958568572998047
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,1.9775724411010742
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,26.142375946044922
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,6.035696983337402
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,3.3053689002990723
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,9.958908081054688
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,2.1885576248168945
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,8.519651412963867
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,2.545499324798584
resnet18_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,0.9446027278900146
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,9.774702072143555
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,0.32909631729125977
resnet18_no_weights,CIFAR10,QAT,fc.weight,0.5782493352890015
resnet50_no_weights,CIFAR10,FP32,conv1.weight,4.182018280029297
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,1.9571313858032227
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,2.1458559036254883
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv3.weight,0.6372050046920776
resnet50_no_weights,CIFAR10,FP32,layer1.0.downsample.0.weight,4.525124549865723
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,0.8951736688613892
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,1.0275046825408936
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv3.weight,0.5955362319946289
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv1.weight,1.7112116813659668
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv2.weight,4.363953590393066
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv3.weight,2.0352237224578857
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,6.675317764282227
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,9.95989990234375
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv3.weight,8.235208511352539
resnet50_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,8.81524658203125
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,1.0106256008148193
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,2.190124988555908
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv3.weight,2.1509134769439697
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv1.weight,1.4584152698516846
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv2.weight,2.033076047897339
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv3.weight,1.4741266965866089
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv1.weight,1.4804680347442627
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv2.weight,3.9062933921813965
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv3.weight,1.8260263204574585
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,11.585102081298828
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,6.697220325469971
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv3.weight,4.416826248168945
resnet50_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,6.229430198669434
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,1.5044208765029907
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,2.8010525703430176
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv3.weight,2.025942325592041
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv1.weight,2.0435266494750977
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv2.weight,2.9101386070251465
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv3.weight,1.7356144189834595
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv1.weight,2.8288638591766357
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv2.weight,4.856813430786133
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv3.weight,2.317288637161255
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv1.weight,3.326231002807617
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv2.weight,5.153663635253906
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv3.weight,2.868612766265869
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv1.weight,5.523886680603027
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv2.weight,3.139132022857666
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv3.weight,1.035570740699768
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,6.449850082397461
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,2.484846353530884
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv3.weight,1.389892816543579
resnet50_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,4.455801486968994
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,2.971376895904541
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,5.876584529876709
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv3.weight,2.139415740966797
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv1.weight,2.8410539627075195
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv2.weight,1.5108500719070435
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv3.weight,0.6412473917007446
resnet50_no_weights,CIFAR10,FP32,fc.weight,0.7871870398521423
resnet50_no_weights,CIFAR10,PTQ,conv1.weight,1255.3818359375
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,8.521860122680664
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,18.900341033935547
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv3.weight,5.506304740905762
resnet50_no_weights,CIFAR10,PTQ,layer1.0.downsample.0.weight,2.173116445541382
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,16.07686424255371
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,4.2186360359191895
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv3.weight,1.1048847436904907
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv1.weight,11.631526947021484
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv2.weight,0.945203423500061
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv3.weight,0.7617588639259338
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,8.416894912719727
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,1.7133500576019287
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv3.weight,0.3788667917251587
resnet50_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,0.3652345836162567
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,0.6705395579338074
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,0.17630179226398468
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv3.weight,0.36035722494125366
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv1.weight,0.7601641416549683
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv2.weight,0.14331409335136414
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv3.weight,0.20564541220664978
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv1.weight,0.49371182918548584
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv2.weight,0.052483607083559036
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv3.weight,0.0794786885380745
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,0.16763192415237427
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,0.13575728237628937
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv3.weight,0.22877195477485657
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,0.6336578726768494
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,0.05695227533578873
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,0.06310386955738068
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3.weight,0.2526494264602661
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1.weight,0.03118935227394104
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2.weight,0.032559145241975784
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3.weight,0.1817265748977661
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1.weight,0.03924133628606796
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2.weight,0.04881030321121216
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3.weight,0.3208697736263275
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1.weight,0.016239017248153687
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2.weight,0.03969855606555939
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3.weight,0.33501729369163513
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1.weight,0.05415990948677063
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2.weight,0.016502929851412773
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3.weight,0.10984958708286285
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,0.950337290763855
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,0.10402000695466995
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,0.3511776328086853
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,28.58332061767578
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,0.8157947063446045
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,0.8403472900390625
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,60.03602981567383
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,0.06879870593547821
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,0.205448716878891
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,0.12697190046310425
resnet50_no_weights,CIFAR10,PTQ,fc.weight,13.329584121704102
resnet50_no_weights,CIFAR10,QAT,conv1.weight,34.76792907714844
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,0.4187634587287903
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,0.7336218357086182
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,0.1751975119113922
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,0.563295841217041
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,0.7519898414611816
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,0.4088808000087738
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,0.13637131452560425
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,0.8813348412513733
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,1.185199499130249
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,0.7128046154975891
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,9.870244979858398
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,6.16570520401001
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,2.1862943172454834
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,3.629361629486084
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,0.46167176961898804
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,0.519864559173584
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,0.4676164984703064
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,1.2875577211380005
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,0.47089359164237976
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,0.5028298497200012
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,0.8599019050598145
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,1.1102412939071655
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,0.5924660563468933
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,5.974778175354004
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,3.9043688774108887
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,1.820590615272522
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,2.467198371887207
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,1.289735198020935
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,1.1722742319107056
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,0.8128537535667419
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,2.364866018295288
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,1.6231763362884521
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,0.7961583137512207
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,2.790966510772705
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,2.9397342205047607
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,1.191152811050415
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,4.269002914428711
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,1.614699363708496
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,1.2618978023529053
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,7.177343368530273
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,0.7324889898300171
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,0.6863905191421509
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,8.195236206054688
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,1.465596079826355
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,0.8411126136779785
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,8.168947219848633
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,2.7117745876312256
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,6.540820121765137
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,1.64895498752594
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,3.8776614665985107
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,0.9534527063369751
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,0.585760772228241
resnet50_no_weights,CIFAR10,QAT,fc.weight,0.8595787286758423
