model,dataset,variant,layer,tr_A,tr_G,A_per_infan,G_per_outfan,predicted_per_param,measured_per_param,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,42.071197509765625,1.8256749001466233e-07,1.5581925003616899,3.169574479421221e-10,4.938807183171954e-10,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,39.1317138671875,1.6835059568620636e-07,1.4493227358217593,2.9227533973299713e-10,4.2360129499506157e-10,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,38.804786682128906,1.4038504048130562e-07,1.43721432156033,2.4372402861337783e-10,3.5028366443152627e-10,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,40.00256601969401,1.6376770872739144e-07,1.4815765192479264,2.8431893876283237e-10,4.212402636485015e-10,0.008449807658670358,aggregate,3,1.7989295504186693
resnet50_no_weights,CIFAR10,fp32_unfused,fc,35.4514274597168,4.852244092035107e-05,0.017310267314314842,4.852244092035107e-06,8.399364230743261e-08,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,fc,34.3662109375,5.0846876547439024e-05,0.016780376434326172,5.0846876547439026e-06,8.53229728975738e-08,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,fc,34.04265213012695,5.588942440226674e-05,0.01662238873541355,5.588942440226674e-06,9.290157386129859e-08,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,fc,34.620096842447914,5.175291395668561e-05,0.01690434416135152,5.175291395668561e-06,8.74849068876626e-08,0.00027154678123655245,aggregate,3,0.7379061741601436
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,4.6785454750061035,7.693858350421579e-08,0.07310227304697037,1.2021653672533716e-09,8.788102092456738e-11,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,4.2867631912231445,6.96838853286863e-08,0.06698067486286163,1.0888107082607235e-09,7.292927603721361e-11,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,4.488983154296875,6.331515578494873e-08,0.07014036178588867,9.892993091398239e-10,6.938981145759697e-11,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,4.484763940175374,6.997920820595027e-08,0.07007443656524022,1.093425128217973e-09,7.662114978615e-11,0.0010109831801183562,aggregate,3,0.19592521735958354
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.92973804473877,9.555403579497579e-08,0.017239128549893696,1.658924232551663e-10,2.859840809949186e-12,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.184608459472656,8.807788276499195e-08,0.015945500797695585,1.5291299091144436e-10,2.438274218556454e-12,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.802767753601074,7.09689089717358e-08,0.017018694016668532,1.2320991140926354e-10,2.0968717820950936e-12,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,9.6390380859375,8.486694251056785e-08,0.01673444112141927,1.4733844185862472e-10,2.4656264802048117e-12,0.00010619945638732628,aggregate,3,0.39863526909272695
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.2002215385437012,6.326678203549818e-07,0.01875346153974533,2.4713586732616477e-09,4.634652982992836e-11,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1114287376403809,5.944626764176064e-07,0.01736607402563095,2.322119829756275e-09,4.0326104859933014e-11,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1758054494857788,4.835396225644217e-07,0.018371960148215294,1.8888266506422724e-09,3.47014479524868e-11,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,1.1624852418899536,5.702233731123366e-07,0.018163831904530525,2.227435051220065e-09,4.04587558486206e-11,0.000174966456304094,aggregate,3,0.045870593203719084
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.6785454750061035,1.1392219221306732e-06,0.07310227304697037,4.450085633322942e-09,3.2531137504957377e-10,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.2867631912231445,1.0768857237053453e-06,0.06698067486286163,4.206584858224005e-09,2.81759892671739e-10,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.488983154296875,8.982615327113308e-07,0.07014036178588867,3.508834112153636e-09,2.461108940731235e-10,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,4.484763940175374,1.038123059515783e-06,0.07007443656524022,4.055168201233528e-09,2.8416362687871814e-10,0.0010552787684779152,aggregate,3,0.19592521735958354
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,10.029526710510254,6.326475698870127e-08,0.03917783871293068,9.885118279484573e-10,3.872775696118894e-11,,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.772751808166504,5.533822999836957e-08,0.038174811750650406,8.646598437245245e-10,3.300822676253052e-11,,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.887951850891113,4.296218136801144e-08,0.03862481191754341,6.712840838751788e-10,2.5928221482919217e-11,,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,9.896743456522623,5.385505611836076e-08,0.038659154127041497,8.414852518493868e-10,3.2531108046877776e-11,0.00015782709281699596,aggregate,3,0.1286130120384232
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,8.99333667755127,1.7981595590299548e-07,0.015613431731859842,3.1218047899825607e-10,4.874208596858576e-12,,42,3,
