model,dataset,stage,layer,trace
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,50.24401620718149
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,36.83700180053711
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,212.0256178719657
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,20.343863227150656
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,129.56487328665597
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,24.82733620988562
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,12.419536197886748
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,88.79491869608562
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,12.195058557722303
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,161.11064453125
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,38.666508436203
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,18.19051456451416
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,65.81803630647205
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,12.180936986749822
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,65.15644268873261
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,16.085989531348734
resnet18_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,5.49693619287931
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,59.04465553977273
resnet18_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,2.1746441880861918
resnet18_no_weights,CIFAR10,QAT,fc.weight,3.1316210135169653
resnet50_no_weights,CIFAR10,FP32,conv1.weight,16.24994883817785
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv1.weight,4.658833234738081
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv2.weight,4.181734671195348
resnet50_no_weights,CIFAR10,FP32,layer1.0.conv3.weight,2.8737569350462695
resnet50_no_weights,CIFAR10,FP32,layer1.0.downsample.0.weight,18.652607391620503
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv1.weight,1.7008348107337952
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv2.weight,4.252712917327881
resnet50_no_weights,CIFAR10,FP32,layer1.1.conv3.weight,2.5984184428265222
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv1.weight,4.8716764721003445
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv2.weight,11.591571740806103
resnet50_no_weights,CIFAR10,FP32,layer1.2.conv3.weight,5.291902832190195
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv1.weight,9.009536321346577
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv2.weight,17.96919031937917
resnet50_no_weights,CIFAR10,FP32,layer2.0.conv3.weight,28.593290202319622
resnet50_no_weights,CIFAR10,FP32,layer2.0.downsample.0.weight,34.83756265969112
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv1.weight,3.047654721044725
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv2.weight,7.225599260165773
resnet50_no_weights,CIFAR10,FP32,layer2.1.conv3.weight,8.358577392995358
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv1.weight,4.916171999538646
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv2.weight,7.253788532529558
resnet50_no_weights,CIFAR10,FP32,layer2.2.conv3.weight,7.319618532734532
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv1.weight,5.772017041842143
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv2.weight,14.96293467062491
resnet50_no_weights,CIFAR10,FP32,layer2.3.conv3.weight,8.73828652344252
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv1.weight,44.91012870348417
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv2.weight,43.73802089691162
resnet50_no_weights,CIFAR10,FP32,layer3.0.conv3.weight,28.835181987646855
resnet50_no_weights,CIFAR10,FP32,layer3.0.downsample.0.weight,40.7074933052063
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv1.weight,7.320676684379578
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv2.weight,20.788983980814617
resnet50_no_weights,CIFAR10,FP32,layer3.1.conv3.weight,13.04560956954956
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv1.weight,11.937845230102539
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv2.weight,27.497885630680965
resnet50_no_weights,CIFAR10,FP32,layer3.2.conv3.weight,13.570003232955933
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv1.weight,19.749651468717136
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv2.weight,31.614278966730293
resnet50_no_weights,CIFAR10,FP32,layer3.3.conv3.weight,14.208522233096035
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv1.weight,18.13314455608989
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv2.weight,25.52648777431912
resnet50_no_weights,CIFAR10,FP32,layer3.4.conv3.weight,16.45655038356781
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv1.weight,14.028122663497925
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv2.weight,10.271426094902885
resnet50_no_weights,CIFAR10,FP32,layer3.5.conv3.weight,7.2748598754405975
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv1.weight,29.32748821803502
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv2.weight,14.483588854471842
resnet50_no_weights,CIFAR10,FP32,layer4.0.conv3.weight,10.496953964233398
resnet50_no_weights,CIFAR10,FP32,layer4.0.downsample.0.weight,37.454838062154835
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv1.weight,33.93028858729771
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv2.weight,61.13070739746094
resnet50_no_weights,CIFAR10,FP32,layer4.1.conv3.weight,19.297787136501736
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv1.weight,19.245133421637796
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv2.weight,13.854595095612282
resnet50_no_weights,CIFAR10,FP32,layer4.2.conv3.weight,6.700675777026585
resnet50_no_weights,CIFAR10,FP32,fc.weight,4.28777403580515
resnet50_no_weights,CIFAR10,PTQ,conv1.weight,940.7799776238455
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv1.weight,6.7087627947330475
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv2.weight,18.816819751963894
resnet50_no_weights,CIFAR10,PTQ,layer1.0.conv3.weight,6.159156149591912
resnet50_no_weights,CIFAR10,PTQ,layer1.0.downsample.0.weight,2.330543497018516
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv1.weight,20.30863489508629
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv2.weight,3.772470593131308
resnet50_no_weights,CIFAR10,PTQ,layer1.1.conv3.weight,1.2086629745973783
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv1.weight,7.852103707492351
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv2.weight,1.1590571193024517
resnet50_no_weights,CIFAR10,PTQ,layer1.2.conv3.weight,0.5763064865513068
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv1.weight,7.808802091503797
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv2.weight,2.030654541824175
resnet50_no_weights,CIFAR10,PTQ,layer2.0.conv3.weight,0.7703122448276829
resnet50_no_weights,CIFAR10,PTQ,layer2.0.downsample.0.weight,0.7895339127968658
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv1.weight,0.7125853137934909
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv2.weight,0.19573951650548865
resnet50_no_weights,CIFAR10,PTQ,layer2.1.conv3.weight,0.5554214410483838
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv1.weight,0.8428802490234375
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv2.weight,0.15691447182410007
resnet50_no_weights,CIFAR10,PTQ,layer2.2.conv3.weight,0.28006921954014724
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv1.weight,0.45381507789716125
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv2.weight,0.16550055295228958
resnet50_no_weights,CIFAR10,PTQ,layer2.3.conv3.weight,0.19226019484577356
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv1.weight,0.5609944696361954
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv2.weight,0.5258147475265321
resnet50_no_weights,CIFAR10,PTQ,layer3.0.conv3.weight,0.7025758449373574
resnet50_no_weights,CIFAR10,PTQ,layer3.0.downsample.0.weight,1.6049139668112216
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv1.weight,0.1403865071479231
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv2.weight,0.17816446820894877
resnet50_no_weights,CIFAR10,PTQ,layer3.1.conv3.weight,0.7882557877085425
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv1.weight,0.08075558725330564
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv2.weight,0.13790392620783104
resnet50_no_weights,CIFAR10,PTQ,layer3.2.conv3.weight,0.660174414063945
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv1.weight,0.14504434913396835
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv2.weight,0.21310879999683016
resnet50_no_weights,CIFAR10,PTQ,layer3.3.conv3.weight,1.1959388366212016
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv1.weight,0.06615137227185786
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2.weight,0.10638872080523035
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3.weight,1.0210555111584456
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1.weight,0.06294751340756193
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2.weight,0.025685910185399865
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3.weight,0.2930037531515826
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1.weight,0.9615456944887053
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2.weight,0.1326447615865618
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3.weight,1.073559867647978
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0.weight,81.38402133517795
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1.weight,1.5169273507595062
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2.weight,2.3821085664359005
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3.weight,132.31126387914023
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1.weight,0.11551129198051058
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2.weight,0.26036802132924397
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3.weight,0.1816921214694562
resnet50_no_weights,CIFAR10,PTQ,fc.weight,23.729674269513385
resnet50_no_weights,CIFAR10,QAT,conv1.weight,94.07199008648212
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv1.weight,1.0830469220876693
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv2.weight,2.739737252394358
resnet50_no_weights,CIFAR10,QAT,layer1.0.conv3.weight,1.2878379027048747
resnet50_no_weights,CIFAR10,QAT,layer1.0.downsample.0.weight,3.2126279517456338
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv1.weight,2.339143966806346
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv2.weight,2.6439830462137857
resnet50_no_weights,CIFAR10,QAT,layer1.1.conv3.weight,0.7962242027646617
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv1.weight,3.5104756876826286
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv2.weight,4.383008912989967
resnet50_no_weights,CIFAR10,QAT,layer1.2.conv3.weight,2.0875690711869135
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv1.weight,15.593183493614196
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv2.weight,24.26794555912847
resnet50_no_weights,CIFAR10,QAT,layer2.0.conv3.weight,9.9528244580978
resnet50_no_weights,CIFAR10,QAT,layer2.0.downsample.0.weight,20.890370412306353
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv1.weight,2.1663788557052612
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2.weight,2.3722402811050416
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3.weight,2.9046418450095435
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1.weight,3.5147472183469315
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2.weight,2.501193722089132
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3.weight,2.878911737239722
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1.weight,4.884613700211048
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2.weight,5.338534084233371
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3.weight,3.4452783964775704
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1.weight,33.7114284399784
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2.weight,32.90756289164225
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3.weight,16.764185501978947
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0.weight,21.422495748938584
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1.weight,8.170806050300598
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2.weight,9.138668469020299
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3.weight,8.197099884351095
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1.weight,13.361525635970267
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2.weight,10.793689957980451
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3.weight,8.293388500213624
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1.weight,26.53311641399677
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2.weight,20.608952283859253
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3.weight,9.589358790715535
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1.weight,34.542961665562224
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2.weight,12.913317680358887
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3.weight,8.980701804161072
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1.weight,31.771944681803387
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2.weight,5.108158849534535
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3.weight,5.579416844579908
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1.weight,32.040519418387575
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2.weight,8.563331430608576
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3.weight,8.240912619091215
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0.weight,72.48384952545166
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1.weight,26.466538934146655
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2.weight,85.10754939488002
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3.weight,16.68662898881095
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1.weight,31.68137322153364
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2.weight,10.07046788079398
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3.weight,6.323010110855103
resnet50_no_weights,CIFAR10,QAT,fc.weight,6.348926067352295
