model,dataset,variant,probe_seed,canonical_layer,quantized_layer,weight_shape,hessian_trace,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",10.53580391407013,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",11.420860392706734,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.2.conv1,layer3.2.conv1,"(256, 1024, 1, 1)",11.724835235373417,aggregate,3,1.3666132579604977
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",24.844871804520892,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",28.012678651248706,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",28.067265737624396,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.2.conv2,layer3.2.conv2,"(256, 256, 3, 3)",26.97493873113133,aggregate,3,1.844893972937057
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",11.542630791664124,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",15.480079650878906,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",12.143415655408587,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.2.conv3,layer3.2.conv3,"(1024, 256, 1, 1)",13.055375365983872,aggregate,3,2.12123284083039
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",17.972001705529554,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",19.451494963272758,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",19.34437482110385,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.3.conv1,layer3.3.conv1,"(256, 1024, 1, 1)",18.92262382996872,aggregate,3,0.8250033326111469
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",33.89306478500366,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",34.980570999351706,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",35.96973856290182,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.3.conv2,layer3.3.conv2,"(256, 256, 3, 3)",34.94779144908573,aggregate,3,1.0387248765381436
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",15.887803162847247,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",15.86206615672392,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",13.764465570449829,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.3.conv3,layer3.3.conv3,"(1024, 256, 1, 1)",15.171444963340331,aggregate,3,1.2185478478028442
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",17.24899959564209,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",19.319959825939602,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",18.12501279045554,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.4.conv1,layer3.4.conv1,"(256, 1024, 1, 1)",18.231324070679076,aggregate,3,1.0395651182564547
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",32.827530490027534,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",28.81081497192383,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",31.331180279071514,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.4.conv2,layer3.4.conv2,"(256, 256, 3, 3)",30.989841913674294,aggregate,3,2.0299962556893583
resnet50_no_weights,CIFAR10,fp32_unfused,42,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",17.65879551569621,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,43,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",16.555671215057373,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,44,layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",16.375841796398163,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,"42,43,44",layer3.4.conv3,layer3.4.conv3,"(1024, 256, 1, 1)",16.863436175717247,aggregate,3,0.6946452437918604
