model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv2,-42.26999282836914,49.074974060058594,91.34496688842773,0.3582155704498291,118,0.25254878401756287,3.0017054080963135,17.84770393371582,70.6703221840682,361.692364680225
resnet50_no_weights,CIFAR10,PTQ,layer3.4.conv3,-29.101869583129883,27.984045028686523,57.085914611816406,0.2238663285970688,130,0.044776950031518936,1.0410640239715576,9.152687072753906,204.4062194122476,1274.8951094621914
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv1,-52.00236892700195,48.78786849975586,100.79023742675781,0.39525583386421204,132,0.2271307110786438,2.5534627437591553,16.178897857666016,71.23166119118117,443.7543340048774
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv2,-61.12300491333008,73.40970611572266,134.53271102905273,0.5275792479515076,116,0.22288067638874054,5.971364498138428,25.142080307006836,112.80511489096037,603.6086807023395
resnet50_no_weights,CIFAR10,PTQ,layer3.5.conv3,-46.99320983886719,45.30756759643555,92.30077743530273,0.36196383833885193,130,0.01648685336112976,2.4029595851898193,14.417752265930176,874.4999394440056,5598.447163539146
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv1,-64.69898223876953,58.931182861328125,123.63016510009766,0.48482418060302734,133,0.252525269985199,3.3710994720458984,19.156721115112305,75.86061037073684,489.57541994646266
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv2,-86.23670196533203,84.69078826904297,170.927490234375,0.6703038811683655,129,0.2421921193599701,7.061610698699951,26.44232749938965,109.179140796437,705.7516598231073
resnet50_no_weights,CIFAR10,PTQ,layer4.0.conv3,-173.0734100341797,204.38475036621094,377.4581604003906,1.480228066444397,117,0.02094699814915657,3.3960320949554443,64.93569946289062,3100.000248269715,18019.677937269927
resnet50_no_weights,CIFAR10,PTQ,layer4.0.downsample.0,-81.84884643554688,82.09917449951172,163.9480209350586,0.6429334282875061,127,0.25576114654541016,3.7587718963623047,27.75223159790039,108.50839532412327,641.0200421350933
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv1,-54.29488754272461,71.11144256591797,125.40633010864258,0.4917895197868347,110,0.16631659865379333,1.2979987859725952,16.938922882080078,101.84745851699593,754.0217339923475
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv2,-28.255952835083008,37.39591979980469,65.6518726348877,0.25745832920074463,110,0.227594792842865,1.3546479940414429,8.095772743225098,35.57099282501839,288.45946699762493
resnet50_no_weights,CIFAR10,PTQ,layer4.1.conv3,-22.94931983947754,21.629844665527344,44.57916450500488,0.17482024431228638,131,0.04123356193304062,0.10056965053081512,4.753927230834961,115.29266471218,1081.1378502152495
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv1,-104.3327407836914,157.138671875,261.4714126586914,1.0253781080245972,102,0.2432691603899002,1.2187467813491821,35.8829345703125,147.50301482029636,1074.8235092340415
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv2,-77.68695831298828,121.63396453857422,199.3209228515625,0.7816506624221802,99,0.20866228640079498,1.8305492401123047,27.01836395263672,129.48369549033075,955.2321422794641
resnet50_no_weights,CIFAR10,PTQ,layer4.2.conv3,-67.93933868408203,25.90550994873047,93.8448486328125,0.3680190145969391,185,0.0,0.01221329253166914,5.841009140014648,inf,inf
resnet50_no_weights,CIFAR10,PTQ,fc,-28.772472381591797,65.03076171875,93.8032341003418,0.36785584688186646,78,2.8648431301116943,4.853770732879639,8.191756248474121,2.8594083083895563,32.74288672716422
