epoch,total_s,train_s,val_s
1,6.603,5.723,0.88
2,6.528,5.656,0.872
3,6.609,5.754,0.856
4,6.588,5.717,0.871
5,6.534,5.654,0.88
6,6.51,5.639,0.871
7,6.538,5.674,0.864
8,6.581,5.728,0.853
9,6.535,5.658,0.877
10,6.56,5.687,0.872
11,6.568,5.715,0.853
12,6.573,5.688,0.885
13,6.554,5.701,0.853
14,6.585,5.681,0.904
15,6.516,5.642,0.874
16,6.64,5.748,0.892
17,6.577,5.706,0.871
18,6.541,5.674,0.867
19,6.615,5.718,0.896
20,6.575,5.697,0.877
