epoch,total_s,train_s,val_s
1,158.921,151.192,7.729
2,160.034,150.797,9.237
3,153.475,144.276,9.199
4,149.688,141.268,8.42
5,152.034,143.104,8.929
6,154.765,146.543,8.222
7,157.723,149.809,7.914
8,159.44,150.591,8.849
9,152.958,144.605,8.353
10,149.135,140.187,8.948
11,152.841,143.227,9.613
12,157.275,149.124,8.15
13,157.852,150.441,7.411
14,156.735,146.836,9.899
15,157.944,149.272,8.672
16,159.505,150.312,9.193
17,150.831,142.65,8.18
18,155.473,146.996,8.477
19,155.241,147.089,8.152
20,155.567,146.981,8.585
21,160.786,152.944,7.841
22,156.177,147.362,8.815
23,160.249,152.269,7.98
24,155.164,146.925,8.24
25,148.342,140.414,7.929
26,153.233,145.774,7.459
27,150.687,141.937,8.75
28,154.028,146.091,7.936
29,154.169,146.576,7.593
30,155.012,147.579,7.433
31,151.253,142.751,8.502
32,146.66,139.114,7.546
33,153.078,144.424,8.654
34,151.663,143.125,8.538
35,160.518,151.44,9.077
36,161.499,153.442,8.057
37,168.524,159.057,9.467
38,167.21,158.341,8.869
39,174.202,163.886,10.317
40,177.511,168.104,9.408
41,176.344,167.522,8.822
42,171.075,161.518,9.557
43,176.387,165.847,10.54
44,171.065,161.73,9.335
45,172.486,163.255,9.232
46,169.808,160.849,8.959
47,172.247,161.96,10.287
48,177.983,168.841,9.142
49,175.837,167.149,8.688
50,172.363,164.257,8.106
51,155.687,146.842,8.845
52,161.485,153.103,8.382
53,162.882,154.37,8.512
54,161.471,152.348,9.123
55,161.126,153.196,7.93
56,157.839,148.404,9.435
57,160.367,151.86,8.507
58,160.712,152.226,8.485
59,160.958,152.294,8.664
60,164.386,156.12,8.266
61,162.933,154.036,8.898
62,159.773,150.96,8.812
63,164.726,155.914,8.812
64,162.209,153.56,8.649
65,159.262,151.553,7.709
66,158.693,150.323,8.371
67,167.432,158.788,8.644
68,159.805,151.325,8.48
69,157.615,149.694,7.921
70,163.897,154.562,9.335
71,162.928,153.789,9.139
72,154.297,146.51,7.787
73,156.208,147.522,8.686
74,161.335,152.532,8.803
75,154.956,147.555,7.401
76,161.68,152.344,9.336
77,159.831,150.483,9.348
78,156.661,149.417,7.244
79,164.918,156.312,8.606
80,157.441,148.858,8.582
81,158.609,150.533,8.076
82,162.689,153.279,9.411
83,163.186,153.826,9.359
84,162.39,152.281,10.109
85,168.367,159.375,8.992
86,164.313,155.475,8.837
87,162.29,152.886,9.403
88,160.964,152.593,8.371
89,160.344,151.563,8.781
90,160.939,151.29,9.649
91,163.269,155.095,8.174
92,164.535,154.288,10.247
93,163.93,155.577,8.352
94,161.006,152.954,8.053
95,160.044,151.775,8.27
96,162.114,153.802,8.312
97,165.622,157.217,8.405
98,170.847,162.164,8.683
99,163.965,155.937,8.028
100,164.843,156.025,8.818
101,161.271,151.977,9.294
102,165.579,156.938,8.64
103,164.751,155.436,9.315
104,160.474,151.913,8.561
105,167.252,158.573,8.678
106,167.262,158.073,9.189
107,162.119,153.439,8.68
108,166.887,158.353,8.533
109,164.242,155.876,8.366
110,164.025,154.561,9.464
111,160.596,152.365,8.231
112,161.781,153.244,8.537
113,158.797,149.787,9.01
114,163.825,154.186,9.639
115,158.708,150.147,8.561
116,164.825,157.247,7.578
117,160.11,151.378,8.732
118,159.401,151.367,8.034
119,166.222,157.315,8.907
120,162.2,153.107,9.093
121,163.37,155.128,8.242
122,166.247,158.557,7.69
123,160.332,151.351,8.981
124,165.164,156.726,8.438
125,163.453,154.732,8.721
126,160.58,152.443,8.137
127,169.487,161.581,7.906
128,163.362,154.333,9.029
129,163.427,153.97,9.457
130,159.434,150.706,8.729
131,166.273,156.535,9.738
132,166.118,157.085,9.033
133,165.374,157.249,8.125
134,164.114,154.603,9.511
135,164.233,155.949,8.284
136,166.221,157.746,8.475
137,168.128,160.596,7.532
138,161.04,152.711,8.329
139,163.179,154.59,8.59
140,165.503,157.089,8.414
141,154.021,145.729,8.293
142,164.399,155.145,9.254
143,166.859,158.271,8.588
144,172.291,162.36,9.931
145,169.328,160.208,9.121
146,167.497,158.793,8.704
147,167.064,159.139,7.925
148,159.16,151.321,7.838
149,172.369,162.03,10.339
150,170.455,162.08,8.375
151,165.771,157.381,8.39
152,169.27,162.251,7.019
153,167.398,158.727,8.671
154,168.3,158.515,9.785
155,168.23,159.989,8.241
156,166.22,156.405,9.815
157,168.403,160.765,7.638
158,156.892,149.696,7.196
159,163.386,154.439,8.947
160,166.387,157.584,8.803
161,166.843,156.931,9.912
162,165.543,155.743,9.801
163,163.07,154.261,8.809
164,165.91,157.032,8.878
