model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed
resnet50_no_weights,CIFAR10,qat,layer3.3.conv2,"(256, 256, 3, 3)",23.92712688446045,4.0566553555739425e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.3.conv3,"(1024, 256, 1, 1)",11.030901735479182,4.20795506877105e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.4.conv1,"(256, 1024, 1, 1)",26.031051218509674,9.930057990459318e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.4.conv2,"(256, 256, 3, 3)",12.512554752826691,2.1214048178484924e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.4.conv3,"(1024, 256, 1, 1)",8.952907696748392,3.415263251017911e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.5.conv1,"(256, 1024, 1, 1)",31.5308251953125,0.00012028055265545845,20260811
resnet50_no_weights,CIFAR10,qat,layer3.5.conv2,"(256, 256, 3, 3)",5.650203049182892,9.579472943086228e-06,20260811
resnet50_no_weights,CIFAR10,qat,layer3.5.conv3,"(1024, 256, 1, 1)",4.937425844130978,1.8834784866832648e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.0.conv1,"(512, 1024, 1, 1)",28.251253218877885,5.3884989202266474e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.0.conv2,"(512, 512, 3, 3)",8.654247003443102,3.668148042230861e-06,20260811
resnet50_no_weights,CIFAR10,qat,layer4.0.conv3,"(2048, 512, 1, 1)",6.846701039208306,6.529522933204943e-06,20260811
resnet50_no_weights,CIFAR10,qat,layer4.0.downsample.0,"(2048, 1024, 1, 1)",60.69456405639649,2.8941423443029636e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.1.conv1,"(512, 2048, 1, 1)",27.05838508605957,2.580488690000493e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.1.conv2,"(512, 512, 3, 3)",76.0950967348539,3.225330638243523e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.1.conv3,"(2048, 512, 1, 1)",18.72031409812696,1.7853082750441512e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.2.conv1,"(512, 2048, 1, 1)",28.738894545513652,2.740754560996404e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer4.2.conv2,"(512, 512, 3, 3)",10.322697466070002,4.375329533076817e-06,20260811
resnet50_no_weights,CIFAR10,qat,layer4.2.conv3,"(2048, 512, 1, 1)",5.075634203459087,4.840501979312026e-06,20260811
resnet50_no_weights,CIFAR10,qat,fc,"(10, 2048)",5.748412431296655,0.000280684200746907,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,conv1,"(64, 3, 3, 3)",182.32839703559875,0.10551411865486039,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.0.conv1,"(64, 64, 1, 1)",2.960449221341506,0.0007227659231790786,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.0.conv2,"(64, 64, 3, 3)",4.118503246988569,0.00011172155075381317,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.0.conv3,"(256, 64, 1, 1)",1.7007639805475872,0.00010380639529709394,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.0.downsample.0,"(256, 64, 1, 1)",6.315779365342239,0.0003854845804041894,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.1.conv1,"(64, 256, 1, 1)",3.469004701395504,0.00021173124398165917,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.1.conv2,"(64, 64, 3, 3)",2.982423443264431,8.090341371702558e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.1.conv3,"(256, 64, 1, 1)",1.3550460306373802,8.270544620589479e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.2.conv1,"(64, 256, 1, 1)",6.853664153661484,0.00041831446250375267,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.2.conv2,"(64, 64, 3, 3)",8.687376010985602,0.00023566015654800354,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer1.2.conv3,"(256, 64, 1, 1)",3.9487818589916936,0.0002410145177607235,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.0.conv1,"(128, 256, 1, 1)",34.86940706066969,0.0010641298541464138,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.0.conv2,"(128, 128, 3, 3)",40.72398801003733,0.0002761772190350839,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.0.conv3,"(512, 128, 1, 1)",21.022127516129437,0.00032077220941359615,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.0.downsample.0,"(512, 256, 1, 1)",38.00792333354121,0.00028997744242508855,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.1.conv1,"(128, 512, 1, 1)",5.231529716402292,7.982680841678302e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.1.conv2,"(128, 128, 3, 3)",5.939949306574735,4.0282859338207565e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.1.conv3,"(512, 128, 1, 1)",5.278582215309143,8.054477257246617e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.2.conv1,"(128, 512, 1, 1)",6.425997945240566,9.805294716248422e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.2.conv2,"(128, 128, 3, 3)",5.944499208813622,4.031371533754898e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.2.conv3,"(512, 128, 1, 1)",5.804603463127499,8.857121983531951e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.3.conv1,"(128, 512, 1, 1)",10.050987222255804,0.00015336589389428412,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.3.conv2,"(128, 128, 3, 3)",10.706117055632852,7.260550303570456e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer2.3.conv3,"(512, 128, 1, 1)",8.852600608553205,0.0001350799653404725,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.0.conv1,"(256, 512, 1, 1)",95.25882304798473,0.0007267671436156062,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.0.conv2,"(256, 256, 3, 3)",52.41571262904576,8.886670028524739e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.0.conv3,"(1024, 256, 1, 1)",24.754823543407298,9.443215768206519e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.0.downsample.0,"(1024, 512, 1, 1)",36.41758450217869,6.946103001056422e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.1.conv1,"(256, 1024, 1, 1)",13.389276880966989,5.10760379065208e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.1.conv2,"(256, 256, 3, 3)",17.222518348693846,2.9199419400861692e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.1.conv3,"(1024, 256, 1, 1)",11.947578276906695,4.557639418375662e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.2.conv1,"(256, 1024, 1, 1)",18.39452181922065,7.016953208626041e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.2.conv2,"(256, 256, 3, 3)",18.53013038635254,3.141637231844167e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.2.conv3,"(1024, 256, 1, 1)",9.562291728125679,3.6477248108389583e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.3.conv1,"(256, 1024, 1, 1)",39.933575093746185,0.00015233449971674418,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.3.conv2,"(256, 256, 3, 3)",30.4165913431268,5.156892792278171e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.3.conv3,"(1024, 256, 1, 1)",12.183462563683005,4.647622132752611e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.4.conv1,"(256, 1024, 1, 1)",49.352177200317385,0.0001882636154186912,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.4.conv2,"(256, 256, 3, 3)",17.257521288735525,2.925876412071317e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.4.conv3,"(1024, 256, 1, 1)",14.083773683618617,5.372533296058127e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.5.conv1,"(256, 1024, 1, 1)",39.07585263252258,0.00014906254818924936,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.5.conv2,"(256, 256, 3, 3)",7.1658207654953,1.2149083057819452e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer3.5.conv3,"(1024, 256, 1, 1)",6.960221069199698,2.6551136280821603e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.0.conv1,"(512, 1024, 1, 1)",57.827742990457786,0.00011029766653148229,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.0.conv2,"(512, 512, 3, 3)",12.831776828300661,5.438815997780974e-06,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.0.conv3,"(2048, 512, 1, 1)",9.906225345752857,9.447312684777123e-06,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.0.downsample.0,"(2048, 1024, 1, 1)",84.8139877319336,4.044246088596992e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.1.conv1,"(512, 2048, 1, 1)",37.58235138341,3.5841323264513016e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.1.conv2,"(512, 512, 3, 3)",103.24100716908772,4.375924308314333e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.1.conv3,"(2048, 512, 1, 1)",20.008975916895373,1.9082046429534314e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.2.conv1,"(512, 2048, 1, 1)",39.46009560518487,3.763207970159995e-05,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.2.conv2,"(512, 512, 3, 3)",12.037844479084015,5.1023036020423106e-06,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,layer4.2.conv3,"(2048, 512, 1, 1)",5.571222850254604,5.313132143263439e-06,20260811
resnet50_no_weights,CIFAR10,fp32_fused_qat,fc,"(10, 2048)",7.246921701431274,0.00035385359870269896,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",23.163068470201996,0.013404553512848376,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 3, 3)",44.141142284168915,0.0011974051183856584,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",60.93810072812167,0.0016530517775640644,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,"(64, 64, 3, 3)",69.25918344350961,0.001878775592543121,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,"(64, 64, 3, 3)",35.54911634271795,0.0009643314980120972,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer2.0.conv1,"(128, 64, 3, 3)",56.44635560777452,0.0007656026965030181,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer2.0.conv2,"(128, 128, 3, 3)",70.44087092081706,0.0004777077292264612,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer2.0.downsample.0,"(128, 64, 1, 1)",45.21985471248627,0.005520001795957796,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer2.1.conv1,"(128, 128, 3, 3)",58.272343345310375,0.00039518462012607406,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer2.1.conv2,"(128, 128, 3, 3)",36.89793627970928,0.0002502301451260666,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer3.0.conv1,"(256, 128, 3, 3)",71.88807278587704,0.00024376109749985433,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer3.0.conv2,"(256, 256, 3, 3)",96.42519569396973,0.00016348130237828527,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer3.0.downsample.0,"(256, 128, 1, 1)",33.33256648835682,0.001017229201915186,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer3.1.conv1,"(256, 256, 3, 3)",90.9582172575451,0.00015421247229265866,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer3.1.conv2,"(256, 256, 3, 3)",57.297394661676314,9.71432065525925e-05,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer4.0.conv1,"(512, 256, 3, 3)",55.00519943237305,4.6628485304406946e-05,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer4.0.conv2,"(512, 512, 3, 3)",59.894605944233554,2.538664328012829e-05,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer4.0.downsample.0,"(512, 256, 1, 1)",27.647567075841568,0.00021093419705079321,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer4.1.conv1,"(512, 512, 3, 3)",55.22292317284478,2.340652600303005e-05,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,layer4.1.conv2,"(512, 512, 3, 3)",17.91887903213501,7.595010982994508e-06,20260811
resnet18_no_weights,CIFAR10,fp32_unfused,fc,"(10, 512)",4.181825692837055,0.0008167628306322373,20260811
resnet18_no_weights,CIFAR10,fp32_fused,conv1,"(64, 3, 3, 3)",235.23335435655383,0.13613041340078347,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer1.0.conv1,"(64, 64, 3, 3)",98.01250110973011,0.0026587592531936337,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer1.0.conv2,"(64, 64, 3, 3)",63.06606425661029,0.001710776482655444,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer1.1.conv1,"(64, 64, 3, 3)",404.1383695602417,0.010962954903435376,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer1.1.conv2,"(64, 64, 3, 3)",42.117038669008195,0.0011424977937556477,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer2.0.conv1,"(128, 64, 3, 3)",217.59389630485984,0.002951306102225204,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer2.0.conv2,"(128, 128, 3, 3)",47.969253026522125,0.00032531231707439595,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer2.0.downsample.0,"(128, 64, 1, 1)",33.555938720703125,0.004096183925867081,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer2.1.conv1,"(128, 128, 3, 3)",161.87845109638414,0.0010978085062417545,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer2.1.conv2,"(128, 128, 3, 3)",22.71290464401245,0.00015403174264873895,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer3.0.conv1,"(256, 128, 3, 3)",297.2974407196045,0.0010080886526136763,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer3.0.conv2,"(256, 256, 3, 3)",61.41081776338465,0.00010411719048967938,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer3.0.downsample.0,"(256, 128, 1, 1)",29.4948626686545,0.0009001117757768096,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer3.1.conv1,"(256, 256, 3, 3)",115.8140053127123,0.00019635349750554793,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer3.1.conv2,"(256, 256, 3, 3)",19.09822430330164,3.237953067915453e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer4.0.conv1,"(512, 256, 3, 3)",110.55589763934796,9.371939564967512e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer4.0.conv2,"(512, 512, 3, 3)",22.44846417563302,9.514899434252006e-06,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer4.0.downsample.0,"(512, 256, 1, 1)",8.6509644644601,6.600162097518998e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer4.1.conv1,"(512, 512, 3, 3)",95.62105892866086,4.052948800348106e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused,layer4.1.conv2,"(512, 512, 3, 3)",2.954489074255291,1.2522757103200663e-06,20260811
resnet18_no_weights,CIFAR10,fp32_fused,fc,"(10, 512)",3.837295584189586,0.0007494717937870285,20260811
resnet18_no_weights,CIFAR10,ptq,conv1,"(64, 3, 3, 3)",181.13496289934432,0.10482347390008352,20260811
resnet18_no_weights,CIFAR10,ptq,layer1.0.conv1,"(64, 64, 3, 3)",83.44380207061768,0.002263557998877433,20260811
resnet18_no_weights,CIFAR10,ptq,layer1.0.conv2,"(64, 64, 3, 3)",56.82475164958409,0.0015414700425776934,20260811
resnet18_no_weights,CIFAR10,ptq,layer1.1.conv1,"(64, 64, 3, 3)",308.62564677576864,0.008372006477207266,20260811
resnet18_no_weights,CIFAR10,ptq,layer1.1.conv2,"(64, 64, 3, 3)",35.9549367181186,0.0009753400802441027,20260811
resnet18_no_weights,CIFAR10,ptq,layer2.0.conv1,"(128, 64, 3, 3)",193.31502806834686,0.0026220028763610415,20260811
resnet18_no_weights,CIFAR10,ptq,layer2.0.conv2,"(128, 128, 3, 3)",38.53166027069092,0.0002613095450215042,20260811
resnet18_no_weights,CIFAR10,ptq,layer2.0.downsample.0,"(128, 64, 1, 1)",25.41041158593219,0.0031018568830483632,20260811
resnet18_no_weights,CIFAR10,ptq,layer2.1.conv1,"(128, 128, 3, 3)",132.9081802368164,0.000901341283073028,20260811
resnet18_no_weights,CIFAR10,ptq,layer2.1.conv2,"(128, 128, 3, 3)",19.897753385397102,0.00013494027632240873,20260811
resnet18_no_weights,CIFAR10,ptq,layer3.0.conv1,"(256, 128, 3, 3)",240.82840372721355,0.0008166110694960312,20260811
resnet18_no_weights,CIFAR10,ptq,layer3.0.conv2,"(256, 256, 3, 3)",58.084185943603515,9.847714902005262e-05,20260811
resnet18_no_weights,CIFAR10,ptq,layer3.0.downsample.0,"(256, 128, 1, 1)",27.136493942954324,0.0008281400739426979,20260811
resnet18_no_weights,CIFAR10,ptq,layer3.1.conv1,"(256, 256, 3, 3)",105.92802549663342,0.00017959259965113903,20260811
resnet18_no_weights,CIFAR10,ptq,layer3.1.conv2,"(256, 256, 3, 3)",18.720828533172607,3.173968596254579e-05,20260811
resnet18_no_weights,CIFAR10,ptq,layer4.0.conv1,"(512, 256, 3, 3)",98.99110488891601,8.391579936465455e-05,20260811
resnet18_no_weights,CIFAR10,ptq,layer4.0.conv2,"(512, 512, 3, 3)",20.998636627197264,8.90038241373582e-06,20260811
resnet18_no_weights,CIFAR10,ptq,layer4.0.downsample.0,"(512, 256, 1, 1)",10.155955397564432,7.7483790569797e-05,20260811
resnet18_no_weights,CIFAR10,ptq,layer4.1.conv1,"(512, 512, 3, 3)",87.2209602355957,3.696906205732375e-05,20260811
resnet18_no_weights,CIFAR10,ptq,layer4.1.conv2,"(512, 512, 3, 3)",3.022899036822112,1.281271632225084e-06,20260811
resnet18_no_weights,CIFAR10,ptq,fc,"(10, 512)",4.128537886282977,0.000806355055914644,20260811
resnet18_no_weights,CIFAR10,qat,conv1,"(64, 3, 3, 3)",125.22387981414795,0.07246752304059488,20260811
resnet18_no_weights,CIFAR10,qat,layer1.0.conv1,"(64, 64, 3, 3)",47.91621742248535,0.0012998105854623847,20260811
resnet18_no_weights,CIFAR10,qat,layer1.0.conv2,"(64, 64, 3, 3)",26.777388440238106,0.0007263831499630562,20260811
resnet18_no_weights,CIFAR10,qat,layer1.1.conv1,"(64, 64, 3, 3)",177.51595543170797,0.004815428478507703,20260811
resnet18_no_weights,CIFAR10,qat,layer1.1.conv2,"(64, 64, 3, 3)",21.150343333973606,0.0005737397822800999,20260811
resnet18_no_weights,CIFAR10,qat,layer2.0.conv1,"(128, 64, 3, 3)",107.81985855102539,0.0014624004252254963,20260811
resnet18_no_weights,CIFAR10,qat,layer2.0.conv2,"(128, 128, 3, 3)",24.509868663290273,0.00016621818483676673,20260811
resnet18_no_weights,CIFAR10,qat,layer2.0.downsample.0,"(128, 64, 1, 1)",14.17612065338507,0.0017304834781964196,20260811
resnet18_no_weights,CIFAR10,qat,layer2.1.conv1,"(128, 128, 3, 3)",76.95908595897534,0.00052191220404036,20260811
resnet18_no_weights,CIFAR10,qat,layer2.1.conv2,"(128, 128, 3, 3)",12.418569876223195,8.42188169774251e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer3.0.conv1,"(256, 128, 3, 3)",160.71845517839705,0.000544970890226227,20260811
resnet18_no_weights,CIFAR10,qat,layer3.0.conv2,"(256, 256, 3, 3)",36.94093829707096,6.263044280509263e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer3.0.downsample.0,"(256, 128, 1, 1)",15.944805410173204,0.00048659684479288344,20260811
resnet18_no_weights,CIFAR10,qat,layer3.1.conv1,"(256, 256, 3, 3)",73.72272502674775,0.00012499105669953707,20260811
resnet18_no_weights,CIFAR10,qat,layer3.1.conv2,"(256, 256, 3, 3)",13.338819254999576,2.2614914372761325e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer4.0.conv1,"(512, 256, 3, 3)",70.4952815246582,5.9759590593684046e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer4.0.conv2,"(512, 512, 3, 3)",13.805759239196778,5.851643557737892e-06,20260811
resnet18_no_weights,CIFAR10,qat,layer4.0.downsample.0,"(512, 256, 1, 1)",5.3909759243329365,4.112988223520612e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer4.1.conv1,"(512, 512, 3, 3)",53.98611038381403,2.2882296406984978e-05,20260811
resnet18_no_weights,CIFAR10,qat,layer4.1.conv2,"(512, 512, 3, 3)",1.9322838997229552,8.190086787427077e-07,20260811
resnet18_no_weights,CIFAR10,qat,fc,"(10, 512)",2.942515297730764,0.0005747100190880398,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,conv1,"(64, 3, 3, 3)",164.17547988891602,0.09500895826904862,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer1.0.conv1,"(64, 64, 3, 3)",57.23347600301107,0.0015525574002552916,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer1.0.conv2,"(64, 64, 3, 3)",41.68367272331601,0.0011307419901073136,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer1.1.conv1,"(64, 64, 3, 3)",233.09403006813744,0.006323080242733763,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer1.1.conv2,"(64, 64, 3, 3)",24.97739153322966,0.000677555108865822,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer2.0.conv1,"(128, 64, 3, 3)",131.54662227630615,0.0017842152543986838,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer2.0.conv2,"(128, 128, 3, 3)",28.835485458374023,0.00019555315116627348,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer2.0.downsample.0,"(128, 64, 1, 1)",18.156802313668386,0.002216406532430223,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer2.1.conv1,"(128, 128, 3, 3)",114.25373911857605,0.0007748327576943362,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer2.1.conv2,"(128, 128, 3, 3)",14.123091506958009,9.57783440955811e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer3.0.conv1,"(256, 128, 3, 3)",193.43750091552735,0.0006559160051660405,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer3.0.conv2,"(256, 256, 3, 3)",39.942270159721375,6.771896389384185e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer3.0.downsample.0,"(256, 128, 1, 1)",17.75098403294881,0.0005417170420211429,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer3.1.conv1,"(256, 256, 3, 3)",90.88071499700132,0.00015408107333204706,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer3.1.conv2,"(256, 256, 3, 3)",12.401932745268851,2.1026497303040993e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer4.0.conv1,"(512, 256, 3, 3)",70.30321841769748,5.959677668058394e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer4.0.conv2,"(512, 512, 3, 3)",15.69480629456349,6.6523260729317095e-06,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer4.0.downsample.0,"(512, 256, 1, 1)",5.1469622818199365,3.9268205885467045e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer4.1.conv1,"(512, 512, 3, 3)",55.64882687159947,2.3587047522481057e-05,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,layer4.1.conv2,"(512, 512, 3, 3)",2.0608085261450872,8.734845166291501e-07,20260811
resnet18_no_weights,CIFAR10,fp32_fused_qat,fc,"(10, 512)",3.0237527141968408,0.0005905767019915704,20260811
cnn,CIFAR10,fp32_unfused,conv1,"(32, 3, 3, 3)",54.07831072807312,0.06259063741675129,20260811
cnn,CIFAR10,fp32_unfused,conv2,"(64, 32, 3, 3)",125.85598815114875,0.006828124357158678,20260811
cnn,CIFAR10,fp32_unfused,conv3,"(128, 64, 3, 3)",182.93697320847284,0.002481241498595823,20260811
cnn,CIFAR10,fp32_unfused,conv4,"(256, 128, 3, 3)",66.9202526807785,0.0002269160043700443,20260811
cnn,CIFAR10,fp32_unfused,fc1,"(1024, 1024)",12.726255397001902,1.2136702916147138e-05,20260811
cnn,CIFAR10,fp32_unfused,fc2,"(10, 1024)",5.432013899939401,0.0005304701074159571,20260811
cnn,CIFAR10,fp32_fused,conv1,"(32, 3, 3, 3)",333.6462240508108,0.3861646111699199,20260811
cnn,CIFAR10,fp32_fused,conv2,"(64, 32, 3, 3)",706.2593449183872,0.03831702175121458,20260811
cnn,CIFAR10,fp32_fused,conv3,"(128, 64, 3, 3)",386.57933044433594,0.005243317741486762,20260811
cnn,CIFAR10,fp32_fused,conv4,"(256, 128, 3, 3)",22.84525146484375,7.746463848484887e-05,20260811
cnn,CIFAR10,fp32_fused,fc1,"(1024, 1024)",13.043013572692871,1.2438787052815314e-05,20260811
cnn,CIFAR10,fp32_fused,fc2,"(10, 1024)",4.289026045799256,0.00041885019978508357,20260811
cnn,CIFAR10,ptq,conv1,"(32, 3, 3, 3)",301.94979467147436,0.34947892901791017,20260811
cnn,CIFAR10,ptq,conv2,"(64, 32, 3, 3)",896.7506974017034,0.048651839051741724,20260811
cnn,CIFAR10,ptq,conv3,"(128, 64, 3, 3)",403.57933840544325,0.005473895106410634,20260811
cnn,CIFAR10,ptq,conv4,"(256, 128, 3, 3)",26.70235761006673,9.054347605409997e-05,20260811
cnn,CIFAR10,ptq,fc1,"(1024, 1024)",18.975862329656426,1.8096792535454203e-05,20260811
cnn,CIFAR10,ptq,fc2,"(10, 1024)",5.0109561170850485,0.0004893511833090867,20260811
cnn,CIFAR10,qat,conv1,"(32, 3, 3, 3)",220.3073022024972,0.2549853034751125,20260811
cnn,CIFAR10,qat,conv2,"(64, 32, 3, 3)",533.246195765904,0.028930457669591143,20260811
cnn,CIFAR10,qat,conv3,"(128, 64, 3, 3)",284.0837211608887,0.003853132068696949,20260811
cnn,CIFAR10,qat,conv4,"(256, 128, 3, 3)",17.19393993307043,5.830193390933712e-05,20260811
cnn,CIFAR10,qat,fc1,"(1024, 1024)",11.734150767326355,1.1190558211637835e-05,20260811
cnn,CIFAR10,qat,fc2,"(10, 1024)",4.838025161198208,0.0004724633946482625,20260811
cnn,CIFAR10,fp32_fused_qat,conv1,"(32, 3, 3, 3)",311.4180428641183,0.3604375496112481,20260811
