epoch,total_s,train_s,val_s
1,9.996,8.764,1.232
2,9.672,8.554,1.118
3,9.969,8.847,1.122
4,9.828,8.692,1.136
5,9.812,8.682,1.13
6,9.849,8.702,1.146
7,9.791,8.652,1.138
8,9.783,8.652,1.131
9,9.837,8.698,1.14
10,9.821,8.678,1.142
11,9.814,8.66,1.154
12,9.634,8.501,1.133
13,9.874,8.71,1.164
14,9.761,8.627,1.134
15,9.736,8.604,1.132
16,9.802,8.659,1.143
17,9.943,8.801,1.141
18,9.778,8.638,1.139
19,9.679,8.533,1.146
20,10.088,8.954,1.134
