model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv2,-2.202876567840576,4.093162536621094,6.29603910446167,0.024690348654985428,89,0.41878750920295715,0.7504267692565918,1.7915574312210083,4.277962909234633,15.033970608255219
resnet50_no_weights,CIFAR10,QAT,layer2.1.conv3,-15.836856842041016,16.124433517456055,31.96129035949707,0.1253383904695511,126,0.36167511343955994,0.7253755331039429,2.95927357673645,8.182132158869091,88.37016751178311
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv1,-3.5145421028137207,3.289114475250244,6.803656578063965,0.02668100595474243,132,0.406866192817688,0.7541878819465637,1.5848755836486816,3.8953238475599914,16.722098562542904
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv2,-3.0007901191711426,4.477757453918457,7.4785475730896,0.0293276384472847,102,0.3616067171096802,0.6670483350753784,1.5172972679138184,4.195987508311694,20.681439860591016
resnet50_no_weights,CIFAR10,QAT,layer2.2.conv3,-11.649043083190918,10.523221969604492,22.17226505279541,0.08695005625486374,134,0.16336411237716675,0.30954405665397644,1.0010347366333008,6.127629392201897,135.72298548413872
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv1,-3.138540029525757,3.385169267654419,6.523709297180176,0.0255831740796566,123,0.46384793519973755,0.8320237398147583,2.014777898788452,4.34361726310341,14.064327556769227
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv2,-4.652151107788086,4.338837623596191,8.990988731384277,0.03525878116488457,132,0.38618117570877075,0.7687532305717468,2.357316732406616,6.104173068716146,23.281789214305505
resnet50_no_weights,CIFAR10,QAT,layer2.3.conv3,-6.020198345184326,4.299919605255127,10.320117950439453,0.04047105088829994,149,0.08649419248104095,0.15880224108695984,0.6949837803840637,8.03503403464227,119.31573270311259
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv1,-3.467703342437744,3.875379800796509,7.343083143234253,0.028796404600143433,120,0.48674535751342773,0.8522963523864746,3.6435437202453613,7.485523311118273,15.086087684013876
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv2,-3.285633087158203,3.077049970626831,6.362683057785034,0.024951700121164322,132,0.5302530527114868,0.9382948875427246,2.35164213180542,4.434943127210923,11.999333196195666
resnet50_no_weights,CIFAR10,QAT,layer3.0.conv3,-2.993419885635376,4.3344902992248535,7.3279101848602295,0.0287369042634964,104,0.21501348912715912,0.3769071698188782,1.4003171920776367,6.512694611683122,34.0811649288036
resnet50_no_weights,CIFAR10,QAT,layer3.0.downsample.0,-3.814640998840332,3.510117292404175,7.324758291244507,0.028724543750286102,133,0.4177977740764618,0.7801053524017334,2.3335142135620117,5.5852720104127505,17.531826988393654
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv1,-4.029951095581055,3.7168257236480713,7.746776819229126,0.030379515141248703,133,0.44166091084480286,0.6894336938858032,1.5150597095489502,3.4303685754099567,17.5401006269973
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv2,-2.8546953201293945,3.6313507556915283,6.486046075820923,0.025435473769903183,112,0.34278303384780884,0.6367475390434265,1.9150135517120361,5.586663756999936,18.921724342694983
resnet50_no_weights,CIFAR10,QAT,layer3.1.conv3,-5.844274520874023,5.2916789054870605,11.135953426361084,0.0436704084277153,134,0.08932223916053772,0.1552954614162445,0.4846649169921875,5.426027398631437,124.67167786005204
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv1,-4.801507472991943,4.433429718017578,9.234937191009521,0.036215443164110184,133,0.39483410120010376,0.6467337012290955,1.4907915592193604,3.7757416461447444,23.38941130702693
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv2,-3.2115094661712646,3.994326114654541,7.205835580825806,0.028258178383111954,114,0.32190823554992676,0.584798276424408,2.0300021171569824,6.306151545607589,22.384750637136797
resnet50_no_weights,CIFAR10,QAT,layer3.2.conv3,-6.516582489013672,4.900869846343994,11.417452335357666,0.04477431997656822,146,0.07638539373874664,0.13411596417427063,0.6609765291213989,8.653179577525922,149.47166960227554
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv1,-5.196106433868408,4.091684818267822,9.28779125213623,0.03642271086573601,143,0.3997107148170471,0.6711679100990295,1.6314756870269775,4.081641113307972,23.236282911223373
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv2,-2.529064416885376,3.8026232719421387,6.331687688827515,0.024830149486660957,102,0.34122705459594727,0.6143887639045715,1.3718600273132324,4.020372971122337,18.555643825853647
resnet50_no_weights,CIFAR10,QAT,layer3.3.conv3,-2.901179790496826,2.5499119758605957,5.451091766357422,0.021376829594373703,136,0.08729349076747894,0.14519819617271423,0.35761234164237976,4.09666675600064,62.44556974903583
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv1,-4.553369522094727,3.91986083984375,8.473230361938477,0.033228352665901184,137,0.3735368549823761,0.6393677592277527,1.713849663734436,4.588167515131264,22.68378675067619
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv2,-3.3021161556243896,4.21929931640625,7.52141547203064,0.02949574775993824,112,0.32137373089790344,0.5748002529144287,2.00175404548645,6.228741969337822,23.403952311273702
resnet50_no_weights,CIFAR10,QAT,layer3.4.conv3,-2.094346523284912,2.0939152240753174,4.1882617473602295,0.01642455719411373,128,0.0744306817650795,0.12109389901161194,0.3315967321395874,4.455108085482592,56.27063528155439
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv1,-4.345269680023193,4.128293991088867,8.47356367111206,0.03322966396808624,131,0.3326369524002075,0.5571754574775696,1.1470792293548584,3.4484419757873623,25.473909648249816
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv2,-4.253611087799072,5.363678932189941,9.617290019989014,0.03771486505866051,113,0.2941248416900635,0.5347840189933777,1.7176282405853271,5.839793166451722,32.69798621812201
resnet50_no_weights,CIFAR10,QAT,layer3.5.conv3,-3.167020320892334,3.1195881366729736,6.286608457565308,0.024653367698192596,128,0.06791622936725616,0.11844827234745026,0.48027530312538147,7.071583737788191,92.5641561101773
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv1,-4.813949108123779,4.571274757385254,9.385223865509033,0.03680479899048805,131,0.34419286251068115,0.5697207450866699,1.2034462690353394,3.4964300545250078,27.26734016809482
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv2,-5.040140628814697,4.661083698272705,9.701224327087402,0.03804401680827141,132,0.39267033338546753,0.7075856328010559,1.8165881633758545,4.62624244544746,24.70577352622188
resnet50_no_weights,CIFAR10,QAT,layer4.0.conv3,-8.945270538330078,10.586702346801758,19.531972885131836,0.0765959694981575,117,0.11933340132236481,0.23909400403499603,0.989738941192627,8.29389701646873,163.675657181417
resnet50_no_weights,CIFAR10,QAT,layer4.0.downsample.0,-4.374997138977051,4.270052433013916,8.645049571990967,0.033902157098054886,129,0.3558753728866577,0.6543025374412537,2.093024969100952,5.881342538888065,24.29235128541563
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv1,-1.9953951835632324,2.104724407196045,4.100119590759277,0.016078900545835495,124,0.4581872820854187,0.7636368274688721,1.8190544843673706,3.970111252516714,8.948566996660773
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv2,-1.9136978387832642,1.7799911499023438,3.693688988685608,0.014485054649412632,132,0.34620988368988037,0.6345775723457336,1.7732391357421875,5.121861677786696,10.668929925739072
resnet50_no_weights,CIFAR10,QAT,layer4.1.conv3,-0.7210114598274231,1.54690682888031,2.267918288707733,0.008893797174096107,81,0.07219894975423813,0.18110565841197968,1.7245136499404907,23.885578056338147,31.412067577542633
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv1,-2.352290153503418,3.227558135986328,5.579848289489746,0.02188175730407238,108,0.4030382037162781,0.7350435256958008,1.551037073135376,3.8483624103963128,13.844464961484704
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv2,-1.4340643882751465,3.4914753437042236,4.92553973197937,0.019315842539072037,74,0.4490554928779602,0.9104129672050476,2.1442818641662598,4.775093275051,10.968666033705514
resnet50_no_weights,CIFAR10,QAT,layer4.2.conv3,-1.330212116241455,2.863386631011963,4.193598747253418,0.01644548587501049,81,0.12034676969051361,0.3210410177707672,3.0817067623138428,25.606892235153694,34.845960203483386
resnet50_no_weights,CIFAR10,QAT,fc,-6.591286659240723,15.451677322387695,22.042963981628418,0.08644299954175949,76,11.9158296585083,14.566407203674316,15.457587242126465,1.2972313036624548,1.8498891485821976
