model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99
resnet18_no_weights,CIFAR10,PTQ,fc,-5.745562553405762,16.031757354736328,21.77731990814209,0.0854012593626976,67,11.931960105895996,17.124359130859375,17.206438064575195,1.4420462281023632,1.8251251022353954
resnet18_no_weights,CIFAR10,QAT,conv1,-3.875082015991211,4.925522327423096,8.800604343414307,0.034512173384428024,112,0.9510716199874878,1.5968400239944458,3.888507843017578,4.088554175413977,9.253356065371909
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv1,-4.899887561798096,3.893275260925293,8.793162822723389,0.03448299318552017,142,0.7056065797805786,1.170475721359253,3.696470260620117,5.238712855780912,12.461849243891383
resnet18_no_weights,CIFAR10,QAT,layer1.0.conv2,-5.336009502410889,4.227354526519775,9.563364028930664,0.03750338777899742,142,0.8094409704208374,1.4175420999526978,3.573028326034546,4.414192580561975,11.814776343676506
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv1,-5.10771369934082,4.155684947967529,9.26339864730835,0.0363270565867424,141,0.6960651278495789,1.3620609045028687,3.7915942668914795,5.447183194775491,13.308235503661361
resnet18_no_weights,CIFAR10,QAT,layer1.1.conv2,-4.28796911239624,2.919454574584961,7.207423686981201,0.028264407068490982,152,0.6777580380439758,1.1372727155685425,2.728959560394287,4.0264510447860165,10.63421351339776
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv1,-2.066523790359497,2.285728931427002,4.352252721786499,0.01706765778362751,121,0.5183576345443726,0.8373304605484009,1.828617811203003,3.5277146304796427,8.396235401475382
resnet18_no_weights,CIFAR10,QAT,layer2.0.conv2,-2.6365630626678467,3.15761661529541,5.794179677963257,0.0227222740650177,116,0.6422295570373535,1.0420376062393188,3.691316604614258,5.747659172901571,9.021976043413796
resnet18_no_weights,CIFAR10,QAT,layer2.0.downsample.0,-2.432910680770874,5.255498886108398,7.6884095668792725,0.030150625854730606,81,0.6547884941101074,1.2290680408477783,4.468507289886475,6.8243521840734465,11.741821421783277
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv1,-2.464460849761963,2.3227124214172363,4.787173271179199,0.01877322793006897,131,0.47480499744415283,0.7977169156074524,1.9238536357879639,4.05188160643623,10.082398662499909
resnet18_no_weights,CIFAR10,QAT,layer2.1.conv2,-3.072511911392212,4.2278876304626465,7.300399541854858,0.028629017993807793,107,0.47640201449394226,0.7912291288375854,3.0885868072509766,6.483152281654027,15.324031636620393
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv1,-1.8534657955169678,2.229480028152466,4.082945823669434,0.01601155288517475,116,0.5028246641159058,0.8201974630355835,2.0961694717407227,4.168788091225247,8.120018994788762
resnet18_no_weights,CIFAR10,QAT,layer3.0.conv2,-2.2041921615600586,2.7604377269744873,4.964629888534546,0.019469138234853745,113,0.577797532081604,0.9664056301116943,2.6950523853302,4.664354268909494,8.592334880089757
resnet18_no_weights,CIFAR10,QAT,layer3.0.downsample.0,-1.622721791267395,2.0416901111602783,3.6644119024276733,0.014370243065059185,113,0.36955541372299194,0.6396867632865906,1.9992529153823853,5.409886693964028,9.915730540953218
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv1,-2.0638198852539062,2.3378453254699707,4.401665210723877,0.017261432483792305,120,0.39049792289733887,0.6942571401596069,2.412728786468506,6.178595697941286,11.271929894185547
resnet18_no_weights,CIFAR10,QAT,layer3.1.conv2,-2.116673231124878,2.8651058673858643,4.981779098510742,0.019536389037966728,108,0.4137985110282898,0.7532095909118652,2.8112151622772217,6.793681193514565,12.039142156725058
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv1,-1.6333496570587158,2.2599117755889893,3.893261432647705,0.01526769157499075,107,0.39575642347335815,0.6949290037155151,1.7004432678222656,4.296691517722738,9.837519246001056
resnet18_no_weights,CIFAR10,QAT,layer4.0.conv2,-2.220700263977051,2.8133530616760254,5.034053325653076,0.01974138617515564,112,0.47035133838653564,0.8803040981292725,2.7142155170440674,5.770612934481585,10.702751145391833
