config_name,method,bits,accuracy,inference_time,model_size_mb,drop_percentage
Baseline (Float32),float,32,75.29325513196481,4.409351825714111,6.0722198486328125,0.0
Sym_INT8,symmetric,8,75.0733137829912,7.233610391616821,1.5339021682739258,0.21994134897360595
Sym_INT4,symmetric,4,16.129032258064516,6.9844069480896,1.5339021682739258,59.1642228739003
Aff_INT8,affine,8,74.9266862170088,7.190183877944946,1.5339021682739258,0.3665689149560194
Aff_INT4,affine,4,55.49853372434018,7.229777097702026,1.5339021682739258,19.794721407624635
Po2_INT8,power2,8,74.12023460410558,7.318318128585815,1.5339021682739258,1.1730205278592365
Po2_INT4,power2,4,10.043988269794722,7.224944591522217,1.5339021682739258,65.24926686217009
