layer_name,accuracy,drop
conv1,91.20234604105572,-0.14662756598239923
conv2,90.98240469208211,0.07331378299120672
conv3,90.98240469208211,0.07331378299120672
conv4,91.05571847507332,0.0
fc1,91.20234604105572,-0.14662756598239923
fc2,91.05571847507332,0.0
