layer,accuracy,inference_time
conv1,15.968063872255488,0.7213447093963623
conv2,52.89421157684631,0.9364798069000244
conv3,49.10179640718563,0.8186230659484863
conv4,50.89820359281437,0.8689286708831787
fc1,50.89820359281437,0.8123526573181152
fc2,50.69860279441118,0.820636510848999
