layer,accuracy,inference_time
conv1,53.0938123752495,0.8177540302276611
conv2,83.23353293413173,0.9771263599395752
conv3,83.43313373253493,0.8069477081298828
conv4,82.63473053892216,1.004563808441162
fc1,83.03393213572855,0.8998773097991943
fc2,83.83233532934132,0.9023241996765137
