layer_name,avg_mse,sqnr_db,kl_divergence,acc_drop,f1_drop,precision_drop,recall_drop
quant,3.3457973e-16,110.168015,0.0,0.0,0.0,0.0,0.0
conv1,9.654859e-06,38.38924,5.584758942212206,0.0,0.0,0.0,0.0
conv2,9.2786195e-06,34.243366,4.522354740395434,0.0,0.0,0.0,0.0
conv3,7.825692e-07,32.04892,0.24042426801096742,-0.010000000000005116,-9.700965950365514e-05,-9.461069883442974e-05,-9.727626459132832e-05
conv4,7.234708e-05,33.955402,2.2383878946864892,0.0,0.0,0.0,0.0
fc1,6.780539e-05,33.69009,5.299990982697227,0.0,0.0,0.0,0.0
fc2,0.0033457032,40.375603,18.52746119108968,0.0,0.0,0.0,0.0
