config_name,method,bits,accuracy,f1_score,precision,recall,inference_time,model_size_mb,drop_percentage
Baseline (Float32),float,32,99.36,0.993574903564744,0.993657983082535,0.9935159050664403,8.265475749969482,5.529853820800781,0.0
Affine_PTQ,affine,8,99.36,0.9935789929425891,0.993665580281378,0.9935159050664403,1.809981107711792,1.4086284637451172,0.0
Symmetric_PTQ,symmetric,8,99.39,0.9938491239770443,0.9939429784166925,0.9937754119750661,1.5727882385253906,1.434605598449707,-0.030000000000001137
PoT_PTQ,pot_manual,8,99.33,0.9932810621496758,0.9933491798251504,0.9932376132639404,1.5695507526397705,1.4343023300170898,0.030000000000001137
Affine_FakeSim,affine_fake,8,99.37,0.9936719132242476,0.9937525937813694,0.9936131813310316,11.327609539031982,5.529853820800781,-0.010000000000005116
Symmetric_FakeSim,symmetric_fake,8,99.35,0.993476128868447,0.9935630213775914,0.9934140720725502,11.36808156967163,5.529853820800781,0.010000000000005116
PoT_FakeSim,pot_fake,8,99.35,0.993476128868447,0.9935630213775914,0.9934140720725502,11.262681007385254,5.529853820800781,0.010000000000005116
