layer,accuracy,inference_time
conv1,0.1996007984031936,0.5574021339416504
conv2,0.1996007984031936,0.7485027313232422
fc1,0.1996007984031936,0.6216051578521729
fc2,0.1996007984031936,0.5794291496276855
