model,dataset,stage,layer,mse,sqnr
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3.weight,1.2896964108222164e-05,11.211461151086882
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1.weight,6.525120261358097e-05,2.573216705496338
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2.weight,0.00020349783881101757,-3.397310543160841
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3.weight,1.0463255421200301e-05,10.341092069847921
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,0.00017952267080545425,1.7124406601585433
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,7.673391519347206e-05,1.3196189670814575
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3.weight,1.1727584933396429e-05,11.318236313676273
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,0.0001814860152080655,-3.323816270431249
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,9.439931091037579e-06,4.5266906694283024
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,2.653474803082645e-05,-1.1281942152451665
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3.weight,8.593373422627337e-06,6.6432430089505115
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1.weight,1.2020593203487806e-05,3.2831416279621695
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2.weight,3.7864636396989226e-05,-2.547410444253771
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3.weight,8.758775948081166e-06,6.46135002616059
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1.weight,2.0077841327292845e-05,3.645883568815086
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2.weight,6.465778278652579e-05,-2.6673570403514404
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3.weight,7.003407517913729e-06,9.449450144829996
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1.weight,3.283051046309993e-05,2.1713975219955195
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2.weight,9.300343663198873e-05,-4.750198363264257
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3.weight,7.418555469485e-06,7.592290555490115
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1.weight,8.173539390554652e-05,1.007814064108334
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2.weight,0.00013010675320401788,-1.7914814590679227
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3.weight,7.408576493617147e-06,11.791876790993667
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,0.00032649209606461227,-2.246495686449324
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,0.00010012311395257711,-1.640911860974438
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv3.weight,6.411250524251955e-06,12.28060865247518
resnet50_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,0.00012529411469586194,-4.279813316701297
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,0.00010113496682606637,-3.290953559898051
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,6.162577483337373e-05,-1.5877758511184523
resnet50_no_weights,IMAGENET100,QAT,layer4.1.conv3.weight,5.2017771849932615e-06,11.510347810489897
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv1.weight,0.0011978804832324386,-8.465540859624694
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv2.weight,0.00022475561127066612,-5.278840892123606
resnet50_no_weights,IMAGENET100,QAT,layer4.2.conv3.weight,6.900978405610658e-06,8.902549521535091
resnet50_no_weights,IMAGENET100,QAT,fc.weight,6.264961848501116e-05,13.56197248305219
