model,dataset,variant,layer,tr_A,tr_G,A_per_infan,G_per_outfan,predicted_per_param,measured_per_param,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,199.3906707763672,2.774947631678515e-07,1.356399120927668,8.848685049995264e-11,1.2002348623179374e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,197.70016479492188,3.3420568001929496e-07,1.3448990802375638,1.0657068878166293e-10,1.4332682132274212e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,178.06353759765625,1.3239603902093222e-07,1.2113165822969814,4.221812468779727e-11,5.11395145078104e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,191.71812438964844,2.4803216073602624e-07,1.3042049278207377,7.909188798980427e-11,1.0315203006694856e-10,0.011201973835545461,aggregate,3,11.855389405808703
resnet50_no_weights,IMAGENET100,fp32_unfused,fc,116.85979461669922,0.0006922566681168973,0.057060446590185165,6.922566681168973e-06,3.9500474637783756e-07,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,fc,128.18170166015625,0.0007903714431449771,0.06258872151374817,7.903714431449771e-06,4.946833814742021e-07,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,fc,147.76419067382812,0.00048350071301683784,0.07215048372745514,4.835007130168378e-06,3.4884810326734314e-07,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,fc,130.9352289835612,0.0006553762747595707,0.06393321727712949,6.553762747595708e-06,4.190031377247935e-07,2.6763877061541796e-05,aggregate,3,15.635116195747456
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,7.647274971008301,1.582428922120016e-05,0.1194886714220047,2.472545190812525e-07,2.9544113988105573e-08,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,6.950709819793701,1.404307386110304e-05,0.10860484093427658,2.19423029079735e-07,2.3830403170521763e-08,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,8.104825973510742,4.3450272642076015e-06,0.12663790583610535,6.789105100324377e-08,8.59758052406301e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,7.567603588104248,1.14041301155036e-05,0.11824380606412888,1.7818953305474375e-07,2.10698085891828e-08,0.0070111123414429285,aggregate,3,0.5811683671777373
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,8.289497375488281,8.814932698442135e-06,0.0143914884991116,1.530370260146204e-08,2.2024305998276522e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,8.625285148620605,8.676341167301871e-06,0.014974453383021884,1.5063092304343527e-08,2.2556157351554783e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,7.798573970794678,3.1522411063633626e-06,0.013539190921518538,5.472640809658616e-09,7.409512876686179e-11,,44,3,
