model,dataset,stage,layer,hessian_trace_fused,delta_w_sq,delta_w_sq_per_param,trh_times_dwsq,fp32_acc,isolated_acc,weight_damage_pts,abs_weight_damage_pts
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2,25.095185799068872,17.759963989257812,3.0110616029964553e-05,445.6895960951972,80.06,80.14,-0.0799999999999983,0.0799999999999983
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1,299.5368349634036,11.298839569091797,9.578144979766674e-06,3384.4186432850233,80.06,79.94,0.12000000000000455,0.12000000000000455
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2,36.21040182787963,117.2811279296875,4.971022200253275e-05,4246.796769160941,80.06,79.98,0.0799999999999983,0.0799999999999983
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0,22.77476617550028,8.507041931152344,6.490357918664813e-05,193.74589082717097,80.06,80.0,0.060000000000002274,0.060000000000002274
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1,102.83186564445496,31.98367691040039,1.3556449428304202e-05,3288.9411668659495,80.06,80.22,-0.1599999999999966,0.1599999999999966
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2,0.1420399193154283,1249.30224609375,0.0005295233180125555,177.45079023573962,80.06,79.92,0.14000000000000057,0.14000000000000057
resnet18_no_weights,IMAGENET100,PTQ,fc,8.13349090228005,12.11613655090332,0.00023664329200983046,98.54648640755494,80.06,79.28,0.7800000000000011,0.7800000000000011
resnet50_no_weights,IMAGENET100,PTQ,conv1,2512.5612275300205,0.16615517437458038,1.7661051697978356e-05,417.47504888706027,80.02,74.68,5.339999999999989,5.339999999999989
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv1,14.58531040023355,0.7545452117919922,0.00018421513959765434,11.00527612499617,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv2,20.51066861682468,0.7075040936470032,1.91922768458931e-05,14.511382009840577,80.02,80.2,-0.18000000000000682,0.18000000000000682
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.conv3,21.21982929752248,0.32560473680496216,1.987333598663099e-05,6.909276933466033,80.02,79.74,0.28000000000000114,0.28000000000000114
resnet50_no_weights,IMAGENET100,PTQ,layer1.0.downsample.0,18.454874124558145,1.4079620838165283,8.59351857798174e-05,25.983763028984615,80.02,79.64,0.37999999999999545,0.37999999999999545
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv1,7.180264735221862,0.23703205585479736,1.4467288565356284e-05,1.7019529117713403,80.02,80.14,-0.12000000000000455,0.12000000000000455
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv2,2.147946632124929,0.823903501033783,2.234981285356399e-05,1.7697007502414521,80.02,78.82,1.2000000000000028,1.2000000000000028
resnet50_no_weights,IMAGENET100,PTQ,layer1.1.conv3,5.41754998015979,0.26395857334136963,1.611075276741758e-05,1.4300087637685435,80.02,80.16,-0.14000000000000057,0.14000000000000057
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv1,0.4780977225138081,0.2595202326774597,1.583985795150511e-05,0.12407603218934705,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv2,0.1176978229958978,0.6031458377838135,1.6361377978076536e-05,0.07098895205619177,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer1.2.conv3,0.7166541385981772,0.2531382739543915,1.545033410366159e-05,0.18141259166701382,80.02,80.02,0.0,0.0
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv1,4.623849118494426,0.6122193336486816,1.8683451344259083e-05,2.830809826216701,80.02,80.02,0.0,0.0
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv2,16.855838806540877,3.4050962924957275,2.3092287139863605e-05,57.39575422705795,80.02,79.72,0.29999999999999716,0.29999999999999716
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.conv3,20.988934048016866,0.9629138708114624,1.469289964006748e-05,20.210535728382418,80.02,80.1,-0.0799999999999983,0.0799999999999983
resnet50_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0,31.426346607311213,2.943342447280884,2.2455920770880766e-05,92.49849993226069,80.02,79.74,0.28000000000000114,0.28000000000000114
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv1,16.660586802164712,0.7999879121780396,1.220684680447448e-05,13.328268051524748,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv2,20.23619803607973,3.754908800125122,2.546460503557076e-05,75.98507808675049,80.02,79.98,0.03999999999999204,0.03999999999999204
resnet50_no_weights,IMAGENET100,PTQ,layer2.1.conv3,15.335140125920072,0.8723309636116028,1.331071416643681e-05,13.377317563162812,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv1,4.6535241428649785,1.102893352508545,1.6828817024361342e-05,5.132340842903809,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv2,12.518399122972337,2.9925074577331543,2.0294240029114815e-05,37.46140273437489,80.02,80.02,0.0,0.0
resnet50_no_weights,IMAGENET100,PTQ,layer2.2.conv3,20.8681069638994,0.8428728580474854,1.2861219147453085e-05,17.58916095870252,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv1,10.38739211650995,0.9654024839401245,1.4730872862855904e-05,10.028014150938773,80.02,80.06,-0.04000000000000625,0.04000000000000625
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv2,5.419582940188665,3.299177646636963,2.237398035099937e-05,17.880166890365473,80.02,79.82,0.20000000000000284,0.20000000000000284
resnet50_no_weights,IMAGENET100,PTQ,layer2.3.conv3,9.689720168017375,0.6833195686340332,1.0426629160065204e-05,6.6211754053941245,80.02,79.98,0.03999999999999204,0.03999999999999204
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv1,36.99541160088999,4.0975494384765625,3.1261821277439594e-05,151.59052803143607,80.02,80.26,-0.2400000000000091,0.2400000000000091
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv2,25.292600642310248,8.05532169342041,1.365716161672026e-05,203.74003463702073,80.02,79.88,0.14000000000000057,0.14000000000000057
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.conv3,58.20609709686703,3.0713939666748047,1.17164381663315e-05,178.77385544700527,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0,27.50151873240395,12.088727951049805,2.30574187298771e-05,332.4583781967314,80.02,80.08,-0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv1,11.531890849578074,2.0726895332336426,7.906683094915934e-06,23.902029462313294,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv2,7.392444563423744,4.067666530609131,6.8964072852395475e-06,30.069999330022192,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer3.1.conv3,24.39858901059186,2.2504076957702637,8.584624083596282e-06,54.9067724753717,80.02,80.06,-0.04000000000000625,0.04000000000000625
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv1,9.249693210257425,1.9571514129638672,7.465940143447369e-06,18.103050135937607,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv2,8.12303498800687,4.665702819824219,7.91033057288991e-06,37.89966724907444,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer3.2.conv3,17.780916815264185,2.2931764125823975,8.747773790673818e-06,40.77477903485355,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv1,7.965181831077293,2.004873275756836,7.647984602954239e-06,15.969180189670764,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv2,5.873190610704858,5.235747337341309,8.876796022781895e-06,30.750542101695935,80.02,79.96,0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.3.conv3,18.526348773638407,1.8335888385772705,6.994586328801233e-06,33.969706330933086,80.02,80.08,-0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv1,8.235878116554684,2.3100547790527344,8.81215964909643e-06,19.02532960284298,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv2,3.970398345584839,6.298314094543457,1.0678294024223254e-05,25.006815860949015,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer3.4.conv3,19.392856740951537,1.9423434734344482,7.4094523370149545e-06,37.66758872203646,80.02,80.08,-0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv1,9.714796051893336,3.9589691162109375,1.5102268662303686e-05,38.46057753973366,80.02,80.16,-0.14000000000000057,0.14000000000000057
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv2,13.310529280190517,9.729387283325195,1.6495407584847675e-05,129.50329431301327,80.02,80.02,0.0,0.0
resnet50_no_weights,IMAGENET100,PTQ,layer3.5.conv3,31.623730742742143,1.9325971603393555,7.372273103101179e-06,61.115932232759846,80.02,79.94,0.0799999999999983,0.0799999999999983
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv1,30.3132174506498,20.183914184570312,3.849776112474501e-05,611.8393796821349,80.02,79.92,0.09999999999999432,0.09999999999999432
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv2,42.404091633690726,31.068069458007812,1.3168364401078887e-05,1317.4132641792314,80.02,79.94,0.0799999999999983,0.0799999999999983
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.conv3,157.44014269510905,6.697446346282959,6.387182565958938e-06,1054.4469084516259,80.02,79.92,0.09999999999999432,0.09999999999999432
resnet50_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0,25.419861071291027,28.016300201416016,1.3359212971408851e-05,712.1704588515779,80.02,80.14,-0.12000000000000455,0.12000000000000455
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv1,14.32637255721622,12.404205322265625,1.1829572031274438e-05,177.70726672298164,80.02,80.04,-0.020000000000010232,0.020000000000010232
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv2,37.10973168038703,20.685924530029297,8.767837749069764e-06,767.6491088701233,80.02,80.0,0.01999999999999602,0.01999999999999602
resnet50_no_weights,IMAGENET100,PTQ,layer4.1.conv3,119.05396691197934,5.426652908325195,5.175259502721019e-06,646.0645557905443,80.02,79.86,0.1599999999999966,0.1599999999999966
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv1,23.340169853634304,90.7354736328125,8.653209079056978e-05,2117.7813663398006,80.02,80.08,-0.060000000000002274,0.060000000000002274
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv2,26.382104126612344,49.25531768798828,2.0877125077984398e-05,1299.4589200338776,80.02,79.98,0.03999999999999204,0.03999999999999204
resnet50_no_weights,IMAGENET100,PTQ,layer4.2.conv3,38.7137155579932,7.18939208984375,6.856338586658239e-06,278.3280804010972,80.02,79.98,0.03999999999999204,0.03999999999999204
resnet50_no_weights,IMAGENET100,PTQ,fc,6.732035870022244,12.72519302368164,6.213473156094551e-05,85.66645588838162,80.02,79.56,0.45999999999999375,0.45999999999999375
cnn,IMAGENET100,PTQ,conv1,249.02678667704265,0.960559070110321,0.0011117581829980568,239.20493864306138,43.04,35.74,7.299999999999997,7.299999999999997
cnn,IMAGENET100,PTQ,conv2,1008.2811433580188,2.016580820083618,0.00010940651150627268,2033.2804149477618,43.04,36.78,6.259999999999998,6.259999999999998
cnn,IMAGENET100,PTQ,conv3,1359.095217895508,5.472428321838379,7.422455948674017e-05,7437.551162486481,43.04,40.6,2.4399999999999977,2.4399999999999977
cnn,IMAGENET100,PTQ,conv4,10.712199314993027,63.95481872558594,0.00021686068632536463,685.0967653427249,43.04,42.26,0.7800000000000011,0.7800000000000011
cnn,IMAGENET100,PTQ,fc1,47.04315499744872,29.670223236083984,2.829572986229323e-05,1395.7809105040033,43.04,42.88,0.1599999999999966,0.1599999999999966
cnn,IMAGENET100,PTQ,fc2,28.12065459054614,18.473031997680664,0.00018040070310235023,519.4737520468844,43.04,42.04,1.0,1.0
resnet18_no_weights,IMAGENET100,QAT,conv1,1222.463752407498,0.17608559131622314,1.8716580709632563e-05,215.25825270532332,80.06,80.7,-0.6400000000000006,0.6400000000000006
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1,250.6649642604579,0.6726113557815552,1.8245750753622917e-05,168.60010145816167,80.06,80.4,-0.3400000000000034,0.3400000000000034
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2,48.24015855902717,3.0696423053741455,8.32693767733872e-05,148.08003153074648,80.06,80.46,-0.3999999999999915,0.3999999999999915
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1,208.67922199750188,0.4240119457244873,1.1502060159626934e-05,88.482482951433,80.06,80.28,-0.21999999999999886,0.21999999999999886
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2,21.831206085946825,5.830190658569336,0.0001581540434724755,127.28009378758921,80.06,80.38,-0.3199999999999932,0.3199999999999932
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1,1135.1275146484377,0.600745439529419,8.148131504034003e-06,681.9226777094126,80.06,80.42,-0.35999999999999943,0.35999999999999943
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2,53.7475101629893,12.646156311035156,8.576223626732826e-05,679.6994148501134,80.06,80.32,-0.2599999999999909,0.2599999999999909
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0,126.41113931867812,1.1125856637954712,0.0001358136796625331,140.64322135001328,80.06,80.8,-0.7399999999999949,0.7399999999999949
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1,194.0421537929111,1.9623889923095703,1.330830208543274e-05,380.7861866472495,80.06,80.34,-0.28000000000000114,0.28000000000000114
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2,42.8619594362047,10.155402183532715,6.887072878372337e-05,435.28043644892387,80.06,80.36,-0.29999999999999716,0.29999999999999716
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1,329.4372565375434,4.093982219696045,1.388204691465944e-05,1348.7102707701474,80.06,80.24,-0.1799999999999926,0.1799999999999926
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2,90.26527533354584,23.669422149658203,4.012963553476665e-05,2136.5269073248264,80.06,80.2,-0.14000000000000057,0.14000000000000057
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0,24.6542449315389,1.7870128154754639,5.453530320664868e-05,44.057451648531014,80.06,80.22,-0.1599999999999966,0.1599999999999966
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1,170.75372823810213,3.882542610168457,6.582544301636517e-06,662.9586257295564,80.06,80.44,-0.37999999999999545,0.37999999999999545
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2,25.191321494844225,17.72809600830078,3.0056586385601098e-05,446.59416603656956,80.06,80.44,-0.37999999999999545,0.37999999999999545
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1,303.5145234849718,11.31468391418457,9.591576397522456e-06,3434.1708965968055,80.06,80.2,-0.14000000000000057,0.14000000000000057
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2,34.73948432751644,117.17585754394531,4.966560259668363e-05,4070.6288667111876,80.06,80.0,0.060000000000002274,0.060000000000002274
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0,18.387691697503765,8.522412300109863,6.502084579551592e-05,156.7074898934341,80.06,80.3,-0.23999999999999488,0.23999999999999488
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1,111.6668960712574,31.99681854248047,1.3562019578077727e-05,3572.985410794048,80.06,80.3,-0.23999999999999488,0.23999999999999488
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2,0.1669345511030172,1248.0264892578125,0.0005289825817777051,208.33874174892745,80.06,80.22,-0.1599999999999966,0.1599999999999966
resnet18_no_weights,IMAGENET100,QAT,fc,7.893102284537421,12.210478782653809,0.0002384859137237072,96.37855797466048,80.06,80.52,-0.45999999999999375,0.45999999999999375
resnet50_no_weights,IMAGENET100,QAT,conv1,3007.4124711778427,0.1844266653060913,1.9603174458555622e-05,554.6470532592809,80.02,80.86,-0.8400000000000034,0.8400000000000034
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv1,22.26703032122718,0.7558549642562866,0.00018453490338288248,16.830645407544818,80.02,77.62,2.3999999999999915,2.3999999999999915
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv2,36.497875030835466,0.7072914838790894,1.9186509436824257e-05,25.81463618899318,80.02,78.08,1.9399999999999977,1.9399999999999977
resnet50_no_weights,IMAGENET100,QAT,layer1.0.conv3,40.11878980286101,0.327510803937912,1.9989673091913573e-05,13.139337101351115,80.02,77.68,2.339999999999989,2.339999999999989
resnet50_no_weights,IMAGENET100,QAT,layer1.0.downsample.0,38.56047570970323,1.404899001121521,8.574823004892096e-05,54.173573807332744,80.02,77.8,2.219999999999999,2.219999999999999
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv1,18.40761780576748,0.23653066158294678,1.4436685887631029e-05,4.353966017764213,80.02,77.66,2.3599999999999994,2.3599999999999994
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv2,8.18905835515923,0.8234387636184692,2.2337206044337814e-05,6.743188087171811,80.02,78.38,1.6400000000000006,1.6400000000000006
resnet50_no_weights,IMAGENET100,QAT,layer1.1.conv3,9.194609091137394,0.2642019987106323,1.6125610272865742e-05,2.4292340992414503,80.02,77.84,2.1799999999999926,2.1799999999999926
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv1,1.821455399041611,0.2590571641921997,1.5811594494152814e-05,0.4718610703782912,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv2,0.499655832329558,0.6031954288482666,1.6362723221795426e-05,0.30139011405856536,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer1.2.conv3,3.133639800796906,0.25263163447380066,1.541941128380131e-05,0.7916565447274775,80.02,77.86,2.1599999999999966,2.1599999999999966
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv1,8.06444298227628,0.6097857356071472,1.860918382590171e-05,4.917582296209237,80.02,78.22,1.7999999999999972,1.7999999999999972
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv2,33.41303041511112,3.4018356800079346,2.3070174696234364e-05,113.66563904331535,80.02,77.72,2.299999999999997,2.299999999999997
resnet50_no_weights,IMAGENET100,QAT,layer2.0.conv3,37.41043713887533,0.9669213891029358,1.4754049516341183e-05,36.172951845269395,80.02,77.72,2.299999999999997,2.299999999999997
resnet50_no_weights,IMAGENET100,QAT,layer2.0.downsample.0,55.65263412263658,2.935851573944092,2.239876994281076e-05,163.38787348307727,80.02,77.5,2.519999999999996,2.519999999999996
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv1,24.00102674431271,0.7972099781036377,1.2164458894403651e-05,19.133858005298357,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv2,25.039682276036764,3.750661849975586,2.543580356157488e-05,93.91538104824095,80.02,77.84,2.1799999999999926,2.1799999999999926
resnet50_no_weights,IMAGENET100,QAT,layer2.1.conv3,14.051950528886584,0.8729138970375061,1.331960902462015e-05,12.266142897148633,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv1,7.179517679744297,1.1007354259490967,1.6795889678178355e-05,7.902749451322409,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv2,16.018719657262167,2.987658977508545,2.0261359168216586e-05,47.85847159221191,80.02,77.6,2.4200000000000017,2.4200000000000017
resnet50_no_weights,IMAGENET100,QAT,layer2.2.conv3,26.16308046976725,0.8460093140602112,1.2909077668155078e-05,22.1342097619299,80.02,77.62,2.3999999999999915,2.3999999999999915
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv1,10.234775158454632,0.9648089408874512,1.4721816114615649e-05,9.874602580849809,80.02,77.6,2.4200000000000017,2.4200000000000017
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv2,7.057168147299024,3.296297550201416,2.235444844700396e-05,23.26252607530124,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer2.3.conv3,12.79298293325636,0.6840646266937256,1.0437997843837366e-05,8.751227094537214,80.02,77.68,2.339999999999989,2.339999999999989
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv1,51.77314792474111,4.114239692687988,3.138915781164542e-05,213.00714020737664,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv2,38.71589076254103,8.05323600769043,1.3653625501319766e-05,311.7882055587047,80.02,77.86,2.1599999999999966,2.1599999999999966
resnet50_no_weights,IMAGENET100,QAT,layer3.0.conv3,65.24024663055152,3.0731282234191895,1.1723053830792196e-05,200.49164322317657,80.02,77.62,2.3999999999999915,2.3999999999999915
resnet50_no_weights,IMAGENET100,QAT,layer3.0.downsample.0,40.52536228351666,12.076744079589844,2.3034561309032142e-05,489.4144290306933,80.02,77.8,2.219999999999999,2.219999999999999
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv1,11.773658453093637,2.071972370147705,7.903947334853001e-06,24.394695010365986,80.02,77.7,2.319999999999993,2.319999999999993
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv2,16.84787777794732,4.064781188964844,6.891515416403611e-06,68.48293666577908,80.02,77.76,2.259999999999991,2.259999999999991
resnet50_no_weights,IMAGENET100,QAT,layer3.1.conv3,29.47695444862624,2.2476465702056885,8.57409122545505e-06,66.25377556656409,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv1,17.12983860591101,1.957119107246399,7.465816906915279e-06,33.525134439675455,80.02,77.74,2.280000000000001,2.280000000000001
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv2,13.411817181110385,4.660030364990234,7.90071337380343e-06,62.49947531367212,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer3.2.conv3,30.40074578391181,2.2893662452697754,8.733239155844785e-06,69.59844122871513,80.02,77.56,2.4599999999999937,2.4599999999999937
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv1,7.831331998772091,2.003829002380371,7.644001016160473e-06,15.692650186408958,80.02,77.66,2.3599999999999994,2.3599999999999994
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv2,5.052400725417667,5.230976104736328,8.868706774794393e-06,26.428987466212305,80.02,77.72,2.299999999999997,2.299999999999997
resnet50_no_weights,IMAGENET100,QAT,layer3.3.conv3,23.94135920736525,1.8315831422805786,6.9869352046225686e-06,43.850589927494106,80.02,77.62,2.3999999999999915,2.3999999999999915
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv1,9.701575756313824,2.310397148132324,8.813465683488175e-06,22.414492959777156,80.02,77.58,2.4399999999999977,2.4399999999999977
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv2,5.599942491746243,6.287795066833496,1.0660459843671157e-05,35.211290774153305,80.02,77.64,2.3799999999999955,2.3799999999999955
resnet50_no_weights,IMAGENET100,QAT,layer3.4.conv3,19.336521085103357,1.9369306564331055,7.388804078800604e-06,37.45350047850183,80.02,77.72,2.299999999999997,2.299999999999997
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv1,10.758361943415654,3.954911231994629,1.5086789062479511e-05,42.548366487878134,80.02,77.54,2.4799999999999898,2.4799999999999898
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv2,19.590558492191253,9.731114387512207,1.6498335753567517e-05,190.63796560276174,80.02,77.78,2.239999999999995,2.239999999999995
resnet50_no_weights,IMAGENET100,QAT,layer3.5.conv3,53.41274284256829,1.9404101371765137,7.402077244478278e-06,103.64262766612178,80.02,77.8,2.219999999999999,2.219999999999999
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv1,48.10750922097101,20.18073081970215,3.8491689338115975e-05,970.844693994755,80.02,77.92,2.0999999999999943,2.0999999999999943
resnet50_no_weights,IMAGENET100,QAT,layer4.0.conv2,45.86158622105916,31.055320739746094,1.3162960789890753e-05,1424.2462697285123,80.02,77.72,2.299999999999997,2.299999999999997
