model,dataset,stage,batch,fp32_latency_ms,int8_latency_ms,fp32_throughput_ips,int8_throughput_ips,speedup_x
cnn,CIFAR10,PTQ,1,1.031067000440089,0.37330499981180765,969.8690769592774,2678.774729789649,2.7619962254989234
cnn,CIFAR10,PTQ,8,8.369052000489319,2.4907379993237555,955.9027712496301,3211.8994459361156,3.360069185422773
cnn,CIFAR10,PTQ,32,36.91353400063235,8.216063997679157,866.8907181699758,3894.8089996669014,4.492848888599157
cnn,CIFAR10,PTQ,64,81.60944799965364,16.29624999986845,784.2229247803713,3927.2838843609193,5.007866717822347
cnn,CIFAR10,PTQ,128,175.58610799824237,36.27788199810311,728.987056318153,3528.32064470282,4.840031951353262
cnn,CIFAR10,QAT,1,1.0531560001254547,0.39301499782595783,949.5269455625543,2544.4321604307793,2.679683996669849
cnn,CIFAR10,QAT,8,7.827788998838514,2.046164001512807,1021.9999544171462,3909.7550314076952,3.825592177875836
cnn,CIFAR10,QAT,32,39.81212700091419,9.487758001341717,803.7751913949536,3372.767306614977,4.196157511108961
cnn,CIFAR10,QAT,64,80.43293399896356,17.0610309978656,795.6939628837198,3751.2387151753396,4.714423999875859
cnn,CIFAR10,QAT,128,170.33503600032418,39.25661399989622,751.4601987095385,3260.597055067928,4.339014974668332
resnet18_no_weights,CIFAR10,PTQ,1,3.47888499891269,1.4246610007830895,287.4484210638022,701.9213689785379,2.4419037209556946
resnet18_no_weights,CIFAR10,PTQ,8,13.608564997412032,4.136156996537466,587.8650689122164,1934.1625587948195,3.290147112115009
resnet18_no_weights,CIFAR10,PTQ,32,41.735683000297286,13.346267998713301,766.7299945653714,2397.674016667812,3.1271425843030407
resnet18_no_weights,CIFAR10,PTQ,64,90.40545600146288,24.40767599910032,707.92187585409,2622.1259247442927,3.703976404996333
resnet18_no_weights,CIFAR10,PTQ,128,213.573101998918,45.14381999979378,599.326407688963,2835.3825617899574,4.730948820899375
resnet18_no_weights,CIFAR10,QAT,1,3.9177380022010766,1.3199919994804077,255.24932995472813,757.5803492700205,2.968001324055924
resnet18_no_weights,CIFAR10,QAT,8,12.912497997604078,4.309529002057388,619.5547911399022,1856.3513544474963,2.9962666433941143
resnet18_no_weights,CIFAR10,QAT,32,41.89121099989279,13.516750001144828,763.8833835594272,2367.4329995960343,3.0992073535683304
resnet18_no_weights,CIFAR10,QAT,64,94.46105299866758,26.952747997711413,677.5279119628568,2374.5259669045363,3.504690987601278
resnet18_no_weights,CIFAR10,QAT,128,209.91562500057626,52.11658899861504,609.768805917371,2456.031802146558,4.027808209131925
