model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed
resnet50_no_weights,CIFAR10,ptq,layer2.0.downsample.0,"(512, 256, 1, 1)",0.8280907049775124,6.31783069593439e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.1.conv1,"(128, 512, 1, 1)",0.6611736230068392,1.0088708847150257e-05,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.1.conv2,"(128, 128, 3, 3)",0.23744766077619384,1.6102950085191096e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.1.conv3,"(512, 128, 1, 1)",0.38569391205906867,5.885222046799754e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.2.conv1,"(128, 512, 1, 1)",1.075810598519941,1.6415566994017656e-05,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.2.conv2,"(128, 128, 3, 3)",0.14207440276037564,9.635037079561064e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.2.conv3,"(512, 128, 1, 1)",0.3140487553636459,4.792003713434538e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.3.conv1,"(128, 512, 1, 1)",0.48074136835102943,7.3355311332859715e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.3.conv2,"(128, 128, 3, 3)",0.14480756022609198,9.820391182867565e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer2.3.conv3,"(512, 128, 1, 1)",0.19096021531149746,2.9138216447677224e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.0.conv1,"(256, 512, 1, 1)",0.5238322467758105,3.996522878843769e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.0.conv2,"(256, 256, 3, 3)",0.4346298717934152,7.368806148841268e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.0.conv3,"(1024, 256, 1, 1)",0.7742247379595234,2.953432990873426e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.0.downsample.0,"(1024, 512, 1, 1)",1.6770518244358532,3.1987225044934334e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.1.conv1,"(256, 1024, 1, 1)",0.1379892908036709,5.263873703142963e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.1.conv2,"(256, 256, 3, 3)",0.13061316311359406,2.214443005262486e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.1.conv3,"(1024, 256, 1, 1)",0.7389849297543789,2.819003790872112e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.2.conv1,"(256, 1024, 1, 1)",0.09067457609555939,3.458960574934364e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.2.conv2,"(256, 256, 3, 3)",0.12841439604759217,2.177164646531714e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.2.conv3,"(1024, 256, 1, 1)",0.7160662372907003,2.731575917399217e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.3.conv1,"(256, 1024, 1, 1)",0.13424762906996826,5.121140635298472e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.3.conv2,"(256, 256, 3, 3)",0.2306983563406714,3.9113083960752936e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.3.conv3,"(1024, 256, 1, 1)",1.0505827019611995,4.007654960484312e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.4.conv1,"(256, 1024, 1, 1)",0.06577664595097303,2.5091799145116055e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.4.conv2,"(256, 256, 3, 3)",0.108860741276294,1.8456478759137303e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.4.conv3,"(1024, 256, 1, 1)",1.3784472862879436,5.25835909381082e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.5.conv1,"(256, 1024, 1, 1)",0.05062211004163449,1.9310802475599095e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.5.conv2,"(256, 256, 3, 3)",0.03341750812251121,5.6656745270642105e-08,20260811
resnet50_no_weights,CIFAR10,ptq,layer3.5.conv3,"(1024, 256, 1, 1)",0.2416749535719069,9.219167845608021e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.0.conv1,"(512, 1024, 1, 1)",1.1502934944416796,2.1940107239564507e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.0.conv2,"(512, 512, 3, 3)",0.14670254891687953,6.218064580149312e-08,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.0.conv3,"(2048, 512, 1, 1)",1.2103668611783247,1.1542957889350173e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.0.downsample.0,"(2048, 1024, 1, 1)",47.27669021061489,2.2543282609279102e-05,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.1.conv1,"(512, 2048, 1, 1)",1.2872486520320812,1.2276159782715618e-06,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.1.conv2,"(512, 512, 3, 3)",2.03424298349354,8.622245718610721e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.1.conv3,"(2048, 512, 1, 1)",100.33597485224406,9.568784222816855e-05,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.2.conv1,"(512, 2048, 1, 1)",0.10019406799057667,9.555250929887454e-08,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.2.conv2,"(512, 512, 3, 3)",0.3668072105944157,1.554731625851168e-07,20260811
resnet50_no_weights,CIFAR10,ptq,layer4.2.conv3,"(2048, 512, 1, 1)",0.20271013205756946,1.9331944661862322e-07,20260811
resnet50_no_weights,CIFAR10,ptq,fc,"(10, 2048)",22.256666636761324,0.0010867513006231114,20260811
resnet50_no_weights,CIFAR10,qat,conv1,"(64, 3, 3, 3)",95.70584377165764,0.05538532625674632,20260811
resnet50_no_weights,CIFAR10,qat,layer1.0.conv1,"(64, 64, 1, 1)",1.2046397972106933,0.0002941015129908919,20260811
resnet50_no_weights,CIFAR10,qat,layer1.0.conv2,"(64, 64, 3, 3)",2.5616895430015796,6.949027623159667e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer1.0.conv3,"(256, 64, 1, 1)",1.019596579399976,6.223123653564306e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer1.0.downsample.0,"(256, 64, 1, 1)",2.950114618986845,0.0001800607067252713,20260811
resnet50_no_weights,CIFAR10,qat,layer1.1.conv1,"(64, 256, 1, 1)",2.066444754600525,0.00012612577847903594,20260811
resnet50_no_weights,CIFAR10,qat,layer1.1.conv2,"(64, 64, 3, 3)",1.8810378529808738,5.102641745282318e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer1.1.conv3,"(256, 64, 1, 1)",0.8040062275372053,4.907264572370638e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer1.2.conv1,"(64, 256, 1, 1)",3.512834952937232,0.00021440643023298535,20260811
resnet50_no_weights,CIFAR10,qat,layer1.2.conv2,"(64, 64, 3, 3)",6.119126811623573,0.00016599193824933737,20260811
resnet50_no_weights,CIFAR10,qat,layer1.2.conv3,"(256, 64, 1, 1)",2.3567123521458018,0.00014384230664952403,20260811
resnet50_no_weights,CIFAR10,qat,layer2.0.conv1,"(128, 256, 1, 1)",16.6989257552407,0.0005096107713391327,20260811
resnet50_no_weights,CIFAR10,qat,layer2.0.conv2,"(128, 128, 3, 3)",23.860833544480172,0.0001618166337380654,20260811
resnet50_no_weights,CIFAR10,qat,layer2.0.conv3,"(512, 128, 1, 1)",10.847502451676588,0.00016551975176508466,20260811
resnet50_no_weights,CIFAR10,qat,layer2.0.downsample.0,"(512, 256, 1, 1)",17.964557855025582,0.0001370586994554564,20260811
resnet50_no_weights,CIFAR10,qat,layer2.1.conv1,"(128, 512, 1, 1)",1.944605209997722,2.9672320709193756e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.1.conv2,"(128, 128, 3, 3)",2.6904619614283245,1.824586291116214e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.1.conv3,"(512, 128, 1, 1)",2.8808178319487463,4.395779162519449e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.2.conv1,"(128, 512, 1, 1)",3.8010225553770325,5.7999001394302864e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.2.conv2,"(128, 128, 3, 3)",2.4721794821120597,1.6765540107639294e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.2.conv3,"(512, 128, 1, 1)",3.286078803241253,5.014158330141072e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.3.conv1,"(128, 512, 1, 1)",5.068579612459455,7.734038715300683e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.3.conv2,"(128, 128, 3, 3)",6.19602484703064,4.201948274082194e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer2.3.conv3,"(512, 128, 1, 1)",3.9023379366448583,5.954495142585538e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.0.conv1,"(256, 512, 1, 1)",38.057209190569424,0.0002903534636731676,20260811
resnet50_no_weights,CIFAR10,qat,layer3.0.conv2,"(256, 256, 3, 3)",34.643272454398016,5.873493186848622e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.0.conv3,"(1024, 256, 1, 1)",16.869387796946935,6.435160750178121e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.0.downsample.0,"(1024, 512, 1, 1)",21.313144023601826,4.065159611435285e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.1.conv1,"(256, 1024, 1, 1)",7.5158281557021605,2.8670609114464418e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.1.conv2,"(256, 256, 3, 3)",10.504589687694203,1.7809702025848734e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.1.conv3,"(1024, 256, 1, 1)",8.016240442500395,3.05795304965988e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.2.conv1,"(256, 1024, 1, 1)",13.12213542882134,5.00569741394857e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.2.conv2,"(256, 256, 3, 3)",10.305722633997599,1.747253864542236e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.2.conv3,"(1024, 256, 1, 1)",8.227340017046247,3.138481146639346e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.3.conv1,"(256, 1024, 1, 1)",26.00118401471306,9.918664556393837e-05,20260811
resnet50_no_weights,CIFAR10,qat,layer3.3.conv2,"(256, 256, 3, 3)",20.646652277778177,3.500476799482249e-05,20260811
