model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed,seed,n_seeds,metric_std
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",14.137865960597992,0.00818163539386458,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",13.302233065877642,0.007698051542753265,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",16.363703876071504,0.009469736039393231,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,conv1,"(64, 3, 3, 3)",14.60126763418238,0.008449807658670358,"42,43,44",aggregate,3,1.5824685506283764
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",3.554247159706919,0.000867736122975322,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",4.7987989485263824,0.0011715817745425738,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",4.06991520906106,0.0009936316428371728,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv1,"(64, 64, 1, 1)",4.140987105764787,0.0010109831801183562,"42,43,44",aggregate,3,0.6253124815955864
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",4.263462866053862,0.00011565383208696457,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",4.158682875714059,0.00011281149293929197,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",3.3226645390192666,9.01330441357223e-05,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv2,"(64, 64, 3, 3)",3.914936760262396,0.00010619945638732628,"42,43,44",aggregate,3,0.5155914076437902
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",2.9797678206648146,0.00018187059452299894,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",2.76557702367956,0.0001687974257616919,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",2.8546064159144526,0.0001742313486275911,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.conv3,"(256, 64, 1, 1)",2.866650420086276,0.000174966456304094,"42,43,44",aggregate,3,0.10760212779337965
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,"(256, 64, 1, 1)",19.749549229939777,0.0012054168231164415,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,"(256, 64, 1, 1)",15.836316390471024,0.000966572045316835,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,"(256, 64, 1, 1)",16.283196407815684,0.000993847437000469,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.0.downsample.0,"(256, 64, 1, 1)",17.289687342742162,0.0010552787684779152,"42,43,44",aggregate,3,2.1419887524310326
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,"(64, 256, 1, 1)",2.6094389280607535,0.0001592675126990206,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,"(64, 256, 1, 1)",2.3034548399583348,0.0001405917260716757,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,"(64, 256, 1, 1)",2.8446234981218974,0.0001736220396802916,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv1,"(64, 256, 1, 1)",2.5858390887136617,0.00015782709281699596,"42,43,44",aggregate,3,0.27135510582545547
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,"(64, 64, 3, 3)",3.498269236087799,9.489662641297198e-05,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,"(64, 64, 3, 3)",3.532465545754684,9.58242606812794e-05,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,"(64, 64, 3, 3)",3.2700558322848696,8.870594163099147e-05,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv2,"(64, 64, 3, 3)",3.433596871375784,9.314227624174761e-05,"42,43,44",aggregate,3,0.14265903581235367
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,"(256, 64, 1, 1)",2.746193528175354,0.0001676143510849215,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,"(256, 64, 1, 1)",2.375783480446914,0.00014500631594524622,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,"(256, 64, 1, 1)",2.6080687739411177,0.00015918388512824205,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.1.conv3,"(256, 64, 1, 1)",2.5766819275211286,0.00015726818405280326,"42,43,44",aggregate,3,0.18718907943758442
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv1,"(64, 256, 1, 1)",5.416573464870453,0.000330601407767972,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv1,"(64, 256, 1, 1)",4.541359779380617,0.0002771826037219615,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv1,"(64, 256, 1, 1)",4.852889835834503,0.00029619688939419575,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv1,"(64, 256, 1, 1)",4.936941026695191,0.0003013269669613764,"42,43,44",aggregate,3,0.4436194324316736
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv2,"(64, 64, 3, 3)",11.514686322212219,0.0003123558572648714,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv2,"(64, 64, 3, 3)",12.893070220947266,0.0003497469135456615,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv2,"(64, 64, 3, 3)",12.233762198481067,0.0003318620388042824,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv2,"(64, 64, 3, 3)",12.21383958054685,0.0003313216032049384,"42,43,44",aggregate,3,0.6894078807948322
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv3,"(256, 64, 1, 1)",5.5304320851961775,0.000337550786449962,42,42,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv3,"(256, 64, 1, 1)",5.291463176409404,0.0003229652817632693,43,43,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv3,"(256, 64, 1, 1)",5.349662292003631,0.00032651747387717477,44,44,3,
resnet50_no_weights,CIFAR10,fp32_unfused,layer1.2.conv3,"(256, 64, 1, 1)",5.390519184536404,0.000329011180696802,"42,43,44",aggregate,3,0.12461339852624696
resnet50_no_weights,CIFAR10,fp32_unfused,layer2.0.conv1,"(128, 256, 1, 1)",13.320055136313805,0.00040649582325176406,42,42,3,
