model,dataset,stage,layer,calib_min,calib_max,range_width,scale,zero_point,act_p99,act_p999,act_max,outlier_factor,range_over_p99,seed,n_seeds,metric_std
cnn,CIFAR10,QAT,conv2,-7.543217182159424,5.159477710723877,12.7026948928833,0.04981448873877525,151,0.7763605713844299,1.3554847240447998,3.5866918563842773,4.619878943605261,16.361849585214596,43,3,
cnn,CIFAR10,QAT,conv3,-5.9195451736450195,3.538827419281006,9.458372592926025,0.03709165379405022,160,0.5129277110099792,1.0179344415664673,3.889974355697632,7.58386468931087,18.439971929576657,43,3,
cnn,CIFAR10,QAT,conv4,-3.473512649536133,4.190702438354492,7.664215087890625,0.03005574457347393,116,0.9297094345092773,1.7806556224822998,4.400783061981201,4.733503714850477,8.243667110827996,43,3,
cnn,CIFAR10,QAT,fc1,-2.726262331008911,4.269510269165039,6.99577260017395,0.027434401214122772,99,0.8296541571617126,1.6014407873153687,3.6512410640716553,4.400919386172582,8.432155181511812,43,3,
cnn,CIFAR10,QAT,fc2,-10.82536792755127,24.74535369873047,35.57072162628174,0.13949301838874817,78,13.935302734375,18.355979919433594,22.995058059692383,1.6501297817498555,2.5525618139990187,43,3,
cnn,CIFAR10,QAT,conv1,-7.891393661499023,7.664823532104492,15.556217193603516,0.061004772782325745,129,1.5956007242202759,2.876607656478882,5.443617343902588,3.4116413093023175,9.749442299360568,44,3,
cnn,CIFAR10,QAT,conv2,-7.543217182159424,5.159477710723877,12.7026948928833,0.04981448873877525,151,0.8185964226722717,1.4405512809753418,4.601595878601074,5.621324197312479,15.517652583205674,44,3,
cnn,CIFAR10,QAT,conv3,-5.9195451736450195,3.538827419281006,9.458372592926025,0.03709165379405022,160,0.5413350462913513,1.0332895517349243,3.057460308074951,5.6479999383402175,17.472307876101272,44,3,
cnn,CIFAR10,QAT,conv4,-3.473512649536133,4.190702438354492,7.664215087890625,0.03005574457347393,116,0.9349902868270874,1.6657236814498901,4.744746685028076,5.074648102633762,8.197106639363419,44,3,
cnn,CIFAR10,QAT,fc1,-2.726262331008911,4.269510269165039,6.99577260017395,0.027434401214122772,99,0.8476689457893372,1.6600316762924194,3.1744585037231445,3.7449272142052275,8.25295374441208,44,3,
cnn,CIFAR10,QAT,fc2,-10.82536792755127,24.74535369873047,35.57072162628174,0.13949301838874817,78,12.532319068908691,17.106224060058594,17.49906349182129,1.3963148716213702,2.8383191834405808,44,3,
cnn,CIFAR10,QAT,conv1,-7.891393661499023,7.664823532104492,15.556217193603516,0.061004772782325745,129,1.549878478050232,2.7547526359558105,6.136557420094808,3.9669739324910385,10.041520031964557,aggregate,3,0.5165304316987525
cnn,CIFAR10,QAT,conv2,-7.543217182159424,5.159477710723877,12.7026948928833,0.04981448873877525,151,0.7966102560361227,1.4042224486668904,4.176791985829671,5.234605552664503,15.953424027092147,aggregate,3,0.538250752827532
cnn,CIFAR10,QAT,conv3,-5.9195451736450195,3.538827419281006,9.458372592926025,0.03709165379405022,160,0.5230462749799093,1.019252896308899,3.286045551300049,6.295024523561694,18.09415751082064,aggregate,3,1.1161713636663266
cnn,CIFAR10,QAT,conv4,-3.473512649536133,4.190702438354492,7.664215087890625,0.03005574457347393,116,0.9185390075047811,1.6688372294108074,4.335738817850749,4.7142193918785225,8.347794958891749,aggregate,3,0.3704475189763596
cnn,CIFAR10,QAT,fc1,-2.726262331008911,4.269510269165039,6.99577260017395,0.027434401214122772,99,0.8426074584325155,1.6236883004506428,3.5434532960255942,4.206429985898507,8.30353271682472,aggregate,3,0.4013147615128298
cnn,CIFAR10,QAT,fc2,-10.82536792755127,24.74535369873047,35.57072162628174,0.13949301838874817,78,12.748000144958496,18.483539581298828,21.23414357503255,1.6723985287341714,2.8037984768439372,aggregate,3,0.28786475978101206
resnet18_no_weights,CIFAR10,PTQ,conv1,-3.6338045597076416,4.784788131713867,8.418592691421509,0.03301408886909485,110,0.9612078666687012,1.498787522315979,3.5503828525543213,3.6936681186963582,8.758347682482231,42,3,
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv1,-5.668947696685791,3.96222186088562,9.631169557571411,0.037769291549921036,150,0.7143507599830627,1.2024688720703125,3.231417417526245,4.523572450042416,13.482409618770149,42,3,
resnet18_no_weights,CIFAR10,PTQ,layer1.0.conv2,-5.055909156799316,4.219723701477051,9.275632858276367,0.036375030875205994,139,0.8163987398147583,1.459014654159546,4.025912284851074,4.931306343961968,11.361645242594346,42,3,
