model,dataset,canonical_layer,trace_fp32_unfused,trace_fp32_fused,trace_ptq,trace_fp32_fused_qat,trace_qat,fusion_ratio,ptq_amplification,qat_amplification,elev_ptq,elev_qat,verdict
resnet50_no_weights,CIFAR10,conv1,14.60126763418238,198.86014155890703,1043.8124037744244,182.45261551704243,94.61633055269877,13.619375148864773,5.248977475283667,0.5185802915708868,1426.5075930276396,11.300014159404075,quant_induced
resnet50_no_weights,CIFAR10,layer1.0.conv1,4.140987105764787,3.550386864804051,9.084529667686866,2.5875467722185355,1.1064638591646234,0.8573769427732474,2.558743599956465,0.4276111531757754,12.415210341609182,0.13214481265964179,quant_induced
resnet50_no_weights,CIFAR10,layer1.0.conv2,3.914936760262396,6.8093399609279155,22.048130126963237,4.553684417122886,2.5613926806383662,1.7393231047930193,3.237924711275352,0.5624879649118741,30.13168355199148,0.30590674347581664,quant_induced
resnet50_no_weights,CIFAR10,layer1.0.conv3,2.866650420086276,2.820760667926133,4.830521555111826,1.932803308083011,1.1952352280981133,0.9839918561961378,1.712488978607072,0.6183946514886551,6.601546074499272,0.14274676392998203,quant_induced
resnet50_no_weights,CIFAR10,layer1.0.downsample.0,17.289687342742162,6.395333078984491,2.369845032756733,5.43820253622398,2.7709920314843193,0.36989292820665803,0.3705585000012288,0.509541896063393,3.238706420140307,0.3309391624940325,fp32_intrinsic
resnet50_no_weights,CIFAR10,layer1.1.conv1,2.5858390887136617,7.379033232711212,16.93914938159426,3.7515796432732813,2.3432793252044917,2.853632024095493,2.295578410800904,0.6246113765453645,23.14958619470059,0.2798574981673109,quant_induced
resnet50_no_weights,CIFAR10,layer1.1.conv2,3.433596871375784,5.815506646706421,3.9244170103981024,2.943458876649853,1.8903646183636054,1.6937068807312392,0.6748194523379444,0.6422255915853513,5.363234469428222,0.22576596269549506,fp32_intrinsic
resnet50_no_weights,CIFAR10,layer1.1.conv3,2.5766819275211286,2.3360644977102396,1.1359474831432652,1.370170859685783,0.7818708486626285,0.9066173332296499,0.4862654623862897,0.5706374815487847,1.5524223549413703,0.09337871812511307,fp32_intrinsic
resnet50_no_weights,CIFAR10,layer1.2.conv1,4.936941026695191,13.99982259941989,9.07863122795667,5.986122035866821,3.73990012213902,2.8357281409114643,0.648481876358409,0.6247617572329468,12.407149344219503,0.4466557103627026,fp32_intrinsic
resnet50_no_weights,CIFAR10,layer1.2.conv2,12.21383958054685,17.633933642767765,1.2098792471633726,10.90255405105223,4.694385257268709,1.4437665998867033,0.06861085403140225,0.4305766552760767,1.6534598808025809,0.560649726817387,fp32_intrinsic
