model,dataset,variant,layer,per_param_residual,matched_count_ratio
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,1.5073752453383167,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,1.1567599048407833,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,0.20983961542976814,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,0.6688357340825375,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,1.090304782154211,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,-0.14275959803846217,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,-0.2763277386092202,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,-0.46724921512421735,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv1,-0.8211216780965653,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv2,-1.0654095268024002,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv3,-0.8466628404490066,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,-0.05982491459041661,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,0.06488458953641274,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv3,-0.004550103055890986,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,0.30658253995849405,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,-0.4252102647269318,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,-0.19989144658757096,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv3,-0.21703032352753127,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv1,-0.6103839999594682,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv2,-0.7745747010040804,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv3,-0.32919903412480656,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv1,0.06068641455514001,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv2,-0.014406655650903932,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv3,-0.11155375618077112,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,0.5739834183455739,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,0.38615366708266174,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv3,0.33369464741794497,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,0.381692016396296,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,-0.8275725105770997,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,-0.2506191940573079,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv3,-0.17548257325090644,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,-0.36447071698573463,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,-0.3230295410556079,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,-0.1629005578969176,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,-0.23357130618179633,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,-0.06671531444116807,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,0.049277004959040305,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv1,-0.01670996838495853,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv2,-0.0036826420036977225,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv3,-0.0660562934222586,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv1,0.11088945536347872,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv2,0.021514683034997706,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.5.conv3,0.14283922397260485,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.0.conv1,0.6842809346717158,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.0.conv2,0.24737597068856365,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.0.conv3,0.3575646819647975,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.0.downsample.0,0.24933450963326154,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.1.conv1,0.06581287530926172,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.1.conv2,0.15144561393598188,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.1.conv3,0.2635933262573955,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.2.conv1,0.532425466600043,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.2.conv2,0.22474029521600425,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,layer4.2.conv3,-0.3164171484921381,1.0
resnet50_no_weights,IMAGENET100,fp32_unfused,fc,-0.6685030534674503,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,conv1,2.6599772275009608,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.0.conv1,0.6977722174285157,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.0.conv2,0.43107066532940674,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.0.conv3,0.6309989185072293,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.0.downsample.0,0.7087917602683405,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.1.conv1,-0.254193341416439,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.1.conv2,-0.9180265577606099,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.1.conv3,-0.5344092381272301,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.2.conv1,-0.9493533732281461,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.2.conv2,-1.538554472894012,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer1.2.conv3,-0.9363879524233023,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.0.conv1,-0.15178719448290767,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.0.conv2,-0.1805409322999747,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.0.conv3,0.07707900157980241,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.0.downsample.0,0.2660410353640197,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.1.conv1,-0.0341070623968065,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.1.conv2,-0.36768250911630806,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.1.conv3,-0.11233527162378687,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.2.conv1,-0.6652139317907668,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.2.conv2,-0.6625520115613126,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.2.conv3,-0.18606983564489754,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.3.conv1,0.01720690033389438,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.3.conv2,-0.30166304288747403,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer2.3.conv3,0.0026164520444078576,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.0.conv1,0.433763609494044,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.0.conv2,0.16990450884928743,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.0.conv3,0.6710271106969414,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.0.downsample.0,0.5125310137844976,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.1.conv1,-0.1499476739403378,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.1.conv2,-0.19216385801142355,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.1.conv3,0.11019842090768339,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.2.conv1,-0.14453812798878873,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.2.conv2,-0.3999916272893449,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.2.conv3,0.10944347278375144,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.3.conv1,-0.24415313931353033,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.3.conv2,-0.19489206781556856,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.3.conv3,0.30749320952251935,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.4.conv1,-0.0906314004938209,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.4.conv2,-0.35765724514184694,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.4.conv3,0.24867564173339662,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.5.conv1,-0.10023278764596633,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.5.conv2,-0.2627052366992846,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer3.5.conv3,0.36019782493039054,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.0.conv1,0.3420879882312038,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.0.conv2,0.2030571062482922,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.0.conv3,0.840784648034913,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.0.downsample.0,0.05471591560883127,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.1.conv1,-0.19377096213499367,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.1.conv2,0.11074732814760413,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.1.conv3,0.7388934464841781,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.2.conv1,-0.1707865565808735,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.2.conv2,-0.11540853551811203,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,layer4.2.conv3,0.14298745881843988,1.0
resnet50_no_weights,IMAGENET100,fp32_fused,fc,-0.43830693640468565,1.0
resnet50_no_weights,IMAGENET100,ptq,conv1,2.475452793754329,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.0.conv1,0.7048841581065266,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.0.conv2,0.4796263746581495,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.0.conv3,0.6342301467532119,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.0.downsample.0,0.6292298534497949,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.1.conv1,-0.24285440496995436,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.1.conv2,-0.8083043246018757,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.1.conv3,-0.46901811917397707,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.2.conv1,-0.4583022912468939,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.2.conv2,-1.1688402899772017,1.0
resnet50_no_weights,IMAGENET100,ptq,layer1.2.conv3,-0.9566299668343414,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.0.conv1,-0.25943281023916764,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.0.conv2,-0.3134103864820035,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.0.conv3,0.010518764152847027,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.0.downsample.0,0.22452076356446282,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.1.conv1,-0.18402856014430435,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.1.conv2,-0.4278955497692887,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.1.conv3,-0.14033889327424554,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.2.conv1,-0.51463274555858,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.2.conv2,-0.6671469574322924,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.2.conv3,-0.1287971933656955,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.3.conv1,-0.12783418469111485,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.3.conv2,-0.35950367378435777,1.0
resnet50_no_weights,IMAGENET100,ptq,layer2.3.conv3,-0.06366351343069043,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.0.conv1,0.4439871247203855,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.0.conv2,0.09311870159365832,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.0.conv3,0.548127586691924,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.0.downsample.0,0.6153512038730504,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.1.conv1,-0.3764156910096408,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.1.conv2,-0.5415335975740625,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.1.conv3,0.2691219137090535,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.2.conv1,-0.31169290525343873,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.2.conv2,-0.4393788467023301,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.2.conv3,0.20844605990687626,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.3.conv1,-0.3391986981256401,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.3.conv2,-0.22200544674598,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.3.conv3,0.39812839484219253,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.4.conv1,-0.4418787891121725,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.4.conv2,-0.4745932704156983,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.4.conv3,0.3431031319433817,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.5.conv1,-0.2486640403519944,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.5.conv2,-0.3299071415746848,1.0
resnet50_no_weights,IMAGENET100,ptq,layer3.5.conv3,0.4249211599308458,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.0.conv1,0.4842575840821306,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.0.conv2,0.2486225354920597,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.0.conv3,0.9438962254753163,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.0.downsample.0,0.24997788499071127,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.1.conv1,-0.15225958624919578,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.1.conv2,0.15621494841935846,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.1.conv3,0.6810808101194539,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.2.conv1,-0.04483687216590404,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.2.conv2,0.050118858346441364,1.0
resnet50_no_weights,IMAGENET100,ptq,layer4.2.conv3,0.2550907877679309,1.0
resnet50_no_weights,IMAGENET100,ptq,fc,-0.3590290160873493,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,conv1,0.12326875934212334,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,0.26556451110227863,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,-0.19497862030848534,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,-0.031219073314706858,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,-0.20163994488367942,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,0.374265183549666,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,0.20192642935992744,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,0.4639533813077248,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,0.04806002764431261,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,-0.044188025804727804,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,0.22894811707736906,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,0.2035085692452121,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,-0.2952495440854839,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,-0.054585421123334754,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,-0.10560816505488901,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer4.0.conv1,0.32881889441800594,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer4.0.conv2,0.24378327916808962,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer4.0.downsample.0,-0.10168824506427798,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer4.1.conv1,0.01466079194761516,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,layer4.1.conv2,-0.4993860923012363,1.0
resnet18_no_weights,IMAGENET100,fp32_unfused,fc,-0.9682148122215182,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,conv1,0.9760586553287852,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer1.0.conv1,0.5337759456762776,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer1.0.conv2,-0.40792367552704745,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer1.1.conv1,0.23559471279990474,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer1.1.conv2,-0.7921917789592405,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer2.0.conv1,0.9894746957377882,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer2.0.conv2,-0.14761616286019263,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer2.0.downsample.0,-0.18692478303298632,1.0
resnet18_no_weights,IMAGENET100,fp32_fused,layer2.1.conv1,0.35384237096293525,1.0
