model,dataset,variant,canonical_layer,weight_shape,trace_raw,trace_per_param,probe_seed,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,"(256, 1024, 1, 1)",29.774846889354563,0.00011358202701322389,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,"(256, 1024, 1, 1)",34.399506553602805,0.0001312237035888779,"42,43,44",aggregate,3,4.081236578708414
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,"(256, 256, 3, 3)",57.39393615722656,9.730688503219021e-05,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,"(256, 256, 3, 3)",60.67948939005534,0.00010287728100256235,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,"(256, 256, 3, 3)",58.83543580373128,9.975083381437731e-05,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,"(256, 256, 3, 3)",58.96962045033773,9.997833328304329e-05,"42,43,44",aggregate,3,1.6468816444956136
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,"(1024, 256, 1, 1)",56.82002283732096,0.00021675118575027833,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,"(1024, 256, 1, 1)",59.38724668820699,0.00022654436755450055,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,"(1024, 256, 1, 1)",47.94376595815023,0.00018289095290432064,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,"(1024, 256, 1, 1)",54.717011827892726,0.00020872883540303317,"42,43,44",aggregate,3,6.004606921699986
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,"(256, 1024, 1, 1)",45.00326833724976,0.0001716738446702948,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,"(256, 1024, 1, 1)",41.340526485443114,0.00015770159334351774,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,"(256, 1024, 1, 1)",53.15577821170582,0.00020277320179636315,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,"(256, 1024, 1, 1)",46.4998576781329,0.00017738287993672523,"42,43,44",aggregate,3,6.048130130889402
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,"(256, 256, 3, 3)",94.56703464801495,0.0001603309371066877,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,"(256, 256, 3, 3)",106.15238690376282,0.0001799729866939338,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,"(256, 256, 3, 3)",118.48126284281413,0.00020087562195301333,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,"(256, 256, 3, 3)",106.40022813153064,0.00018039318191787827,"42,43,44",aggregate,3,11.95904036676305
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,"(1024, 256, 1, 1)",105.20427182515462,0.00040132244806348656,42,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,"(1024, 256, 1, 1)",79.82055155436198,0.000304491239755104,43,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,"(1024, 256, 1, 1)",82.53517799377441,0.0003148467178107239,44,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,"(1024, 256, 1, 1)",89.18666712443034,0.0003402201352097715,"42,43,44",aggregate,3,13.937899570519502
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.4.conv1,"(256, 1024, 1, 1)",66.59658018747966,0.0002540457923411547,42,42,3,
