model,dataset,stage,layer,trace
cnn,IMAGENET100,FP32,conv1.weight,117.95843041737875
cnn,IMAGENET100,FP32,conv2.weight,341.40087331136067
cnn,IMAGENET100,FP32,conv3.weight,772.1017470586868
cnn,IMAGENET100,FP32,conv4.weight,120.42218017578125
cnn,IMAGENET100,FP32,fc1.weight,73.922123336792
cnn,IMAGENET100,FP32,fc2.weight,55.24949982961019
cnn,IMAGENET100,PTQ,conv1.weight,676.7154496136834
cnn,IMAGENET100,PTQ,conv2.weight,3119.5274291992187
cnn,IMAGENET100,PTQ,conv3.weight,1302.0733254172585
cnn,IMAGENET100,PTQ,conv4.weight,16.704137722651165
cnn,IMAGENET100,PTQ,fc1.weight,349.4509435017904
cnn,IMAGENET100,PTQ,fc2.weight,267.22206751505536
cnn,IMAGENET100,QAT,conv1.weight,99.65179824829102
cnn,IMAGENET100,QAT,conv2.weight,1086.2361117276278
cnn,IMAGENET100,QAT,conv3.weight,660.9026692708334
cnn,IMAGENET100,QAT,conv4.weight,5.326017141342163
cnn,IMAGENET100,QAT,fc1.weight,80.93997608531605
cnn,IMAGENET100,QAT,fc2.weight,59.06997807820638
resnet18_no_weights,IMAGENET100,FP32,conv1.weight,61.456698989868165
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,106.21680488586426
resnet18_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,48.79511056627546
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,58.85972605253521
resnet18_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,50.335895729064944
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,217.28333231608073
resnet18_no_weights,IMAGENET100,FP32,layer2.0.conv2.weight,157.73524305555554
resnet18_no_weights,IMAGENET100,FP32,layer2.0.downsample.0.weight,87.07999610900879
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv1.weight,84.93493315752815
resnet18_no_weights,IMAGENET100,FP32,layer2.1.conv2.weight,81.39648368141867
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv1.weight,201.62646153767903
resnet18_no_weights,IMAGENET100,FP32,layer3.0.conv2.weight,235.34589881896972
resnet18_no_weights,IMAGENET100,FP32,layer3.0.downsample.0.weight,30.445703597295854
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv1.weight,151.75396626790365
resnet18_no_weights,IMAGENET100,FP32,layer3.1.conv2.weight,136.4255864461263
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv1.weight,297.0098545469087
resnet18_no_weights,IMAGENET100,FP32,layer4.0.conv2.weight,423.1242930094401
resnet18_no_weights,IMAGENET100,FP32,layer4.0.downsample.0.weight,69.92595252990722
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv1.weight,308.5201100667318
resnet18_no_weights,IMAGENET100,FP32,layer4.1.conv2.weight,71.15226987202962
resnet18_no_weights,IMAGENET100,FP32,fc.weight,8.014814694722494
resnet18_no_weights,IMAGENET100,PTQ,conv1.weight,1132.1781921386719
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv1.weight,166.37346649169922
resnet18_no_weights,IMAGENET100,PTQ,layer1.0.conv2.weight,26.095530223846435
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv1.weight,106.95484651838031
resnet18_no_weights,IMAGENET100,PTQ,layer1.1.conv2.weight,11.751109520594278
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv1.weight,592.6518520008434
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.conv2.weight,29.835949850082397
resnet18_no_weights,IMAGENET100,PTQ,layer2.0.downsample.0.weight,65.89132639567057
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv1.weight,96.04262958873402
resnet18_no_weights,IMAGENET100,PTQ,layer2.1.conv2.weight,14.804850244522095
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv1.weight,173.61016489664715
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.conv2.weight,41.6254612604777
resnet18_no_weights,IMAGENET100,PTQ,layer3.0.downsample.0.weight,11.501415173212687
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv1.weight,115.81311798095703
resnet18_no_weights,IMAGENET100,PTQ,layer3.1.conv2.weight,26.13985106150309
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv1.weight,142.92316335042318
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.conv2.weight,25.293572930728686
resnet18_no_weights,IMAGENET100,PTQ,layer4.0.downsample.0.weight,11.778530232111613
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv1.weight,51.383768971761064
resnet18_no_weights,IMAGENET100,PTQ,layer4.1.conv2.weight,0.15199317708611487
resnet18_no_weights,IMAGENET100,PTQ,fc.weight,5.327624368667602
resnet18_no_weights,IMAGENET100,QAT,conv1.weight,577.5041995578342
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv1.weight,184.88636805216473
resnet18_no_weights,IMAGENET100,QAT,layer1.0.conv2.weight,29.53029670715332
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv1.weight,91.91814669440774
resnet18_no_weights,IMAGENET100,QAT,layer1.1.conv2.weight,12.398520199457804
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv1.weight,564.5425791422526
resnet18_no_weights,IMAGENET100,QAT,layer2.0.conv2.weight,26.977739079793295
resnet18_no_weights,IMAGENET100,QAT,layer2.0.downsample.0.weight,51.32110757827759
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv1.weight,65.00622458891435
resnet18_no_weights,IMAGENET100,QAT,layer2.1.conv2.weight,14.733940728505452
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv1.weight,154.1665579477946
resnet18_no_weights,IMAGENET100,QAT,layer3.0.conv2.weight,45.805145327250166
resnet18_no_weights,IMAGENET100,QAT,layer3.0.downsample.0.weight,9.991151142120362
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv1.weight,87.67459271748861
resnet18_no_weights,IMAGENET100,QAT,layer3.1.conv2.weight,19.8973867552621
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv1.weight,155.4232369740804
resnet18_no_weights,IMAGENET100,QAT,layer4.0.conv2.weight,30.363052495320638
resnet18_no_weights,IMAGENET100,QAT,layer4.0.downsample.0.weight,11.91895940568712
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv1.weight,68.42766845703125
resnet18_no_weights,IMAGENET100,QAT,layer4.1.conv2.weight,0.18095861913429367
resnet18_no_weights,IMAGENET100,QAT,fc.weight,7.152189764109525
resnet50_no_weights,IMAGENET100,FP32,conv1.weight,510.8243314107259
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv1.weight,113.44879531860352
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv2.weight,61.75953432718913
resnet50_no_weights,IMAGENET100,FP32,layer1.0.conv3.weight,79.86485989888509
resnet50_no_weights,IMAGENET100,FP32,layer1.0.downsample.0.weight,195.405349222819
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv1.weight,15.500595275561015
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv2.weight,15.646248906850815
resnet50_no_weights,IMAGENET100,FP32,layer1.1.conv3.weight,7.099010285209207
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv1.weight,2.729752538533046
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv2.weight,2.1476547280947367
resnet50_no_weights,IMAGENET100,FP32,layer1.2.conv3.weight,2.6421007947488264
resnet50_no_weights,IMAGENET100,FP32,layer2.0.conv1.weight,22.03869041442871
