model,dataset,variant,layer,layer_type,numel,trace_raw,trace_per_param,elev_raw,elev_per_param,raw_vs_numel_slope,raw_vs_numel_r2,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,conv,9408,400.0261708577474,0.042519788569063285,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,conv,9408,322.42297643025717,0.03427114970559706,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,conv,9408,522.4025395711263,0.05552748082176088,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,conv1,conv,9408,414.95056228637696,0.04410613969880708,6.011390570980791,149.600182739468,0.5469747469839409,0.35579511544192644,aggregate,3,100.82167184261246
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,conv,4096,147.49502929051718,0.03600952863538017,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,conv,4096,112.76623916625977,0.027530820108950138,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,conv,4096,92.08465817769368,0.022481606000413497,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,conv,4096,117.44864221149021,0.028673984914914602,1.7014789821573597,97.25705791604324,0.5469747469839409,0.35579511544192644,aggregate,3,28.000374647916654
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,conv,36864,43.74467290242513,0.0011866501980909595,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,conv,36864,40.15987283212167,0.001089406272572745,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,conv,36864,48.52824192047119,0.0013164128125127818,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,conv,36864,44.14426255167266,0.0011974897610588287,0.6395181204330607,4.061672327399079,0.5469747469839409,0.35579511544192644,aggregate,3,4.198470461435957
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,conv,16384,89.13029492696127,0.005440081477475663,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,conv,16384,73.37904989308325,0.004478701775700882,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,conv,16384,82.03447730724628,0.005006987140334856,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,conv,16384,81.5146073757636,0.004975256797837134,1.180902465768159,16.875186339473423,0.5469747469839409,0.35579511544192644,aggregate,3,7.888480752880215
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,conv,16384,226.41164086081764,0.01381906987675889,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,conv,16384,220.99921199253626,0.013488721435091324,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,conv,16384,197.9843660990397,0.012084006719912091,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,conv,16384,215.13173965079787,0.013130599343920768,3.1166144326440848,44.536658042245634,0.5469747469839409,0.35579511544192644,aggregate,3,15.09463187216578
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,conv,16384,12.403108263015747,0.0007570256508188322,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,conv,16384,12.448064393010633,0.0007597695552374654,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,conv,16384,12.885305280685424,0.000786456621135585,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,conv,16384,12.578825978903934,0.0007677506090639608,0.1822295057679787,2.60407354165735,0.5469747469839409,0.35579511544192644,aggregate,3,0.26636898321948294
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,conv,36864,15.664749312400819,0.00042493352084420626,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,conv,36864,13.763247092564901,0.0003733519719120253,,,,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,conv,36864,13.806277219454447,0.00037451923880898563,,,,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,conv,36864,14.411424541473389,0.00039093491052173907,0.20877836898368868,1.3259816989803697,0.5469747469839409,0.35579511544192644,aggregate,3,1.0856243061115816
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,conv,16384,6.1916408985853195,0.0003779077696890454,,,,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,conv,16384,5.8781357407569885,0.0003587729333958123,,,,,43,3,
