model,dataset,variant,layer,tr_A,tr_G,A_per_infan,G_per_outfan,predicted_per_param,measured_per_param,seed,n_seeds,metric_std
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv1,8.523327509562174,4.76573965594677e-06,0.13317699233690897,7.446468212416828e-08,9.916982400620721e-09,0.028673984914914602,aggregate,3,0.5890427039298
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,7.796012878417969,4.178692051937105e-06,0.013534744580586752,7.254673701279696e-09,9.81901555623206e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,8.303511619567871,6.652894171566004e-06,0.014415818783971999,1.155016349230209e-08,1.665050638302761e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,7.214147567749023,3.0908290682418738e-06,0.012524561749564277,5.366022687919919e-09,6.720708250441592e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv2,7.771224021911621,4.640805097248328e-06,0.013491708371374343,8.056953293833902e-09,1.0870206420219094e-10,0.0011974897610588287,aggregate,3,0.5451049210050882
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,1.7218782901763916,2.4891100110835396e-05,0.02690434828400612,9.723085980795076e-08,2.6159329162264797e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,1.8110343217849731,4.3782951252069324e-05,0.028297411277890205,1.710271533283958e-07,4.839625697420405e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,1.6090080738067627,2.0792467694263905e-05,0.025140751153230667,8.122057693071838e-08,2.0419463131370182e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.conv3,1.7139735619227092,2.982217301905621e-05,0.02678083690504233,1.1649286335568831e-07,3.119776374130071e-09,0.004975256797837134,aggregate,3,0.10124482586587706
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,8.543363571166992,1.1178482054674532e-05,0.13349005579948425,4.366594552607239e-08,5.828969504812643e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,7.924522399902344,2.2266534870141186e-05,0.12382066249847412,8.697865183648901e-08,1.0769754293618192e-08,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,9.102096557617188,1.1227046343265101e-05,0.14222025871276855,4.38556497783793e-08,6.237161857497675e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.0.downsample.0,8.523327509562174,1.489068775602694e-05,0.13317699233690897,5.8166749046980236e-08,7.746472692092594e-09,0.013130599343920768,aggregate,3,0.5890427039298
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,6.457703590393066,4.870300358561508e-07,0.025225404649972916,7.609844310252356e-09,1.9196140204940972e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,6.277341842651367,1.2200565606690361e-06,0.024520866572856903,1.906338376045369e-08,4.67450689617252e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,6.208057403564453,5.018566753278719e-07,0.024250224232673645,7.841510551997999e-09,1.9015838920882796e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv1,6.314367612202962,7.363144239510196e-07,0.02466549848516782,1.1504912874234682e-08,2.837744110714233e-10,0.0007677506090639608,aggregate,3,0.1288758525003136
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,1.6589082479476929,2.821180032697157e-06,0.0028800490415758556,4.897882001210342e-09,1.410614036333748e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,1.6404495239257812,6.735611350450199e-06,0.0028480026457044813,1.1693769705642707e-08,3.3303887059929344e-11,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,1.6961655616760254,2.5782476313906955e-06,0.0029447318779097665,4.476124360053291e-09,1.3180986092537379e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv2,1.6651744445164998,4.045013004846017e-06,0.002890927855063368,7.022592022302113e-09,2.0301806892018967e-11,0.00039093491052173907,aggregate,3,0.028381651294909774
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,0.13392770290374756,2.3098215024219826e-05,0.0020926203578710556,9.02274024383587e-08,1.8881169918033393e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,0.1389901489019394,5.198879080126062e-05,0.002171721076592803,2.030812140674243e-07,4.410357528502802e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,0.1398695558309555,2.264631439174991e-05,0.0021854618098586798,8.846216559277309e-08,1.933306845204001e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.1.conv3,0.13759580254554749,3.257777340574345e-05,0.0021499344147741795,1.2725692736618535e-07,2.7359404766298e-10,0.00036368932392684254,aggregate,3,0.0032069542206476774
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv1,6.709184646606445,5.148494324203057e-07,0.026207752525806427,8.044522381567276e-09,2.1082885176442612e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv1,6.498149394989014,1.1650490705505945e-06,0.025383396074175835,1.820389172735304e-08,4.620765938068151e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv1,6.4919586181640625,6.066048854336259e-07,0.02535921335220337,9.478201334900405e-09,2.4035972984687814e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv1,6.566430886586507,7.62167796134842e-07,0.025650120650728542,1.1908871814606906e-08,3.0546399885872767e-10,0.00016101194252971456,aggregate,3,0.12366712752100559
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv2,0.7012057900428772,2.3687368866376346e-06,0.001217371163268884,4.112390428190338e-09,5.006305519381896e-12,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv2,0.7050171494483948,4.930178420181619e-06,0.001223988106681241,8.559337535037534e-09,1.047652734395627e-11,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv2,0.7844421863555908,2.634818429214647e-06,0.001361878795756234,4.574337550719873e-09,6.229693314956902e-12,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv2,0.730221708615621,3.3112445786779667e-06,0.0012677460219021196,5.748688504649248e-09,7.287876982923529e-12,6.35364091628875e-05,aggregate,3,0.046994965367499045
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv3,0.02773972786962986,5.1648075896082446e-05,0.00043343324796296656,2.0175029646907205e-07,8.744528627608132e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv3,0.02746722102165222,0.00011234074190724641,0.00042917532846331596,4.388310230751813e-07,1.8833544846818392e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv3,0.03676543012261391,5.462676926981658e-05,0.0005744598456658423,2.13385817460221e-07,1.2258158376547815e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer1.2.conv3,0.030657459671298664,7.287186235771514e-05,0.0004790228073640416,2.846557123348248e-07,1.3635657845483881e-10,0.0001518157841928769,aggregate,3,0.005291412124485654
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,6.803012847900391,1.8867648350351374e-06,0.0265742689371109,1.474035027371201e-08,3.9171403240083925e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,6.594277381896973,3.336815098009538e-06,0.02575889602303505,2.6068867953199515e-08,6.715052590446968e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,6.606371879577637,1.581958485985524e-06,0.025806140154600143,1.2359050671761906e-08,3.189393938132928e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv1,6.667887369791667,2.2685128063434e-06,0.0260464350382487,1.7722756299557812e-08,4.616146206551454e-10,0.0006788606930128748,aggregate,3,0.11717824176919675
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,5.514649868011475,1.9562630768632516e-05,0.0047870224548710715,1.6981450319993503e-08,8.129058399808645e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,5.513608455657959,3.616327012423426e-05,0.004786118451091979,3.1391727538397795e-08,1.5024452638317788e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,5.2960405349731445,1.6469157344545238e-05,0.004597257408830855,1.4296143528251074e-08,6.572305175296153e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv2,5.441432952880859,2.4065019412470672e-05,0.0047234661049313014,2.0889773795547457e-08,9.867213846295051e-11,0.0004576868165291394,aggregate,3,0.12591460409226252
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv3,0.6393776535987854,8.247380901593715e-05,0.004995137918740511,1.6108165823425225e-07,8.04625099059513e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv3,0.7083486914634705,0.00016773055540397763,0.005533974152058363,3.275987410233938e-07,1.812922965070323e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv3,0.6381576061248779,6.983939238125458e-05,0.004985606297850609,1.3640506324463786e-07,6.800619423711771e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.conv3,0.6619613170623779,0.00010668125226705645,0.005171572789549828,2.0836182083409463e-07,1.0775583230066602e-09,0.0005632241713410215,aggregate,3,0.04017727600062002
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,6.783737659454346,4.7512698074569926e-05,0.026498975232243538,9.279823842689439e-08,2.459058221670105e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,6.583102226257324,9.630833665141836e-05,0.025715243071317673,1.8810222002230148e-07,4.8370943101279606e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,6.5908284187316895,4.099736179341562e-05,0.025745423510670662,8.007297225276488e-08,2.0615125824056126e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.0.downsample.0,6.65255610148112,6.160613217313464e-05,0.025986547271410625,1.203244769006536e-07,3.1268177068865903e-09,0.0008422475140172867,aggregate,3,0.11367222341781592
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,8.649293899536133,9.296608368458692e-06,0.01689315214753151,7.262975287858353e-08,1.2269454658155262e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,8.377068519592285,1.793029878172092e-05,0.016361461952328682,1.400804592321947e-07,2.2919211039922826e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,8.367836952209473,9.219008461514022e-06,0.016343431547284126,7.20235036055783e-08,1.1771112009733404e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv1,8.464733123779297,1.2148638537231212e-05,0.01653268188238144,9.491123857211885e-08,1.5691373143756517e-09,0.00021380660774413928,aggregate,3,0.15990095503173102
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,6.337650299072266,3.426049806876108e-05,0.005501432551278008,2.9740015684688437e-08,1.6361269036326348e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,5.872339248657227,6.920150190126151e-05,0.005097516708903843,6.007074817817839e-08,3.062116425546194e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,5.687269687652588,3.3122760214610025e-05,0.0049368660483095385,2.8752396019626758e-08,1.4194672771684567e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv2,5.965753078460693,4.552825339487754e-05,0.005178605102830463,3.952105329416453e-08,2.0466392825839513e-10,0.00024876676972485697,aggregate,3,0.33510198839543126
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv3,0.6287708878517151,0.00011011752940248698,0.004912272561341524,2.1507329961423238e-07,1.0564986683721783e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv3,0.6246507167816162,0.0002291858836542815,0.004880083724856377,4.4762867901226855e-07,2.184465431226731e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv3,0.6428415179252625,9.443284216104075e-05,0.005022199358791113,1.8443914484578272e-07,9.262901549804712e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.1.conv3,0.6320877075195312,0.00014457875173926973,0.004938185214996338,2.823803744907612e-07,1.394446590315406e-09,0.0003453035666831981,aggregate,3,0.009538201145579257
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv1,9.046557426452637,4.515315595199354e-06,0.017669057473540306,3.527590308749495e-08,6.232919590839863e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv1,8.917128562927246,7.456421826645965e-06,0.017416266724467278,5.82532955206716e-08,1.0145549323672315e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv1,8.97336483001709,3.992241545347497e-06,0.01752610318362713,3.118938707302732e-08,5.466284160759629e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv1,8.97901693979899,5.3213263223976055e-06,0.017537142460544903,4.157286189373129e-08,7.290692015229242e-10,0.00013958777598909572,aggregate,3,0.06489928687673344
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv2,2.978714942932129,1.3053882867097855e-05,0.002585690054628584,1.1331495544355777e-08,2.9299735333108845e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv2,3.085292100906372,2.5279648980358616e-05,0.002678204948703448,2.194413973989463e-08,5.87709036464258e-11,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv2,3.0476040840148926,1.089404304366326e-05,0.0026454896562629277,9.456634586513246e-09,2.5017428981679042e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv2,3.0372037092844644,1.6409191630373243e-05,0.0026364615531983197,1.4244089956921218e-08,3.75539955317211e-11,6.623829002692705e-05,aggregate,3,0.05404441225849987
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv3,0.25160127878189087,0.00015406115562655032,0.0019656349904835224,3.009006945831061e-07,5.91460933933349e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv3,0.23680783808231354,0.0003193154698237777,0.0018500612350180745,6.236630269995658e-07,1.1538147899659274e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv3,0.2757471799850464,0.00012824664008803666,0.002154274843633175,2.504817189219466e-07,5.396064658635454e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.2.conv3,0.25471876561641693,0.0002005410885127882,0.0019899903563782573,3.9168181350153947e-07,7.794430316368106e-10,0.00026670573450188846,aggregate,3,0.019655969324280705
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv1,9.796154975891113,1.0045810995507054e-05,0.01913311518728733,7.848289840239886e-08,1.5016223353652662e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv1,9.707175254821777,1.8870312487706542e-05,0.018959326669573784,1.4742431631020736e-07,2.7950657719637958e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv1,9.672422409057617,7.531447863584617e-06,0.01889145001769066,5.883943643425482e-08,1.1115622724668116e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv1,9.725250879923502,1.2149190448932737e-05,0.01899463062485059,9.491555038228701e-08,1.802885820065938e-09,0.0006545122846921472,aggregate,3,0.06381601045909235
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv2,5.547364711761475,2.389332075836137e-05,0.0048154207567373914,2.0740729824966465e-08,9.98753409090258e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv2,5.68881368637085,4.5704033254878595e-05,0.004938206324974696,3.967363997819322e-08,1.9591661987508275e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv2,5.559380531311035,1.735752994136419e-05,0.00482585115565194,1.5067300296323083e-08,7.271254854756557e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv2,5.598519643147786,2.8984961318201385e-05,0.0048598260791213425,2.516055669982759e-08,1.2227592961503335e-10,0.00038130908933565896,aggregate,3,0.07842739101256778
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv3,0.6281434297561646,8.363342203665525e-05,0.0049073705449700356,1.6334652741534228e-07,8.016019372611911e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv3,0.6755502820014954,0.00017452359315939248,0.0052777365781366825,3.4086639288943843e-07,1.7990030300100988e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv3,0.6389599442481995,6.458532880060375e-05,0.004991874564439058,1.261432203136792e-07,6.296911329602875e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer2.3.conv3,0.6475512186686198,0.00010758078133221716,0.005058993895848592,2.1011871353948663e-07,1.0629892891998217e-09,0.0004402279694856019,aggregate,3,0.024843709607823932
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,10.831563949584961,1.739034451020416e-05,0.021155398339033127,6.7931033242985e-08,1.4371080678374489e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,10.771739959716797,3.516228753142059e-05,0.02103855460882187,1.3735268566961167e-07,2.88970197812847e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,10.668278694152832,1.3338382814254146e-05,0.02083648182451725,5.210305786818026e-08,1.0856444182721084e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv1,10.75719420115153,2.1963671618626297e-05,0.02101014492412408,8.579559226025897e-08,1.8025778272390993e-09,0.0015589802601526672,aggregate,3,0.08260873428132871
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,8.497078895568848,0.00022211695613805205,0.0036879682706462014,9.640492887936287e-08,3.5553831884099393e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,8.051228523254395,0.00041265689651481807,0.0034944568243291643,1.791045557790009e-07,6.258731372103731e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,8.538305282592773,0.00015425375022459775,0.003705861667792002,6.695041242387055e-08,2.481089670444873e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv2,8.362204233805338,0.000263009200959156,0.003629428920922456,1.1415329902741143e-07,4.1431128490879633e-10,0.0005117868238161653,aggregate,3,0.27010057971292845
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv3,2.0013551712036133,0.0005482405540533364,0.007817793637514114,5.353911660677113e-07,4.185577651665416e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv3,1.8539236783981323,0.0010094610042870045,0.007241889368742704,9.858017619990278e-07,7.139067299908585e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv3,2.018702983856201,0.00036539233406074345,0.007885558530688286,3.568284512311948e-07,2.813791637598437e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.conv3,1.9579939444859822,0.0006410312974670281,0.007648413845648368,6.260071264326447e-07,4.787961573281988e-09,0.0006549040185352988,aggregate,3,0.09054392228998166
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,10.729952812194824,0.00016365581541322172,0.020956939086318016,1.5982013223947433e-07,3.3493407761099537e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,10.708439826965332,0.0003537441371008754,0.020914921537041664,3.454532588875736e-07,7.225127804348943e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,10.570128440856934,0.00011931625340366736,0.0206447821110487,1.1651977871451891e-07,2.405525443188853e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.0.downsample.0,10.669507026672363,0.0002122387353059215,0.02083888091146946,2.0726438994718896e-07,4.319157939297838e-09,0.0005343192665688028,aggregate,3,0.08673395887642353
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,10.474780082702637,1.879014598671347e-05,0.010229277424514294,7.339900776059949e-08,7.508188130672498e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,10.373960494995117,2.509980731701944e-05,0.010130820795893669,9.804612233210719e-08,9.932876950788462e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,10.217700004577637,1.2888960554846562e-05,0.009978222660720348,5.0347502167369385e-08,5.02378587037112e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv1,10.355480194091797,1.892630461952649e-05,0.01011277362704277,7.393087742002535e-08,7.476462273973643e-10,4.517628320728464e-05,aggregate,3,0.12953255491688942
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,6.851978302001953,5.84034132771194e-05,0.002973948915799459,2.5348703679305295e-08,7.538574982399173e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,6.803351879119873,8.604890899732709e-05,0.0029528436975346673,3.7347616752312106e-08,1.1028167474500496e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,6.664871692657471,4.1832296119537205e-05,0.0028927394499381385,1.815637852410469e-08,5.252167242468723e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv2,6.773400624593099,6.209487279799457e-05,0.002939844021090755,2.6950899651907362e-08,7.923144120467677e-11,0.00011811804206429189,aggregate,3,0.0970825888143332
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv3,0.7132216095924377,0.0003599210176616907,0.00278602191247046,3.5148536881024484e-07,9.792459394181033e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv3,0.757541298866272,0.000618858088273555,0.002959145698696375,6.043536018296436e-07,1.7883703613458514e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv3,0.76598060131073,0.00023355042503681034,0.002992111723870039,2.280765869500101e-07,6.824306297533895e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.1.conv3,0.7455811699231466,0.00040410984365735203,0.0029124264450122914,3.9463851919663284e-07,1.1493556595287643e-09,0.0002027684748764076,aggregate,3,0.028340100829652083
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,10.427456855773926,2.902094456658233e-05,0.010183063335716724,1.1336306471321222e-07,1.1543832679055938e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,10.473092079162598,7.468619151040912e-05,0.010227628983557224,2.917429355875356e-07,2.9838385037631476e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,10.268950462341309,2.166918056900613e-05,0.010028271935880184,8.46452365976802e-08,8.488454506784546e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv1,10.389833132425943,4.179210554866586e-05,0.01014632141838471,1.63250412299476e-07,1.6563911548743082e-09,0.0001312237035888779,aggregate,3,0.1071452675041068
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,6.508885860443115,7.040026684990153e-05,0.002825037265817324,3.055567137582531e-08,8.632091031877421e-11,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,6.5344343185424805,0.00015628666733391583,0.0028361260063118404,6.78327549192343e-08,1.9238224030621783e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,6.403332233428955,4.793454354512505e-05,0.002779224059647984,2.0804923413682747e-08,5.7821543710440754e-11,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv2,6.482217470804851,9.154049257631414e-05,0.002813462443925716,3.973111656958079e-08,1.1178200432375029e-10,9.997833328304329e-05,aggregate,3,0.06950065780050037
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,0.6622856259346008,0.0004965643747709692,0.0025870532263070345,4.849261472372746e-07,1.2545297537308312e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,0.6532209515571594,0.001020565046928823,0.002551644342020154,9.966455536414287e-07,2.5430849879486954e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,0.7287561893463135,0.0003228542336728424,0.002846703864634037,3.1528733757113514e-07,8.975296823339266e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.2.conv3,0.6814209222793579,0.0006133278851242115,0.002661800477653742,5.989530128166128e-07,1.5942934156074077e-09,0.00020872883540303317,aggregate,3,0.041243335359998065
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,9.465703964233398,4.6525739890057594e-05,0.009243851527571678,1.8174117144553747e-07,1.6799884052894978e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,9.594015121459961,7.910103886388242e-05,0.009369155392050743,3.089884330620407e-07,2.894960643704529e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,9.488591194152832,3.259203367633745e-05,0.009266202338039875,1.2731263154819317e-07,1.1797046041138767e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv1,9.516103426615397,5.273960414342582e-05,0.009293069752554098,2.0601407868525712e-07,1.914503203230263e-09,0.00017738287993672523,aggregate,3,0.06843705479132321
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,7.321803569793701,0.00011745915981009603,0.0031778661327229608,5.0980538112020845e-08,1.620093254941832e-10,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,7.510011196136475,0.0001974789338419214,0.003259553470545345,8.571134281333394e-08,2.793807049323045e-10,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,7.266526699066162,7.955903856782243e-05,0.0031538744353585774,3.4530832711728486e-08,1.0890591052116417e-10,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv2,7.366113821665446,0.00013149904407327995,0.003197098012875628,5.7074237879027756e-08,1.8247193250943052e-10,0.00018039318191787827,aggregate,3,0.12764687185395046
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,0.8401185870170593,0.0006981265032663941,0.003281713230535388,6.81764163346088e-07,2.2373544749577465e-09,,42,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,0.8229873776435852,0.0012156275333836675,0.0032147944439202547,1.1871362630699878e-06,3.8163990626936505e-09,,43,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,0.8462569117546082,0.0004501889634411782,0.003305691061541438,4.396376596105256e-07,1.4533062816915118e-09,,44,3,
resnet50_no_weights,IMAGENET100,fp32_unfused,layer3.3.conv3,0.8364542921384176,0.0007879810000304133,0.0032673995786656937,7.695126953422005e-07,2.5143054565390083e-09,0.0003402201352097715,aggregate,3,0.01205977185332481
