model,dataset,canonical_layer,trace_fp32_unfused,trace_fp32_fused,trace_ptq,trace_fp32_fused_qat,trace_qat,fusion_ratio,ptq_amplification,qat_amplification,elev_ptq,elev_qat,verdict
resnet50_no_weights,IMAGENET100,conv1,432.21565743905524,8548.157968848642,4866.855699916969,13137.06366290231,2288.293258327908,19.77752962374802,0.5693455499597523,0.17418605230557024,167.8389226465271,130.70133830842056,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.0.conv1,112.67675728130479,73.35483789497486,70.51568463492015,99.14036019643147,42.470465412638546,0.6510201364052374,0.9612956235535597,0.4283872413665818,2.431811680590649,2.425802133450985,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.0.conv2,53.73837963327185,88.45209479861789,78.05350890265571,112.90285616151377,62.44457016293965,1.6459762166675607,0.8824382178891633,0.5530822893763577,2.691761919965358,3.5666708629618924,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.0.conv3,78.20627064175076,87.04913028891569,86.57885199652777,125.3053963424813,58.559423155254784,1.1130709797897476,0.994597553234282,0.4673336094417016,2.9857678425350183,3.3447614063914437,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.0.downsample.0,205.79091063279373,90.02289558410645,89.59586378733317,140.02968271043565,68.47669212704614,0.4374483562334793,0.9952564090057033,0.48901554871510783,3.089812844031423,3.911209925286639,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.1.conv1,13.046679359012181,12.897995303547573,12.938650749473975,17.268550662199655,11.946336717075772,0.98860368593623,1.0031520747968656,0.6917972996556074,0.4462037373182117,0.6823435724954974,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.1.conv2,14.612623591590346,3.2840296261700836,3.2568544473041565,5.511990617381202,5.012950082599224,0.22473921986603848,0.9917250506361541,0.9094627387049007,0.1123162418111977,0.2863266245637548,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.1.conv3,6.206951910919614,6.483467976252238,7.247188304988747,7.5436864402559065,4.890593517945644,1.04454941319042,1.1177950336970703,0.6483028631529042,0.24992733549642204,0.27933793695003106,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer1.2.conv1,2.9238237781657115,2.4635093453857633,5.592928694188595,2.3723551344540383,2.3705234441492293,0.8425642351575885,2.2703095097505277,0.9992279021474453,0.1928783560374466,0.1353981118959328,mixed
resnet50_no_weights,IMAGENET100,layer1.2.conv2,2.3256755012604926,0.8256717683637843,1.5163239886363347,0.6948292991353405,0.6929436171661925,0.3550244941378445,1.8364730958903932,0.9972861219705406,0.052292116374058326,0.039579130780675875,mixed
resnet50_no_weights,IMAGENET100,layer1.2.conv3,2.4885061691332067,2.734954097867012,2.489018591907289,1.9222325747864013,1.7405486158671835,1.0990344857451761,0.9100769164091171,0.9054828425538431,0.08583656978365363,0.09941559398332621,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.0.conv1,25.78324699136946,16.434012518988716,15.254168706951718,22.246383175017343,7.8033687240199034,0.6373911138690075,0.9282071976838435,0.350770220157993,0.5260569450799256,0.4457080541716661,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.0.conv2,69.82744036395141,23.42391458087497,18.07550489679636,32.40949324943759,15.799136678377787,0.3354542921634519,0.771668835897931,0.4874848414561975,0.6233538562119448,0.9024054502046368,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.0.conv3,30.220903454886543,30.669722664209058,34.53967152701484,41.543974783481694,19.21646894500369,1.014851283648502,1.126181410414967,0.46255730331909295,1.191138923177443,1.0975945497953632,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.0.downsample.0,104.85052669302587,70.83180875021314,69.7660516135713,124.4186358827533,38.572490006906015,0.6755503380311061,0.9849536930448832,0.31002180447674293,2.4059597535064747,2.20315995226708,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.1.conv1,13.605747332776714,21.166819820139143,20.701369086522902,26.430837853749594,8.170250213125184,1.5557263634572682,0.9780103606696086,0.3091180937333062,0.7139096983807023,0.4666633672427214,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.1.conv2,35.718198238719594,14.579671911020128,13.783229854960501,18.61592361662123,6.262535373369853,0.40818609644243836,0.945373115326578,0.33640744893142704,0.47532998553573014,0.3576996748665732,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.1.conv3,21.061477088403556,21.157472567809254,21.769158596828067,26.02061560092828,13.85158641912319,1.0045578702292706,1.0289111105808302,0.5323312342629218,0.7507336052464717,0.7911664626399534,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.2.conv1,8.202390619781282,7.868268491162194,8.93841036160787,13.543003289787858,5.187642429934607,0.9592652747098751,1.1360072894878563,0.3830496322663057,0.3082510059401215,0.29630459548416826,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.2.conv2,9.7383265832772,7.384617787494994,8.98029900074005,10.786591172218323,7.082448336813185,0.7583045941564509,1.2160817606494354,0.6565974573185422,0.309695582170971,0.40453096330762417,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.2.conv3,18.20008890124889,17.594666949778976,23.481263115292503,25.140290580855474,20.389751550886366,0.9667352200994814,1.3345670698010839,0.8110388177618488,0.8097774305734122,1.1646093898927867,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.3.conv1,36.88304388712323,22.557960855043852,23.490231662326387,35.72908069822523,11.438564032978482,0.611607895597776,1.0413277961280833,0.32014716890117656,0.8100867208759576,0.6533409221024836,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.3.conv2,53.313721826341414,15.563757197062175,16.9127616474742,22.68131343517486,9.647483359442816,0.29192779389437384,1.086676014880691,0.42534941316410757,0.5832553642258185,0.5510390688773786,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer2.3.conv3,23.789986306168014,22.88792355983747,23.409284215095717,39.196514005509634,15.245173157585992,0.9620822502913057,1.0227788533938091,0.38894206651752405,0.8072951582795127,0.870764499780984,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.0.conv1,179.3169477432493,92.45381362458579,98.76083307269558,144.8859714058118,53.68383042329277,0.5155888207341315,1.068218056139034,0.3705246954029074,3.4058769860132743,3.066280275183685,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.0.conv2,223.560427347819,76.68665576510959,79.75136934916179,93.06641263204908,40.311355928390746,0.34302428508869875,1.0399641052732744,0.4331461242389052,2.7503145226551386,2.302479435139232,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.0.conv3,147.39818726322707,161.68933540285775,145.8459908944589,203.45768803653553,86.65444626042873,1.0969560644196337,0.9020136704197325,0.425908930238448,5.029660933743896,4.949475796161338,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.0.downsample.0,269.37085735345977,148.1775956434904,209.8388455110438,260.9493221706814,101.3851243115322,0.5500877010205174,1.4161307220553636,0.38852419108879055,7.236525578632933,5.790853678328662,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.1.conv1,10.74591234360716,26.37205916549837,20.482578251749423,39.867132181183905,11.260695843139851,2.4541479887640576,0.776677244776777,0.2824556276574758,0.7063644535126571,0.6431815553474582,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.1.conv2,49.974081593700966,21.916226748809972,15.382571459414068,39.81012402051761,12.018199000214086,0.4385518662852711,0.7018804667299459,0.30188800703107743,0.5304850565685192,0.6864481585427156,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.1.conv3,46.78339729780032,46.46173772357759,83.72583897508436,58.70685698507778,31.232131735483804,0.9931244930295421,1.8020384746091112,0.5320014277620492,2.8873785206934555,1.7838978466577613,mixed
resnet50_no_weights,IMAGENET100,layer3.2.conv1,36.9537900761822,29.622927093505858,21.558883226834812,40.23403158476859,11.61783495327783,0.8016208089193726,0.7277769397596465,0.2887564207628648,0.7434820256363818,0.6635804091601994,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.2.conv2,55.48975814655066,20.908779917822944,19.886379844010477,36.977550235324436,11.509662000338237,0.3768043079698063,0.9511018778794951,0.31126080357111174,0.6858038894424738,0.6574018524273488,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.2.conv3,51.81340871538435,51.47774730258518,73.47062667020705,91.99543055428398,31.501085790376813,0.9935217268826495,1.427230803988919,0.34242011370107,2.5337161376498445,1.7992598002841418,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.3.conv1,41.122417755732464,21.72922324869368,19.05467900964949,35.28553408163565,8.621267338026136,0.5284033486981593,0.8769148713493485,0.24432866222402094,0.6571217627039007,0.49242428823046447,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.3.conv2,92.41334812851244,30.27928974363539,30.492554502331572,39.187254099370875,11.67201426282597,0.3276506084546164,1.00704325499382,0.29785231272464574,1.0515695989299938,0.6666749899097588,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.3.conv3,78.25758541719414,76.82165903568267,117.76595645103926,109.72755182410488,39.98204890886942,0.9816512818041027,1.5329785626777273,0.3643756581114771,4.061289767748296,2.2836702776987887,mixed
resnet50_no_weights,IMAGENET100,layer3.4.conv1,69.18027073542277,24.038644741199636,17.07023785466892,33.70969664255778,10.000233148645473,0.34747832706718496,0.7101164827904121,0.29665746490344824,0.5886861060821005,0.5711872161347323,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.4.conv2,101.07081225749634,21.688092165144663,18.44025432579362,26.991808624873087,9.193674478265974,0.21458313909549168,0.8502478772858267,0.34060979781080536,0.6359326452645729,0.5251186900578381,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.4.conv3,63.12366976208157,70.34641554090712,91.73469405541053,84.86674463484022,38.61326698727078,1.1144221463366861,1.3040421939063251,0.45498701703963945,3.163572780641833,2.205489026954712,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.5.conv1,90.19826814863417,24.833693256590596,22.78796813977688,40.028841718037924,10.18146911999941,0.27532339330138944,0.9176230013121064,0.2543533283255459,0.785868383553839,0.5815389417797641,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.5.conv2,118.14581231011285,25.192990472833593,27.501808463959467,29.206608729892306,10.446703330970104,0.21323642353658917,1.0916452532149983,0.35768285964258967,0.9484304010700064,0.5966884276303578,fp32_intrinsic
resnet50_no_weights,IMAGENET100,layer3.5.conv3,80.63104881710476,85.34708920117491,123.60623444858928,93.8889512198312,51.18745645190042,1.0584891360494086,1.4482770953937545,0.5451914819247509,4.2626982391524795,2.9236939096504035,fp32_intrinsic
